N;GRAU;PageRank;R-BEP;D-BRANCH
1;2;0.00351035;0;0
2;2;0.00344385;0;0
3;1;0.00227359;0;0
4;3;0.00488431;0;10
5;1;0.00216334;0;0
6;5;0.00727309;1;30
7;4;0.00588029;0;7
8;2;0.00328449;0;0
9;2;0.00340758;0;0
10;1;0.00219838;0;0
11;2;0.00339577;0;0
12;1;0.00224458;0;0
13;2;0.00348777;0;0
14;5;0.00688294;0;1
15;2;0.00360539;0;0
16;1;0.00217899;0;0
17;6;0.00844423;0;5
18;5;0.00748416;0;17
19;2;0.00347622;0;0
20;3;0.00466156;0;0
21;1;0.00238594;0;0
22;3;0.00525692;0;0
23;2;0.00345248;0;0
24;1;0.00211937;0;0
25;2;0.00376956;0;0
26;4;0.00567874;0;0
27;1;0.00204475;0;0
28;2;0.00367911;0;0
29;4;0.00672464;0;59
30;1;0.00263576;0;0
31;6;0.0082538;0;7
32;5;0.00753706;0;23
33;3;0.00452397;0;0
34;2;0.00329092;0;0
35;3;0.00494024;0;4
36;6;0.00776931;0;6
37;3;0.00483318;0;0
38;1;0.00208016;0;0
39;5;0.00679287;0;2
40;2;0.0034058;0;0
41;3;0.00507836;0;12
42;5;0.00717239;0;3
43;4;0.0070333;0;44
44;4;0.00588807;0;13
45;2;0.00356113;0;0
46;3;0.00466408;0;1
47;2;0.00352675;0;0
48;2;0.00333075;0;0
49;2;0.00348563;0;0
50;2;0.00363725;0;0
51;3;0.00484172;0;0
52;4;0.00587657;0;6
53;2;0.00340532;0;0
54;4;0.00882319;1;100
55;1;0.00238594;0;0
56;3;0.00483617;0;0
57;6;0.00884325;0;44
58;5;0.00851989;1;100
59;4;0.00534335;0;0
60;5;0.00825286;0;58
61;5;0.00761619;1;27
62;3;0.0049267;0;6
63;1;0.00262493;0;0
64;4;0.00769855;1;100
65;2;0.00332203;0;0
66;4;0.00602342;0;12
67;4;0.00716984;1;100
68;3;0.00456696;0;1
69;2;0.00334379;0;0
70;1;0.00200272;0;0
71;4;0.00691289;0;45
72;4;0.00576015;0;0
73;5;0.00714206;1;5
74;2;0.00339373;0;0
75;3;0.00464665;0;0
76;4;0.00664881;0;37
77;4;0.00609994;0;1
78;6;0.00924683;1;88
79;1;0.00212523;0;0
80;4;0.00545289;0;0
81;2;0.0033439;0;0
82;4;0.00541738;0;0
83;1;0.00201244;0;0
84;1;0.00210597;0;0
85;4;0.00625664;0;14
86;2;0.00326706;0;0
87;1;0.00263576;0;0
88;1;0.00235108;0;0
89;3;0.00432414;0;0
90;4;0.00599886;0;11
91;3;0.00484569;0;3
92;3;0.00457411;0;0
93;3;0.00486445;0;9
94;4;0.006279;0;9
95;1;0.0020507;0;0
96;3;0.00457214;0;0
97;3;0.00492375;0;1
98;1;0.00210127;0;0
99;2;0.00323335;0;0
100;2;0.00341821;0;0
101;4;0.0063876;0;31
102;5;0.00731293;0;2
103;3;0.00517874;0;18
104;3;0.00446732;0;1
105;4;0.00617312;0;7
106;3;0.00481785;0;6
107;1;0.00235108;0;0
108;4;0.0075345;1;100
109;4;0.00589738;0;6
110;5;0.0079763;1;70
111;2;0.00318467;0;0
112;5;0.00782448;1;74
113;6;0.00924315;1;97
114;1;0.00219838;0;0
115;2;0.00350066;0;0
116;3;0.00452962;0;1
117;3;0.00449783;0;0
118;5;0.00878919;1;100
119;5;0.00736891;0;17
120;1;0.00221899;0;0
121;2;0.0033438;0;0
122;7;0.0103966;1;77
123;2;0.0031933;0;0
124;1;0.00262493;0;0
125;3;0.00478089;0;0
126;2;0.00337461;0;0
127;4;0.00616022;0;5
128;2;0.00338495;0;0
129;2;0.00343867;0;0
130;1;0.00220594;0;0
131;2;0.00342685;0;0
132;5;0.00690463;0;5
133;1;0.00227359;0;0
134;3;0.00479946;0;13
135;3;0.00471695;0;0
136;2;0.00316694;0;0
137;4;0.00685148;0;32
138;1;0.00212523;0;0
139;1;0.00216287;0;0
140;6;0.00869949;1;43
141;2;0.00354487;0;0
142;6;0.00839006;0;19
143;2;0.00334831;0;0
144;4;0.00569019;0;0
145;1;0.00224416;0;0
146;4;0.00590728;0;1
147;1;0.00263576;0;0
148;5;0.00722402;1;17
149;1;0.00262493;0;0
150;4;0.00589741;0;2
151;4;0.00604202;0;11
152;7;0.0107117;1;76
153;5;0.00725485;0;5
154;3;0.00481778;0;1
155;4;0.00644412;0;20
156;4;0.00621342;0;3
157;2;0.00348809;0;0
158;4;0.00887419;1;100
159;3;0.00485936;0;0
160;3;0.00468983;0;0
161;5;0.00743543;0;30
162;6;0.0097075;1;100
163;4;0.006651;1;62
164;6;0.008448;0;19
165;1;0.00200279;0;0
166;1;0.00224416;0;0
167;4;0.00592015;0;11
168;7;0.00947671;0;55
169;2;0.00315877;0;0
170;1;0.00210127;0;0
171;2;0.00331347;0;0
172;3;0.00484746;0;0
173;2;0.00337702;0;0
174;6;0.00872391;1;55
175;3;0.00462327;0;0
176;5;0.00721654;0;7
177;5;0.00740954;0;9
178;6;0.00876736;0;25
179;4;0.00589666;0;2
180;3;0.00473229;0;0
181;2;0.00347101;0;0
182;2;0.00327047;0;0
183;3;0.00489319;0;3
184;3;0.00468803;0;3
185;3;0.00472362;0;4
186;2;0.00329493;0;0
187;5;0.00719996;0;28
188;1;0.00199204;0;0
189;2;0.00325571;0;0
190;5;0.00811544;0;45
191;1;0.00205997;0;0
192;6;0.00953841;1;100
193;2;0.00333384;0;0
194;6;0.00883005;0;40
195;5;0.00780616;1;49
196;4;0.00584213;0;1
197;1;0.00205945;0;0
198;4;0.00614016;0;4
199;6;0.00824592;1;41
200;4;0.00563812;0;1
