N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.0139792;0;0
2;1;0.0113173;0;0
3;3;0.0273475;0;0
4;1;0.0139792;0;0
5;1;0.0120875;0;0
6;1;0.011539;0;0
7;4;0.0481376;1;100
8;4;0.0340904;0;5
9;1;0.011539;0;0
10;5;0.0445137;1;99
11;1;0.0139792;0;0
12;1;0.0121776;0;0
13;4;0.0359696;0;22
14;4;0.0431764;1;100
15;1;0.0121776;0;0
16;3;0.0263306;0;3
17;3;0.0266577;0;0
18;1;0.0120875;0;0
19;3;0.0257247;0;0
20;4;0.0392354;1;100
21;5;0.0458178;1;100
22;4;0.0396591;1;100
23;2;0.0183638;0;0
24;4;0.0336631;0;19
25;1;0.012925;0;0
26;4;0.0352824;0;10
27;1;0.0139792;0;0
28;1;0.0139792;0;0
29;4;0.0411319;1;100
30;2;0.0188703;0;0
31;2;0.0189399;0;0
32;3;0.0269034;0;2
33;1;0.012925;0;0
34;4;0.0481376;1;100
35;1;0.0113935;0;0
36;4;0.0356569;0;61
37;3;0.0272108;0;0
38;4;0.0346329;0;3
39;2;0.0205021;0;0
40;1;0.0139792;0;0
