N;GRAU;PageRank;R-BEP;D-BRANCH
1;2;0.00560372;0;0
2;4;0.00924935;0;0
3;3;0.00712799;0;0
4;3;0.00747963;0;0
5;5;0.0113418;0;0
6;1;0.00318828;0;0
7;2;0.00541663;0;0
8;5;0.011816;0;16
9;5;0.0124521;1;99
10;2;0.00545168;0;0
11;3;0.00755371;1;34
12;6;0.0148382;1;100
13;1;0.00345721;0;0
14;5;0.0110782;0;3
15;1;0.00346843;0;0
16;3;0.00777044;0;9
17;2;0.00526272;0;0
18;1;0.00318797;0;0
19;4;0.00918864;0;8
20;3;0.00702029;0;0
21;1;0.00351875;0;0
22;6;0.0147911;0;44
23;1;0.00322988;0;0
24;2;0.0053925;0;0
25;1;0.00309437;0;0
26;7;0.0168793;1;76
27;1;0.00352932;0;0
28;2;0.00542033;0;0
29;3;0.00754662;0;11
30;2;0.00554769;0;0
31;4;0.00887505;0;0
32;2;0.00547876;0;0
33;2;0.00538508;0;0
34;3;0.0081286;0;0
35;1;0.00322988;0;0
36;4;0.00994537;0;42
37;2;0.00561698;0;0
38;4;0.00855662;0;1
39;2;0.00521356;0;0
40;6;0.013225;0;7
41;2;0.00538421;0;0
42;5;0.014034;1;100
43;4;0.0104878;0;8
44;6;0.0146617;1;100
45;1;0.00352932;0;0
46;4;0.00901355;0;0
47;1;0.00351875;0;0
48;1;0.00350672;0;0
49;2;0.0054838;0;0
50;5;0.0114713;1;43
51;2;0.00521647;0;0
52;2;0.00529123;0;0
53;1;0.00323672;0;0
54;8;0.0190394;1;100
55;1;0.00315379;0;0
56;3;0.00710064;0;0
57;4;0.0103172;0;22
58;4;0.0104959;0;24
59;1;0.00318482;0;0
60;6;0.0149403;1;100
61;1;0.00325261;0;0
62;4;0.00933693;0;0
63;3;0.00720712;0;0
64;1;0.00318797;0;0
65;2;0.00533023;0;0
66;1;0.00324487;0;0
67;2;0.00520211;0;0
68;1;0.0033018;0;0
69;2;0.00515894;0;0
70;6;0.0136169;0;78
71;2;0.00531096;0;0
72;2;0.00504706;0;0
73;1;0.00308014;0;0
74;4;0.00969503;0;0
75;5;0.0124658;0;60
76;1;0.00350672;0;0
77;4;0.0109728;1;100
78;2;0.00557896;0;0
79;4;0.00999638;0;7
80;4;0.0102279;0;66
81;1;0.00326382;0;0
82;2;0.00554605;0;0
83;1;0.0031485;0;0
84;1;0.00319062;0;0
85;1;0.00317351;0;0
86;6;0.0152361;1;100
87;1;0.0031485;0;0
88;1;0.00310694;0;0
89;2;0.00519052;0;0
90;2;0.00563257;0;0
91;5;0.014396;1;100
92;4;0.0101896;0;41
93;4;0.0115666;1;100
94;3;0.00760861;0;0
95;1;0.00340314;0;0
96;6;0.014699;1;100
97;1;0.00301207;0;0
98;4;0.0088156;0;0
99;3;0.00721263;0;0
100;4;0.0114602;1;100
101;1;0.00331825;0;0
102;2;0.00543218;0;0
103;1;0.00345721;0;0
104;3;0.00767494;0;0
105;2;0.00546545;0;0
106;1;0.0032888;0;0
107;5;0.011634;1;19
108;3;0.00743439;0;0
109;2;0.00547051;0;0
110;1;0.00317351;0;0
111;2;0.00548821;0;0
112;1;0.0032888;0;0
113;4;0.00936701;0;0
114;3;0.00763964;0;0
115;4;0.0105733;1;41
116;5;0.0115446;0;2
117;2;0.00540876;0;0
118;2;0.00552862;0;0
119;2;0.00535143;0;0
120;2;0.00568338;0;0
121;5;0.0119736;1;86
122;1;0.00312106;0;0
123;1;0.00330008;0;0
124;6;0.0136986;0;3
125;2;0.00515894;0;0
126;4;0.0102644;0;74
127;5;0.0130434;1;100
128;1;0.00340314;0;0
129;5;0.0108964;0;0
130;1;0.00345721;0;0
131;4;0.00964074;0;1
132;1;0.00346843;0;0
133;2;0.00539082;0;0
134;4;0.00974407;0;10
135;1;0.00315379;0;0
136;3;0.00765501;0;8
137;1;0.00351875;0;0
138;1;0.00316684;0;0
139;1;0.00309437;0;0
140;4;0.01128;1;100
