N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.000530241;0;0
2;1;0.0006249;0;0
3;1;0.00055066;0;0
4;4;0.00205882;1;100
5;3;0.00123926;0;0
6;1;0.000550948;0;0
7;1;0.000554198;0;0
8;4;0.00210246;1;100
9;6;0.00253838;1;100
10;1;0.000544765;0;0
11;1;0.000544235;0;0
12;4;0.00180166;1;100
13;1;0.000535219;0;0
14;4;0.00206375;1;100
15;1;0.000554222;0;0
16;1;0.000534338;0;0
17;4;0.00211319;1;100
18;1;0.000614228;0;0
19;4;0.00206276;1;100
20;4;0.00140016;0;0
21;1;0.00055038;0;0
22;1;0.000550995;0;0
23;3;0.00127841;0;0
24;3;0.00123265;0;0
25;1;0.000545166;0;0
26;1;0.000606342;0;0
27;1;0.000615922;0;0
28;4;0.00211641;1;100
29;4;0.00162401;1;100
30;1;0.000533956;0;0
31;1;0.00055641;0;0
32;3;0.00121113;0;0
33;3;0.00127181;0;0
34;6;0.00218547;0;0
35;6;0.00234316;1;100
36;1;0.000604167;0;0
37;1;0.000536926;0;0
38;1;0.000606812;0;0
39;3;0.00122338;0;0
40;5;0.00218543;1;100
41;4;0.00212531;1;100
42;3;0.00102002;0;0
43;4;0.00179091;1;100
44;1;0.000526953;0;0
45;3;0.00128502;0;0
46;1;0.000596681;0;0
47;1;0.000552186;0;0
48;5;0.00222099;1;100
49;1;0.000518508;0;0
50;6;0.0023614;1;100
51;1;0.00056383;0;0
52;1;0.000606472;0;0
53;1;0.000586997;0;0
54;1;0.00061572;0;0
55;4;0.00182158;1;100
56;1;0.000560172;0;0
57;1;0.00049867;0;0
58;4;0.00208294;1;100
59;1;0.000544235;0;0
60;1;0.000564369;0;0
61;1;0.000595138;0;0
62;1;0.000556187;0;0
63;1;0.000510371;0;0
64;4;0.00170109;1;81
65;4;0.00149034;0;0
66;5;0.00222223;1;100
67;3;0.00131238;0;0
68;1;0.000517441;0;0
69;4;0.00165821;0;25
70;4;0.00179296;1;100
71;3;0.00128076;0;0
