N;GRAU;PageRank;R-BEP;D-BRANCH
1;2;0.00652881;0;0
2;5;0.0189343;1;100
3;4;0.0115459;0;1
4;1;0.00471882;0;0
5;4;0.011938;0;0
6;2;0.00632277;0;0
7;3;0.00901718;0;0
8;2;0.00681616;0;0
9;5;0.0136815;0;0
10;6;0.0162903;0;14
11;2;0.0071539;0;0
12;3;0.00946555;0;4
13;2;0.00758477;0;0
14;5;0.0140628;0;3
15;2;0.00632429;0;0
16;4;0.0119828;0;5
17;2;0.00746373;0;0
18;6;0.0166134;0;4
19;4;0.0128181;0;39
20;5;0.0139928;0;1
21;4;0.0114594;0;6
22;1;0.00433687;0;0
23;3;0.00909878;0;1
24;1;0.00415808;0;0
25;5;0.0143412;0;12
26;1;0.00416615;0;0
27;5;0.0156833;1;96
28;3;0.0103808;0;15
29;2;0.00716719;0;0
30;1;0.00402505;0;0
31;2;0.00647223;0;0
32;1;0.00412499;0;0
33;4;0.0121991;0;16
34;4;0.0116814;0;6
35;2;0.00708028;0;0
36;6;0.0170677;0;11
37;6;0.0173649;0;10
38;2;0.0073984;0;0
39;3;0.00892998;0;2
40;2;0.00690306;0;0
41;2;0.00758041;0;0
42;6;0.0187629;1;82
43;4;0.0151081;1;100
44;2;0.00731047;0;0
45;4;0.01335;0;47
46;2;0.0064205;0;0
47;1;0.00471882;0;0
48;1;0.00412353;0;0
49;4;0.0122096;0;5
50;2;0.00655397;0;0
51;2;0.00698015;0;0
52;3;0.00924821;0;2
53;4;0.0124647;0;0
54;1;0.00435688;0;0
55;3;0.00864724;0;0
56;1;0.00471047;0;0
57;3;0.00930368;0;1
58;5;0.0137456;0;1
59;3;0.00875506;0;0
60;4;0.0114475;0;2
61;1;0.00403422;0;0
62;5;0.0148533;0;40
63;1;0.00471047;0;0
64;7;0.0200652;1;75
65;5;0.0140343;0;3
66;2;0.00709456;0;0
67;4;0.0116582;0;2
68;2;0.00701877;0;0
69;4;0.0117685;0;6
70;2;0.00699476;0;0
71;4;0.0116154;0;1
72;5;0.0149998;0;29
73;3;0.00933111;0;1
74;4;0.0123529;0;12
75;2;0.00621609;0;0
76;2;0.00719849;0;0
77;3;0.00917824;0;0
78;5;0.0154325;1;44
79;1;0.00429145;0;0
80;4;0.0134734;0;33
81;4;0.0134442;0;48
82;2;0.00621609;0;0
83;3;0.00918179;0;0
84;4;0.0121653;1;7
85;2;0.00733587;0;0
86;2;0.00708999;0;0
87;2;0.00669505;0;0
88;5;0.014024;0;4
89;2;0.00636932;0;0
90;2;0.00729561;0;0
91;7;0.02087;1;94
92;3;0.00911031;0;2
93;6;0.0168443;0;38
94;1;0.00422384;0;0
95;7;0.0195754;1;82
96;4;0.0131362;0;32
97;1;0.00404997;0;0
98;6;0.0165111;0;12
99;4;0.0117285;0;4
100;1;0.00471882;0;0
