N;GRAU;PageRank;R-BEP;D-BRANCH
1;6;0.0302283;0;3
2;4;0.0231407;0;1
3;6;0.0309;0;2
4;5;0.0255472;0;1
5;8;0.0424841;1;53
6;2;0.0130545;0;0
7;2;0.0130285;0;0
8;4;0.0219202;0;0
9;3;0.0176852;0;0
10;1;0.00826394;0;0
11;5;0.0277729;0;6
12;6;0.0311691;0;0
13;4;0.0220738;0;0
14;3;0.0177561;0;0
15;5;0.0259815;0;0
16;3;0.0173376;0;0
17;2;0.0132615;0;0
18;6;0.0309679;0;4
19;6;0.0308647;0;6
20;7;0.0349276;0;5
21;2;0.0126954;0;0
22;6;0.0321029;0;8
23;2;0.0129633;0;0
24;6;0.0321675;0;21
25;4;0.0221127;0;1
26;5;0.0260825;0;2
27;6;0.0311559;0;2
28;4;0.0221315;0;3
29;1;0.00837533;0;0
30;8;0.0435325;0;68
31;5;0.0274431;0;14
32;6;0.0324287;0;17
33;5;0.025768;0;4
34;7;0.0357405;0;18
35;4;0.0214585;0;0
36;4;0.0222365;0;0
37;6;0.0317171;0;4
38;4;0.0214021;0;0
39;6;0.0330294;0;19
40;5;0.0270914;0;11
