../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6011.txt;1000;1047;318.052;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6019.txt;1000;1047;318.052;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6027.txt;1000;1047;318.052;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6035.txt;1000;1047;318.052;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1047_6043.txt;1000;1047;318.052;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6051.txt;1000;1095;304.11;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6059.txt;1000;1095;304.11;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6067.txt;1000;1095;304.11;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6075.txt;1000;1095;304.11;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1095_6083.txt;1000;1095;304.11;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6091.txt;1000;1143;291.339;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6099.txt;1000;1143;291.339;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6107.txt;1000;1143;291.339;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6115.txt;1000;1143;291.339;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1143_6123.txt;1000;1143;291.339;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6131.txt;1000;1191;279.597;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6139.txt;1000;1191;279.597;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6147.txt;1000;1191;279.597;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6155.txt;1000;1191;279.597;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1191_6163.txt;1000;1191;279.597;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6171.txt;1000;1239;268.765;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6179.txt;1000;1239;268.765;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6187.txt;1000;1239;268.765;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6195.txt;1000;1239;268.765;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_1000_1239_6203.txt;1000;1239;268.765;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1811.txt;100;114;28.9474;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1819.txt;100;114;28.9474;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1827.txt;100;114;28.9474;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1835.txt;100;114;28.9474;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_114_1843.txt;100;114;28.9474;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1851.txt;100;129;25.5814;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1859.txt;100;129;25.5814;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1867.txt;100;129;25.5814;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1875.txt;100;129;25.5814;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_129_1883.txt;100;129;25.5814;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1891.txt;100;144;22.9167;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1899.txt;100;144;22.9167;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1907.txt;100;144;22.9167;
../../Instancias/Spd_Inst_Rid_Final/Spd_RF2_100_144_1915.txt;100;144;22.9167;
