N;GRAU;PageRank;R-BEP;D-BRANCH
1;4;0.0034572;0;0
2;1;0.00127998;0;0
3;4;0.00420696;1;100
4;4;0.00475666;1;100
5;2;0.00194889;0;0
6;2;0.00213837;0;0
7;4;0.00351962;0;30
8;5;0.00460703;0;0
9;4;0.00379439;1;67
10;1;0.00120943;0;0
11;1;0.00135578;0;0
12;5;0.00438837;0;0
13;2;0.00183035;0;0
14;2;0.00203091;0;0
15;4;0.00427477;1;100
16;1;0.00127998;0;0
17;1;0.00124369;0;0
18;4;0.0038105;0;1
19;1;0.00124174;0;0
20;1;0.00138452;0;0
21;4;0.00373677;0;79
22;2;0.00197364;0;0
23;5;0.00504923;1;100
24;2;0.00209827;0;0
25;1;0.00136529;0;0
26;1;0.00125757;0;0
27;4;0.00378206;0;7
28;3;0.00265093;0;0
29;4;0.00422721;1;100
30;2;0.00201274;0;0
31;4;0.00475067;1;100
32;2;0.00224187;0;0
33;1;0.00129672;0;0
34;4;0.00366563;0;18
35;2;0.00190991;0;0
36;1;0.00136868;0;0
37;1;0.00136809;0;0
38;1;0.00124806;0;0
39;4;0.00406536;1;100
40;4;0.00428624;1;100
41;1;0.0012183;0;0
42;1;0.00136868;0;0
43;5;0.00458311;1;81
44;1;0.00129687;0;0
45;1;0.00129117;0;0
46;4;0.00334071;0;0
47;2;0.00207009;0;0
48;1;0.00128408;0;0
49;4;0.00415875;1;100
50;4;0.00410853;1;100
51;2;0.00207346;0;0
52;5;0.00500624;1;100
53;1;0.00136945;0;0
54;4;0.00371028;0;23
55;1;0.00136809;0;0
56;2;0.00192014;0;0
57;1;0.00128191;0;0
58;5;0.00447835;0;69
59;4;0.00465783;1;100
60;1;0.00138579;0;0
61;4;0.00358616;0;56
62;4;0.00418505;1;100
63;2;0.00212118;0;0
64;1;0.0011841;0;0
65;2;0.00190317;0;0
66;2;0.0019716;0;0
67;2;0.00216353;0;0
68;5;0.00425608;0;0
69;4;0.00351288;1;16
70;2;0.00185183;0;0
71;1;0.00124934;0;0
72;1;0.00122144;0;0
73;1;0.00128583;0;0
74;1;0.00120468;0;0
75;1;0.00136479;0;0
76;1;0.00118788;0;0
77;2;0.00191106;0;0
78;1;0.00136529;0;0
79;1;0.00127328;0;0
80;1;0.00125352;0;0
81;3;0.00261682;0;0
82;5;0.00396082;0;3
83;4;0.00451284;1;100
84;1;0.00124454;0;0
85;4;0.00421234;1;100
86;4;0.0034993;0;34
87;1;0.00116342;0;0
88;4;0.00433751;1;100
89;1;0.00120315;0;0
90;2;0.00195935;0;0
91;1;0.00128748;0;0
92;5;0.00456841;0;2
93;5;0.00538925;1;100
94;1;0.00115788;0;0
95;5;0.00460517;1;100
96;1;0.0011993;0;0
97;3;0.00256505;0;0
98;1;0.00138579;0;0
99;1;0.00126432;0;0
100;1;0.00114484;0;0
101;1;0.00127998;0;0
102;4;0.00418014;1;100
103;5;0.00484885;1;100
104;2;0.00192393;0;0
105;2;0.00196062;0;0
106;1;0.0011841;0;0
107;1;0.0013594;0;0
108;2;0.00197991;0;0
109;5;0.00435294;0;1
110;2;0.00196;0;0
111;1;0.00135578;0;0
112;1;0.00136871;0;0
113;4;0.00336733;0;0
114;4;0.00371359;1;41
115;4;0.00377702;0;3
116;1;0.00136529;0;0
117;1;0.00124174;0;0
118;1;0.00136945;0;0
119;5;0.00463301;1;100
120;1;0.00120437;0;0
121;1;0.00128339;0;0
122;1;0.00136871;0;0
123;4;0.00430043;1;100
124;4;0.00391192;1;98
125;4;0.00467336;1;100
126;5;0.00416281;1;35
127;4;0.00396845;1;100
128;2;0.0020936;0;0
129;1;0.00126328;0;0
130;1;0.00129672;0;0
131;1;0.0013594;0;0
132;4;0.0043382;1;100
133;1;0.00138452;0;0
134;4;0.00453843;1;100
135;4;0.00420975;1;100
136;2;0.00182588;0;0
137;5;0.00431309;0;37
138;1;0.00129687;0;0
139;2;0.0020013;0;0
140;1;0.0011993;0;0
141;1;0.00138452;0;0
142;4;0.00366474;0;6
143;1;0.00135513;0;0
144;1;0.00133199;0;0
145;1;0.00113268;0;0
146;1;0.00124934;0;0
147;1;0.00129082;0;0
148;4;0.00461238;1;100
149;1;0.00120468;0;0
150;1;0.00128191;0;0
151;4;0.00417252;1;100
152;1;0.00121602;0;0
153;4;0.00475666;1;100
154;2;0.00225055;0;0
155;5;0.00437476;1;95
156;2;0.00205589;0;0
157;1;0.00138579;0;0
158;1;0.00117827;0;0
159;1;0.00124369;0;0
160;5;0.00407816;1;28
161;1;0.00135578;0;0
162;2;0.00194664;0;0
163;4;0.00314997;0;4
164;1;0.00123337;0;0
165;5;0.00475944;1;100
166;1;0.00111316;0;0
167;4;0.00467615;1;100
168;1;0.00123889;0;0
169;4;0.00463248;1;100
170;1;0.00127328;0;0
171;2;0.00212893;0;0
172;4;0.00389718;0;69
173;5;0.00532339;1;100
174;4;0.00398029;1;100
175;6;0.00571133;1;100
