N;GRAU;PageRank;R-BEP;D-BRANCH
1;2;0.0105205;0;0
2;1;0.00639731;0;0
3;4;0.0189957;0;0
4;1;0.00682705;0;0
5;1;0.00645656;0;0
6;1;0.00647592;0;0
7;1;0.00640019;0;0
8;3;0.0138288;0;3
9;1;0.00692111;0;0
10;5;0.0224044;0;76
11;5;0.0266188;1;100
12;3;0.013176;0;0
13;1;0.00647553;0;0
14;1;0.00672916;0;0
15;2;0.0103216;0;0
16;1;0.00646497;0;0
17;4;0.0188101;0;0
18;1;0.00646497;0;0
19;1;0.00682705;0;0
20;5;0.0222667;1;27
21;1;0.00599284;0;0
22;5;0.0269504;1;100
23;5;0.0273059;1;100
24;1;0.00640019;0;0
25;5;0.0248093;1;100
26;1;0.00645656;0;0
27;1;0.0069892;0;0
28;2;0.0106533;0;0
29;2;0.0104618;0;0
30;1;0.006517;0;0
31;4;0.0198709;0;0
32;4;0.0186317;0;0
33;1;0.00672916;0;0
34;1;0.006517;0;0
35;2;0.0120334;0;0
36;1;0.00640019;0;0
37;4;0.0233038;1;100
38;2;0.0100991;0;0
39;1;0.00639731;0;0
40;4;0.0216514;1;100
41;1;0.006517;0;0
42;2;0.0106935;0;0
43;4;0.0193781;0;54
44;4;0.0237464;1;100
45;2;0.0107636;0;0
46;2;0.009643;0;0
47;1;0.00672916;0;0
48;1;0.00579644;0;0
49;2;0.0105003;0;0
50;4;0.0212814;1;100
51;4;0.0184582;0;10
52;4;0.0237355;1;100
53;4;0.0228431;1;100
54;1;0.00613983;0;0
55;5;0.0218053;0;0
56;2;0.01026;0;0
57;1;0.0069188;0;0
58;2;0.00971553;0;0
59;4;0.0202685;1;46
60;1;0.0069188;0;0
61;1;0.00646497;0;0
62;1;0.0069188;0;0
63;1;0.00645656;0;0
64;1;0.00682705;0;0
65;1;0.00647592;0;0
66;1;0.00613983;0;0
67;2;0.0100819;0;0
68;5;0.0269998;1;100
69;4;0.0216496;1;100
70;2;0.0111663;0;0
71;1;0.00692111;0;0
72;4;0.0189166;0;53
73;2;0.0100812;0;0
74;1;0.00692111;0;0
75;2;0.0112212;0;0
76;2;0.0102805;0;0
77;1;0.00647553;0;0
78;5;0.0250872;1;100
79;5;0.0230673;1;100
80;1;0.00618206;0;0
