N;GRAU;PageRank;R-BEP;D-BRANCH
1;5;0.00405759;1;25
2;2;0.0019885;0;0
3;4;0.00444544;1;100
4;1;0.00106941;0;0
5;4;0.00346261;0;37
6;6;0.00530606;1;100
7;5;0.00453952;1;99
8;3;0.0025383;0;0
9;4;0.00356147;0;17
10;3;0.00237492;0;0
11;1;0.00124567;0;0
12;3;0.00253719;0;0
13;1;0.00116709;0;0
14;5;0.0041565;0;49
15;5;0.00427235;0;33
16;1;0.00124547;0;0
17;1;0.00132419;0;0
18;5;0.00414891;0;4
19;1;0.00124567;0;0
20;4;0.00344485;1;54
21;7;0.00533349;1;58
22;2;0.00184708;0;0
23;4;0.00403801;1;100
24;1;0.00132848;0;0
25;4;0.00363711;0;6
26;1;0.00119992;0;0
27;1;0.00116426;0;0
28;5;0.0035387;0;0
29;4;0.00454804;1;100
30;3;0.002444;0;0
31;6;0.0054798;1;100
32;2;0.00183484;0;0
33;4;0.0033528;0;2
34;4;0.00367142;1;46
35;4;0.00316186;0;0
36;2;0.00191118;0;0
37;6;0.00537345;1;100
38;2;0.00198521;0;0
39;3;0.00262827;0;0
40;4;0.00409729;1;100
41;1;0.00118263;0;0
42;1;0.00113181;0;0
43;2;0.00178257;0;0
44;2;0.00186227;0;0
45;1;0.0013311;0;0
46;3;0.0027881;0;0
47;1;0.00108814;0;0
48;1;0.00105275;0;0
49;1;0.00108161;0;0
50;5;0.00431647;1;96
51;2;0.00201791;0;0
52;2;0.00182309;0;0
53;5;0.00398678;0;23
54;7;0.0056358;1;100
55;5;0.00425623;1;87
56;4;0.00334438;0;1
57;1;0.00113034;0;0
58;7;0.00551353;1;89
59;2;0.00188465;0;0
60;2;0.0019747;0;0
61;4;0.00372747;1;87
62;1;0.00134146;0;0
63;4;0.00337892;0;35
64;1;0.00135642;0;0
65;3;0.00263068;0;0
66;4;0.00365662;0;6
67;1;0.00116607;0;0
68;1;0.00131965;0;0
69;1;0.00115834;0;0
70;1;0.00119732;0;0
71;4;0.00352481;0;3
72;4;0.00328476;0;0
73;3;0.00247304;0;0
74;3;0.0023932;0;0
75;5;0.00491288;1;100
76;6;0.00516475;1;100
77;1;0.00113586;0;0
78;4;0.00341277;0;1
79;2;0.00177596;0;0
80;1;0.00119445;0;0
81;2;0.0020028;0;0
82;5;0.00471757;1;100
83;5;0.00418401;0;54
84;1;0.00109652;0;0
85;4;0.0036457;0;78
86;2;0.00193693;0;0
87;5;0.00483717;1;100
88;1;0.00125354;0;0
89;2;0.00193668;0;0
90;1;0.0013311;0;0
91;2;0.00176117;0;0
92;1;0.00109856;0;0
93;3;0.00265839;0;21
94;6;0.00472871;1;9
95;5;0.00410742;0;11
96;5;0.00410083;1;34
97;2;0.00195646;0;0
98;4;0.00328097;0;7
99;2;0.00172723;0;0
100;1;0.00114025;0;0
101;4;0.00448695;1;100
102;8;0.00578836;0;48
103;1;0.0011295;0;0
104;2;0.00201449;0;0
105;1;0.00110667;0;0
106;2;0.00196805;0;0
107;2;0.00193089;0;0
108;1;0.00132848;0;0
109;4;0.00320055;0;0
110;5;0.00420646;0;13
111;4;0.0038104;1;100
112;3;0.00258544;0;0
113;1;0.00123308;0;0
114;5;0.00447562;1;100
115;2;0.00174561;0;0
116;1;0.00115546;0;0
117;2;0.00185294;0;0
118;4;0.00305316;0;0
119;2;0.00179224;0;0
120;4;0.00296782;0;0
121;1;0.00108814;0;0
122;1;0.00121019;0;0
