N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.000568036;0;0
2;1;0.000555193;0;0
3;4;0.0019613;1;100
4;4;0.00152955;1;100
5;4;0.00172713;1;100
6;4;0.00196347;1;100
7;3;0.00118263;0;0
8;1;0.000568036;0;0
9;1;0.000554565;0;0
10;1;0.0005641;0;0
11;4;0.00193239;1;100
12;4;0.0019613;1;100
13;1;0.000565896;0;0
14;4;0.00196723;1;100
15;4;0.00190608;1;100
16;1;0.000514729;0;0
17;4;0.00196723;1;100
18;1;0.000564739;0;0
19;1;0.000498652;0;0
20;1;0.000566776;0;0
21;4;0.00196492;1;100
22;1;0.000516902;0;0
23;4;0.00165244;1;100
24;5;0.00195457;1;100
25;1;0.000516975;0;0
26;1;0.000515029;0;0
27;1;0.000499519;0;0
28;1;0.000566221;0;0
29;1;0.000519149;0;0
30;1;0.000567545;0;0
31;4;0.00193095;1;100
32;1;0.000566835;0;0
33;1;0.000567494;0;0
34;4;0.00156014;1;100
35;1;0.000514729;0;0
36;4;0.00163936;1;100
37;4;0.00170249;1;100
38;1;0.000567315;0;0
39;1;0.000555193;0;0
40;1;0.000514626;0;0
41;4;0.00174721;1;100
42;1;0.000564739;0;0
43;1;0.000568036;0;0
44;1;0.000567121;0;0
45;1;0.00055599;0;0
46;1;0.000560966;0;0
47;1;0.000516156;0;0
48;3;0.000991916;0;0
49;1;0.000567237;0;0
50;4;0.00191494;1;100
51;1;0.000513955;0;0
52;4;0.00146778;0;0
53;1;0.000560973;0;0
54;4;0.00192899;1;100
55;1;0.000566438;0;0
56;1;0.000558586;0;0
57;3;0.00121716;0;0
58;1;0.000566835;0;0
59;1;0.000555292;0;0
60;1;0.000566873;0;0
61;1;0.000513714;0;0
62;4;0.00195947;1;100
63;1;0.000560632;0;0
64;1;0.000511892;0;0
65;4;0.00191054;1;100
66;1;0.000568093;0;0
67;5;0.00180922;1;48
68;4;0.00154173;1;100
69;4;0.00195716;1;100
70;1;0.000561258;0;0
71;1;0.000558268;0;0
72;1;0.000567121;0;0
73;1;0.000521282;0;0
74;4;0.00196492;1;100
75;1;0.00050819;0;0
76;1;0.000567183;0;0
77;1;0.000568036;0;0
78;4;0.00193542;1;100
79;1;0.000481836;0;0
80;4;0.00161828;1;100
81;1;0.000567183;0;0
82;1;0.000560632;0;0
83;1;0.000564809;0;0
84;1;0.000561276;0;0
85;1;0.000565908;0;0
86;1;0.000523333;0;0
87;1;0.000566873;0;0
88;1;0.000516426;0;0
89;4;0.00191263;1;100
90;1;0.000567121;0;0
91;4;0.00172974;1;100
92;4;0.00195869;1;100
93;1;0.000566835;0;0
94;4;0.00170179;1;100
95;4;0.00171681;1;100
96;1;0.000567545;0;0
97;4;0.00190384;1;100
98;1;0.000568036;0;0
99;1;0.000553426;0;0
100;1;0.000567545;0;0
101;1;0.000555193;0;0
102;1;0.000566086;0;0
103;1;0.000564809;0;0
104;1;0.000560973;0;0
105;5;0.0021395;1;100
106;1;0.000567121;0;0
107;1;0.000496219;0;0
108;1;0.000516156;0;0
109;1;0.000566438;0;0
110;1;0.000512949;0;0
111;1;0.000567545;0;0
112;4;0.00190353;1;100
113;4;0.00164071;1;100
114;4;0.00186569;1;100
115;1;0.000555041;0;0
116;1;0.000567315;0;0
117;4;0.00162926;1;100
118;1;0.000564809;0;0
119;1;0.000546458;0;0
120;4;0.00195947;1;100
121;4;0.00196468;1;100
122;4;0.00173025;1;100
123;4;0.00131811;0;0
124;1;0.000568036;0;0
125;1;0.000564739;0;0
126;4;0.0019675;1;100
127;1;0.000553854;0;0
128;1;0.000567183;0;0
129;1;0.000567494;0;0
130;1;0.000567315;0;0
131;1;0.000565301;0;0
132;1;0.00054823;0;0
133;1;0.000560326;0;0
134;1;0.000559638;0;0
135;5;0.0021343;1;100
136;1;0.00054823;0;0
137;1;0.000504343;0;0
138;4;0.00148666;0;32
139;1;0.000568036;0;0
140;1;0.000567315;0;0
141;1;0.000566776;0;0
142;1;0.000567545;0;0
143;4;0.00189753;1;100
144;4;0.00195805;1;100
145;4;0.00192771;1;100
146;1;0.000567545;0;0
147;1;0.000567494;0;0
148;4;0.00187402;1;100
149;4;0.00195721;1;100
150;4;0.00164479;1;100
151;1;0.000566776;0;0
152;4;0.00196158;1;100
153;1;0.000567494;0;0
154;1;0.000513714;0;0
155;1;0.000566888;0;0
156;1;0.000564809;0;0
157;1;0.000566221;0;0
158;4;0.00191851;1;100
159;1;0.000564809;0;0
160;1;0.000567237;0;0
161;1;0.000521282;0;0
162;1;0.000509681;0;0
163;1;0.000568036;0;0
164;4;0.00149718;0;66
165;1;0.000566776;0;0
166;1;0.00048213;0;0
167;1;0.00051839;0;0
168;3;0.00114163;0;0
169;5;0.00202812;1;100
170;5;0.00167005;0;0
171;1;0.000567237;0;0
172;3;0.00117941;0;0
173;1;0.000566776;0;0
174;1;0.000567315;0;0
175;4;0.00193095;1;100
176;1;0.000565896;0;0
177;1;0.000566086;0;0
178;4;0.00193289;1;100
179;4;0.00166011;1;100
180;1;0.000558268;0;0
181;1;0.000566776;0;0
182;4;0.00151912;1;100
183;1;0.000566776;0;0
184;3;0.00111647;0;0
185;4;0.00166357;1;100
186;4;0.00191088;1;100
187;1;0.000566776;0;0
188;1;0.000567237;0;0
189;1;0.000555193;0;0
190;1;0.000566776;0;0
191;1;0.000566873;0;0
192;5;0.00198376;1;100
193;1;0.000555292;0;0
194;1;0.0005545;0;0
195;4;0.00189848;1;100
196;1;0.000567545;0;0
197;4;0.00195721;1;100
198;1;0.000567121;0;0
199;4;0.00196292;1;100
200;1;0.000567121;0;0
201;1;0.000559519;0;0
202;1;0.000555366;0;0
203;4;0.00195204;1;100
204;1;0.000560326;0;0
205;4;0.00191263;1;100
206;1;0.000505197;0;0
207;4;0.00172658;1;100
208;1;0.000567545;0;0
209;1;0.000552266;0;0
210;1;0.000566835;0;0
211;1;0.000568036;0;0
212;1;0.000492979;0;0
213;1;0.000506576;0;0
214;4;0.00196384;1;100
215;1;0.000567315;0;0
216;1;0.000501143;0;0
217;1;0.000564739;0;0
218;1;0.000564809;0;0
219;5;0.00200835;1;100
220;1;0.000559638;0;0
221;1;0.0005641;0;0
222;1;0.000566835;0;0
223;6;0.00212199;0;0
224;4;0.00173509;1;100
225;4;0.0015028;0;80
226;1;0.000556924;0;0
227;4;0.00196384;1;100
228;1;0.000568036;0;0
229;1;0.000565301;0;0
230;4;0.00173025;1;100
231;1;0.000567237;0;0
232;1;0.000566221;0;0
233;4;0.00196347;1;100
234;4;0.00196384;1;100
235;4;0.00189301;1;100
236;1;0.000553426;0;0
237;1;0.000560254;0;0
238;1;0.000566388;0;0
239;1;0.000566438;0;0
240;5;0.00195371;1;100
241;1;0.000560966;0;0
242;4;0.00166048;1;100
243;1;0.000517053;0;0
244;4;0.00193061;1;100
245;4;0.00172358;1;100
246;1;0.000568036;0;0
247;1;0.000549689;0;0
248;1;0.000556924;0;0
249;4;0.00161302;1;100
250;1;0.000565908;0;0
251;4;0.00195721;1;100
252;1;0.000514161;0;0
253;1;0.000556435;0;0
254;1;0.000549689;0;0
255;1;0.000567315;0;0
256;4;0.00193289;1;100
257;4;0.00154455;0;0
258;1;0.000567315;0;0
259;1;0.000556924;0;0
260;4;0.00196723;1;100
261;4;0.00164526;1;100
262;1;0.000565896;0;0
263;1;0.000558268;0;0
264;1;0.000555193;0;0
265;4;0.00193396;1;100
266;1;0.000556062;0;0
267;1;0.000567545;0;0
268;1;0.000558586;0;0
269;4;0.00196176;1;100
270;1;0.000564809;0;0
271;4;0.00189848;1;100
272;4;0.00159856;1;100
273;1;0.000566888;0;0
274;4;0.00196384;1;100
275;1;0.00049142;0;0
276;1;0.000565896;0;0
277;4;0.00189503;1;100
278;1;0.000556062;0;0
279;4;0.00166119;1;100
280;1;0.000560668;0;0
281;4;0.00173581;1;100
282;1;0.000558268;0;0
283;1;0.000567121;0;0
284;1;0.000549689;0;0
285;1;0.000556062;0;0
286;1;0.000554565;0;0
287;4;0.00150447;1;91
288;1;0.000567545;0;0
289;4;0.00137165;0;0
290;1;0.000567237;0;0
291;5;0.00200742;1;100
292;1;0.000560254;0;0
293;1;0.000555193;0;0
294;5;0.00214546;1;100
295;4;0.00190049;1;100
296;4;0.00190353;1;100
297;1;0.00055599;0;0
298;1;0.000555193;0;0
299;1;0.000555292;0;0
300;1;0.000566835;0;0
301;1;0.000568036;0;0
302;1;0.000555041;0;0
303;4;0.00172713;1;100
304;1;0.000568036;0;0
305;1;0.000566086;0;0
306;1;0.000558586;0;0
307;1;0.000560738;0;0
308;4;0.00172792;1;100
309;1;0.000561276;0;0
310;1;0.000565908;0;0
311;4;0.00196158;1;100
312;1;0.0005618;0;0
313;1;0.000567545;0;0
314;1;0.000566388;0;0
315;1;0.000567494;0;0
316;4;0.00159135;1;90
317;4;0.00172343;1;100
318;4;0.00196492;1;100
319;4;0.00172594;1;100
320;1;0.000567545;0;0
321;1;0.00051039;0;0
322;1;0.000566438;0;0
323;1;0.000567315;0;0
324;1;0.000566388;0;0
325;5;0.00201719;1;100
326;4;0.00196492;1;100
327;1;0.000546458;0;0
328;1;0.00055991;0;0
329;1;0.000566888;0;0
330;1;0.000566835;0;0
331;1;0.000566888;0;0
332;1;0.000523333;0;0
333;1;0.000566835;0;0
334;3;0.00121579;0;0
335;1;0.00052103;0;0
336;1;0.000555292;0;0
337;1;0.000556924;0;0
338;1;0.000566388;0;0
339;3;0.00122506;0;0
340;4;0.00196492;1;100
341;1;0.000560973;0;0
342;1;0.000567315;0;0
343;1;0.000567237;0;0
344;1;0.000523523;0;0
345;4;0.00164882;1;100
346;1;0.000567315;0;0
347;4;0.00138278;0;0
348;4;0.00190726;1;100
349;1;0.000565908;0;0
350;1;0.000560966;0;0
351;3;0.00123452;1;100
352;4;0.00172436;1;100
353;1;0.000567183;0;0
354;1;0.000550581;0;0
355;1;0.000490251;0;0
356;1;0.000549689;0;0
357;1;0.000566835;0;0
358;1;0.000566388;0;0
359;1;0.000560738;0;0
360;4;0.00196347;1;100
361;3;0.00125953;0;0
362;4;0.00195436;1;100
363;4;0.00188089;1;100
364;1;0.000501143;0;0
365;1;0.000566221;0;0
366;1;0.000558586;0;0
367;1;0.000557683;0;0
368;1;0.000555041;0;0
369;1;0.000561258;0;0
370;5;0.00198513;1;100
371;1;0.000558268;0;0
372;1;0.00055599;0;0
373;1;0.000565301;0;0
374;1;0.000561823;0;0
375;1;0.000560254;0;0
376;1;0.000559519;0;0
377;4;0.00139166;0;0
378;4;0.00151962;0;52
379;1;0.000558586;0;0
380;1;0.000567183;0;0
381;1;0.000565908;0;0
382;1;0.000552266;0;0
383;1;0.000553426;0;0
384;4;0.00191088;1;100
385;4;0.00188089;1;100
386;1;0.000554565;0;0
387;1;0.000492979;0;0
388;1;0.000566388;0;0
389;4;0.00193399;1;100
390;1;0.000564809;0;0
391;1;0.000566835;0;0
392;1;0.000559168;0;0
393;1;0.000555366;0;0
394;4;0.00195204;1;100
395;4;0.00192126;1;100
396;1;0.000568036;0;0
397;1;0.000558586;0;0
398;4;0.00192771;1;100
399;1;0.000568093;0;0
400;1;0.000566388;0;0
401;1;0.000555292;0;0
402;1;0.000519514;0;0
403;1;0.000567545;0;0
