N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00138369;722.707;0;0
2;1;0.00136375;733.274;0;0
3;4;0.00448797;222.818;1;100
4;1;0.00129951;769.518;0;0
5;5;0.00448532;222.949;1;40
6;1;0.00129677;771.144;0;0
7;2;0.00220369;453.785;0;0
8;5;0.00479252;208.658;1;100
9;5;0.00424982;235.304;0;0
10;4;0.00431344;231.834;1;100
11;1;0.00130221;767.928;0;0
12;1;0.00125876;794.434;0;0
13;3;0.00278716;358.788;0;0
14;4;0.00433476;230.693;1;100
15;1;0.00120567;829.412;0;0
16;4;0.00412364;242.504;1;100
17;1;0.0012677;788.832;0;0
18;1;0.00139072;719.053;0;0
19;1;0.00138219;723.488;0;0
20;1;0.00129905;769.793;0;0
21;1;0.00139821;715.202;0;0
22;2;0.00205152;487.443;0;0
23;4;0.0039536;252.934;1;96
24;2;0.00195413;511.736;0;0
25;1;0.00119518;836.692;0;0
26;1;0.00114185;875.771;0;0
27;1;0.00118973;840.528;0;0
28;4;0.0042716;234.104;1;100
29;1;0.00129574;771.759;0;0
30;4;0.00355523;281.276;0;0
31;4;0.00479825;208.409;1;100
32;1;0.00125858;794.545;0;0
33;1;0.00137187;728.934;0;0
34;2;0.0022327;447.887;0;0
35;2;0.00226825;440.868;0;0
36;1;0.001383;723.065;0;0
37;1;0.0012597;793.84;0;0
38;1;0.00139527;716.708;0;0
39;4;0.00434847;229.966;1;100
40;4;0.00373795;267.526;0;8
41;4;0.00375386;266.393;0;2
42;4;0.00462234;216.341;1;100
43;3;0.00285191;350.642;0;0
44;2;0.00221669;451.123;0;0
45;3;0.00301195;332.011;0;47
46;1;0.00136375;733.274;0;0
47;4;0.00435066;229.85;1;100
48;2;0.00209078;478.291;0;0
49;1;0.00129951;769.518;0;0
50;4;0.00372259;268.63;0;4
51;2;0.00218541;457.581;0;0
52;2;0.00201113;497.232;0;0
53;1;0.00118884;841.154;0;0
54;1;0.00118921;840.895;0;0
55;1;0.00126763;788.876;0;0
56;4;0.00350558;285.259;0;0
57;4;0.00428182;233.545;1;100
58;2;0.00208491;479.636;0;0
59;3;0.00289209;345.771;0;0
60;1;0.00137994;724.67;0;0
61;2;0.00223292;447.843;0;0
62;1;0.00139821;715.202;0;0
63;3;0.00296158;337.658;0;0
64;4;0.00474676;210.67;1;100
65;2;0.00202891;492.876;0;0
66;3;0.00298535;334.969;0;0
67;4;0.00443357;225.552;1;100
68;1;0.00139737;715.633;0;0
69;4;0.00429154;233.017;1;100
70;1;0.0012634;791.515;0;0
71;1;0.00139737;715.633;0;0
72;4;0.00334145;299.271;0;0
73;2;0.00212398;470.814;0;0
74;1;0.0012677;788.832;0;0
75;2;0.00209352;477.665;0;0
76;1;0.00139883;714.885;0;0
77;1;0.00130221;767.928;0;0
78;1;0.00128655;777.275;0;0
79;4;0.00383157;260.989;0;79
80;2;0.00225101;444.246;0;0
81;4;0.00372417;268.516;0;0
82;1;0.00125714;795.457;0;0
83;1;0.0012603;793.465;0;0
84;1;0.00129083;774.695;0;0
85;4;0.00367029;272.458;1;56
86;1;0.00136996;729.947;0;0
87;4;0.0041661;240.033;1;100
88;4;0.00466285;214.461;1;100
89;1;0.00139821;715.202;0;0
90;4;0.00481509;207.681;1;100
91;1;0.00137177;728.987;0;0
92;2;0.00217498;459.774;0;0
93;1;0.00129891;769.879;0;0
94;1;0.00137008;729.882;0;0
95;1;0.00130116;768.543;0;0
96;4;0.00469114;213.168;1;100
97;1;0.00118159;846.32;0;0
98;4;0.00465293;214.918;1;100
99;4;0.00432703;231.105;1;100
100;4;0.00415886;240.451;1;100
101;1;0.00138;724.64;0;0
102;4;0.00384955;259.77;0;17
103;4;0.00478079;209.171;1;100
104;2;0.00207207;482.608;0;0
105;1;0.00139092;718.95;0;0
106;1;0.00137008;729.882;0;0
107;4;0.00411605;242.951;1;100
108;5;0.00474462;210.765;1;100
109;4;0.00412234;242.58;1;100
110;4;0.00469066;213.19;1;100
111;1;0.00128952;775.482;0;0
112;1;0.00129546;771.925;0;0
113;4;0.00418975;238.678;1;100
114;1;0.00126532;790.313;0;0
115;1;0.00137177;728.987;0;0
116;2;0.00213993;467.305;0;0
117;4;0.0043317;230.856;1;100
118;5;0.0047348;211.202;1;100
119;1;0.00123453;810.025;0;0
120;4;0.00439435;227.565;1;100
121;4;0.00353819;282.63;0;2
122;4;0.00354822;281.832;0;0
123;1;0.0012597;793.84;0;0
124;4;0.00480127;208.278;1;100
125;5;0.00531925;187.996;1;100
126;1;0.00126763;788.876;0;0
127;2;0.00226251;441.987;0;0
128;1;0.0012603;793.465;0;0
129;4;0.0032599;306.758;0;7
130;5;0.00502976;198.816;1;100
131;1;0.00129449;772.503;0;0
132;4;0.00468218;213.576;1;100
133;4;0.00440703;226.91;1;100
134;3;0.00287275;348.098;0;5
135;3;0.00283703;352.481;0;0
136;1;0.00129677;771.144;0;0
137;1;0.00139092;718.95;0;0
138;5;0.00534316;187.155;1;100
139;5;0.00422263;236.819;0;0
140;3;0.00307876;324.806;0;20
141;1;0.00139821;715.202;0;0
142;1;0.00129161;774.23;0;0
143;1;0.00138219;723.488;0;0
144;1;0.00122083;819.116;0;0
145;1;0.00114019;877.049;0;0
146;4;0.0047294;211.443;1;100
147;1;0.00123453;810.025;0;0
148;1;0.00129083;774.695;0;0
149;4;0.00404008;247.52;1;100
150;1;0.0012926;773.632;0;0
151;1;0.00131713;759.225;0;0
152;4;0.00430979;232.03;1;100
153;1;0.00129574;771.759;0;0
154;2;0.00209569;477.17;0;0
155;1;0.00127927;781.694;0;0
156;1;0.0012634;791.515;0;0
157;5;0.00511844;195.372;1;100
158;3;0.0028075;356.188;0;0
159;5;0.00522589;191.355;1;100
160;1;0.00139072;719.053;0;0
161;1;0.00125858;794.545;0;0
162;4;0.00481113;207.851;1;100
163;1;0.00128489;778.278;0;0
164;3;0.00277013;360.993;0;0
165;5;0.00517073;193.396;1;100
166;5;0.00505606;197.783;1;100
167;1;0.00137177;728.987;0;0
168;4;0.0043329;230.792;1;100
