N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;3;0.00377889;264.628;1;42
2;1;0.00155524;642.986;0;0
3;1;0.00148401;673.851;0;0
4;4;0.00464182;215.433;0;21
5;2;0.00266584;375.116;0;0
6;1;0.00161136;620.592;0;0
7;1;0.00153938;649.613;0;0
8;1;0.00155524;642.986;0;0
9;6;0.00753426;132.727;1;100
10;1;0.00164844;606.633;0;0
11;1;0.00154176;648.61;0;0
12;3;0.00378829;263.971;0;0
13;1;0.00139818;715.215;0;0
14;1;0.00151876;658.431;0;0
15;1;0.00161136;620.592;0;0
16;1;0.0015157;659.761;0;0
17;2;0.00232118;430.816;0;0
18;5;0.0052411;190.8;0;0
19;1;0.0016486;606.574;0;0
20;1;0.00161147;620.55;0;0
21;2;0.00263312;379.777;0;0
22;2;0.00234214;426.96;0;0
23;4;0.00434462;230.17;0;1
24;2;0.00243775;410.214;0;0
25;4;0.00399308;250.433;0;0
26;5;0.00539037;185.516;0;0
27;4;0.00429532;232.812;0;1
28;5;0.00596064;167.767;1;100
29;2;0.00255765;390.984;0;0
30;1;0.00160142;624.445;0;0
31;1;0.001561;640.615;0;0
32;5;0.00580916;172.142;0;3
33;4;0.00486061;205.736;0;70
34;1;0.00156361;639.545;0;0
35;2;0.00259983;384.641;0;0
36;1;0.00150009;666.626;0;0
37;1;0.00153421;651.801;0;0
38;4;0.00596284;167.705;1;100
39;2;0.0024723;404.482;0;0
40;2;0.00239067;418.293;0;0
41;4;0.00518317;192.932;1;100
42;1;0.00156463;639.128;0;0
43;1;0.00148639;672.772;0;0
44;6;0.00640501;156.128;0;14
45;1;0.00151331;660.804;0;0
46;2;0.00254968;392.206;0;0
47;4;0.00478518;208.978;0;22
48;5;0.0056278;177.689;0;17
49;1;0.00162245;616.352;0;0
50;1;0.00147069;679.951;0;0
51;2;0.00242121;413.017;0;0
52;1;0.0015352;651.382;0;0
53;4;0.00552798;180.898;1;100
54;4;0.00446022;224.204;0;3
55;7;0.00719912;138.906;0;11
56;1;0.0017671;565.898;0;0
57;1;0.00154329;647.968;0;0
58;2;0.00259021;386.07;0;0
59;4;0.00535403;186.775;1;100
60;4;0.00486687;205.471;0;11
61;1;0.00147913;676.074;0;0
62;3;0.00323522;309.098;0;0
63;2;0.00241566;413.966;0;0
64;2;0.00245779;406.87;0;0
65;1;0.00164989;606.101;0;0
66;1;0.00152486;655.799;0;0
67;2;0.00242276;412.752;0;0
68;2;0.00250399;399.363;0;0
69;1;0.00150659;663.749;0;0
70;1;0.00168028;595.139;0;0
71;6;0.0066977;149.305;0;0
72;4;0.00465976;214.603;0;8
73;3;0.00350256;285.505;0;0
74;5;0.00539628;185.313;0;0
75;4;0.00541125;184.8;1;100
76;1;0.00145103;689.164;0;0
77;3;0.00338097;295.773;0;0
78;1;0.00144782;690.694;0;0
79;3;0.00341082;293.185;0;2
80;5;0.00542479;184.339;1;21
81;2;0.00258505;386.84;0;0
82;1;0.00162245;616.352;0;0
83;1;0.00163989;609.798;0;0
84;6;0.00644597;155.136;0;4
85;5;0.00548375;182.357;0;0
86;4;0.00438113;228.252;0;0
87;2;0.00271903;367.778;0;0
88;4;0.00456797;218.916;0;51
89;1;0.00143481;696.956;0;0
90;5;0.00592958;168.646;1;100
91;5;0.00627868;159.269;1;100
92;1;0.00163065;613.253;0;0
93;1;0.00151685;659.26;0;0
94;1;0.00158384;631.377;0;0
95;3;0.00345433;289.492;0;7
96;2;0.0025404;393.639;0;0
97;3;0.00390794;255.889;0;0
98;4;0.00410234;243.763;0;0
99;6;0.00702189;142.412;1;100
100;1;0.00163519;611.55;0;0
101;3;0.00343693;290.957;0;0
102;1;0.00154591;646.869;0;0
103;6;0.00710452;140.756;1;100
104;1;0.0017814;561.355;0;0
105;7;0.00783204;127.681;1;100
106;2;0.00269298;371.336;0;0
107;5;0.00492915;202.875;0;0
108;2;0.00259368;385.553;0;0
109;2;0.00249339;401.06;0;0
110;1;0.0017671;565.898;0;0
111;2;0.0024807;403.112;0;0
112;6;0.00730727;136.85;1;100
113;3;0.00330169;302.876;0;0
114;2;0.00233419;428.414;0;0
115;5;0.00592711;168.716;1;100
116;1;0.00161136;620.592;0;0
