N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;4;0.003263;306.467;1;100
2;1;0.000932975;1071.84;0;0
3;1;0.000864577;1156.64;0;0
4;1;0.000926752;1079.04;0;0
5;1;0.000844243;1184.49;0;0
6;4;0.00286515;349.022;1;100
7;4;0.003214;311.139;1;100
8;1;0.00093485;1069.69;0;0
9;4;0.00290173;344.622;1;100
10;1;0.00093485;1069.69;0;0
11;1;0.000924323;1081.87;0;0
12;1;0.000944852;1058.37;0;0
13;1;0.00094768;1055.21;0;0
14;3;0.00205625;486.321;0;0
15;4;0.00287027;348.4;1;100
16;1;0.000975196;1025.43;0;0
17;1;0.000933657;1071.06;0;0
18;1;0.000933164;1071.62;0;0
19;1;0.00094458;1058.67;0;0
20;4;0.00260827;383.395;1;100
21;5;0.00348401;287.026;1;100
22;1;0.000943703;1059.66;0;0
23;1;0.000932703;1072.15;0;0
24;1;0.000855059;1169.51;0;0
25;3;0.00169959;588.379;0;0
26;4;0.00321721;310.828;1;100
27;4;0.00287027;348.4;1;100
28;1;0.000943703;1059.66;0;0
29;1;0.000926752;1079.04;0;0
30;1;0.000871297;1147.71;0;0
31;1;0.000944075;1059.24;0;0
32;1;0.000922469;1084.05;0;0
33;1;0.000817563;1223.15;0;0
34;1;0.00094458;1058.67;0;0
35;1;0.00094768;1055.21;0;0
36;1;0.00091861;1088.6;0;0
37;1;0.000909984;1098.92;0;0
38;3;0.00202638;493.49;0;0
39;3;0.00191884;521.148;0;0
40;1;0.000932603;1072.27;0;0
41;1;0.000934975;1069.55;0;0
42;1;0.000943703;1059.66;0;0
43;5;0.00358132;279.226;1;100
44;1;0.00085827;1165.13;0;0
45;1;0.000932603;1072.27;0;0
46;4;0.00318388;314.082;1;100
47;1;0.000944852;1058.37;0;0
48;1;0.00093255;1072.33;0;0
49;1;0.000933449;1071.3;0;0
50;1;0.000860179;1162.55;0;0
51;5;0.00365469;273.621;1;100
52;1;0.000944852;1058.37;0;0
53;1;0.000932232;1072.69;0;0
54;1;0.000847475;1179.98;0;0
55;1;0.00094458;1058.67;0;0
56;4;0.00266476;375.268;1;100
