N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;2;0.00163582;611.312;0;0
2;1;0.00112969;885.197;0;0
3;1;0.00112629;887.873;0;0
4;1;0.00105866;944.59;0;0
5;4;0.00387269;258.218;1;100
6;1;0.00105668;946.36;0;0
7;4;0.00386835;258.508;1;100
8;1;0.00110499;904.988;0;0
9;1;0.00113292;882.676;0;0
10;4;0.00304859;328.02;1;100
11;1;0.001135;881.054;0;0
12;4;0.00345518;289.421;1;100
13;1;0.00105094;951.529;0;0
14;1;0.00112969;885.197;0;0
15;1;0.001135;881.054;0;0
16;1;0.00104803;954.172;0;0
17;1;0.00105866;944.59;0;0
18;1;0.00113197;883.418;0;0
19;2;0.00172504;579.696;0;0
20;4;0.00391961;255.127;1;100
21;1;0.00112508;888.828;0;0
22;5;0.00450524;221.964;1;100
23;4;0.00392943;254.49;1;100
24;1;0.00103223;968.776;0;0
25;1;0.00113405;881.792;0;0
26;4;0.00382377;261.522;1;100
27;4;0.00381654;262.017;1;100
28;2;0.00179306;557.705;0;0
29;1;0.00113292;882.676;0;0
30;1;0.00111337;898.175;0;0
31;4;0.00392943;254.49;1;100
32;4;0.00387356;258.161;1;100
33;4;0.00333331;300.003;1;100
34;4;0.00387633;257.976;1;100
35;4;0.00391514;255.419;1;100
36;1;0.00112372;889.901;0;0
37;1;0.00110239;907.118;0;0
38;2;0.00165406;604.572;0;0
39;4;0.00314281;318.186;1;100
40;4;0.00382377;261.522;1;100
41;1;0.00100814;991.925;0;0
42;3;0.00253976;393.738;0;0
43;1;0.00103458;966.573;0;0
44;1;0.00112969;885.197;0;0
45;1;0.00110378;905.981;0;0
46;1;0.00112508;888.828;0;0
47;1;0.00111255;898.836;0;0
48;4;0.00387356;258.161;1;100
49;4;0.00391961;255.127;1;100
50;1;0.00102354;977.002;0;0
51;1;0.00102354;977.002;0;0
52;1;0.0010318;969.179;0;0
53;1;0.00112372;889.901;0;0
54;1;0.00103423;966.907;0;0
55;1;0.00111303;898.448;0;0
56;2;0.00184667;541.514;0;0
57;2;0.00181115;552.134;0;0
58;1;0.00110821;902.359;0;0
59;6;0.00510734;195.797;1;100
60;1;0.00111786;894.57;0;0
61;4;0.00390443;256.119;1;100
62;4;0.00309995;322.586;0;0
63;1;0.0010318;969.179;0;0
64;1;0.00112043;892.512;0;0
65;5;0.00402995;248.142;1;100
66;1;0.00112372;889.901;0;0
67;4;0.00380332;262.928;1;100
68;4;0.00297051;336.642;0;0
69;1;0.000977086;1023.45;0;0
70;1;0.00103419;966.939;0;0
71;4;0.00382198;261.644;1;100
72;1;0.00110239;907.118;0;0
73;1;0.00106589;938.182;0;0
74;1;0.00110499;904.988;0;0
75;4;0.00333731;299.643;1;100
76;1;0.00111924;893.46;0;0
77;4;0.00334515;298.94;1;100
78;4;0.00388841;257.175;1;100
79;1;0.00112255;890.827;0;0
80;1;0.00108372;922.744;0;0
81;1;0.00112043;892.512;0;0
82;4;0.00382603;261.368;1;100
83;5;0.00337142;296.611;0;0
84;1;0.00105662;946.415;0;0
85;4;0.00337119;296.632;1;100
86;4;0.00353384;282.979;1;100
87;1;0.00104803;954.172;0;0
88;2;0.00182772;547.129;0;0
89;5;0.0040558;246.56;1;100
90;4;0.00392496;254.78;1;100
91;1;0.00112969;885.197;0;0
92;1;0.00112969;885.197;0;0
93;4;0.00390443;256.119;1;100
94;1;0.00104803;954.172;0;0
95;4;0.0029488;339.121;0;0
96;1;0.00110239;907.118;0;0
97;1;0.00112969;885.197;0;0
98;1;0.00113292;882.676;0;0
99;1;0.00112372;889.901;0;0
100;1;0.00112629;887.873;0;0
101;1;0.00113405;881.792;0;0
102;1;0.00111786;894.57;0;0
103;1;0.00112969;885.197;0;0
104;1;0.00106265;941.04;0;0
105;1;0.00113405;881.792;0;0
106;5;0.00398286;251.076;1;100
107;4;0.00349263;286.317;1;100
108;1;0.00103486;966.316;0;0
109;1;0.001135;881.054;0;0
110;1;0.00110239;907.118;0;0
111;1;0.00112313;890.368;0;0
112;1;0.00112629;887.873;0;0
113;4;0.00351842;284.219;1;100
114;1;0.00104949;952.846;0;0
115;1;0.00112255;890.827;0;0
116;1;0.00112043;892.512;0;0
117;1;0.00111381;897.816;0;0
118;2;0.00182772;547.129;0;0
119;1;0.00113405;881.792;0;0
120;1;0.001105;904.977;0;0
121;1;0.00112255;890.827;0;0
122;4;0.00299402;334;0;0
123;1;0.00112202;891.246;0;0
124;1;0.00113292;882.676;0;0
125;4;0.00392943;254.49;1;100
126;1;0.00113405;881.792;0;0
127;4;0.00362693;275.715;1;100
128;1;0.00112629;887.873;0;0
129;4;0.00333917;299.476;1;100
130;4;0.00345142;289.736;1;100
131;4;0.00387084;258.342;1;100
132;4;0.00338835;295.129;1;100
133;1;0.00113197;883.418;0;0
134;4;0.00392496;254.78;1;100
135;4;0.00384873;259.826;1;100
136;1;0.00102524;975.385;0;0
137;1;0.00111536;896.574;0;0
138;4;0.00310518;322.043;0;0
139;1;0.00112508;888.828;0;0
140;1;0.00111481;897.015;0;0
141;1;0.00112295;890.514;0;0
142;4;0.00345686;289.28;1;100
143;1;0.000995381;1004.64;0;0
144;1;0.00112629;887.873;0;0
145;1;0.00111536;896.574;0;0
146;1;0.00108372;922.744;0;0
147;2;0.00182146;549.01;0;0
148;1;0.00111217;899.142;0;0
149;1;0.00112313;890.368;0;0
150;4;0.00386835;258.508;1;100
151;1;0.00104218;959.523;0;0
152;1;0.0010648;939.147;0;0
153;1;0.00111255;898.836;0;0
154;1;0.00112508;888.828;0;0
155;1;0.00111217;899.142;0;0
156;1;0.00103555;965.666;0;0
157;1;0.00113405;881.792;0;0
158;1;0.000982343;1017.97;0;0
159;1;0.00111303;898.448;0;0
160;1;0.00111101;900.078;0;0
161;1;0.00112508;888.828;0;0
162;1;0.00103343;967.655;0;0
163;1;0.00103205;968.943;0;0
164;4;0.00387084;258.342;1;100
165;4;0.00351322;284.639;1;100
166;4;0.00378248;264.377;1;100
167;1;0.00104714;954.984;0;0
168;4;0.0038344;260.797;1;100
169;4;0.00391514;255.419;1;100
170;2;0.00157705;634.097;0;0
171;1;0.00104541;956.559;0;0
172;1;0.00111786;894.57;0;0
173;4;0.00345816;289.172;1;100
174;1;0.001135;881.054;0;0
175;1;0.00106589;938.182;0;0
176;4;0.00345963;289.049;1;100
177;4;0.00368812;271.141;1;100
178;4;0.00309452;323.152;0;0
179;4;0.00384873;259.826;1;100
180;1;0.00113292;882.676;0;0
181;1;0.00103205;968.943;0;0
182;1;0.00112372;889.901;0;0
183;4;0.00392496;254.78;1;100
184;4;0.00335891;297.715;1;100
185;1;0.00112295;890.514;0;0
186;1;0.00111217;899.142;0;0
187;1;0.00111786;894.57;0;0
188;4;0.00382377;261.522;1;100
189;1;0.00113405;881.792;0;0
190;5;0.00367422;272.166;1;100
191;4;0.00359904;277.852;1;100
192;1;0.00113405;881.792;0;0
193;1;0.00112255;890.827;0;0
194;2;0.00172881;578.433;0;0
195;1;0.00100814;991.925;0;0
196;5;0.00440017;227.264;1;100
197;1;0.00112313;890.368;0;0
198;1;0.00113405;881.792;0;0
199;4;0.00307207;325.513;0;0
200;1;0.00103458;966.573;0;0
201;1;0.00103423;966.907;0;0
202;1;0.000985091;1015.13;0;0
203;1;0.00110283;906.761;0;0
204;1;0.00111303;898.448;0;0
205;1;0.00110239;907.118;0;0
206;1;0.00113405;881.792;0;0
207;1;0.00103419;966.939;0;0
208;1;0.00110283;906.761;0;0
209;4;0.00294374;339.704;0;0
210;1;0.00112969;885.197;0;0
211;1;0.00112969;885.197;0;0
212;2;0.00181528;550.879;0;0
213;4;0.00344999;289.856;1;100
214;1;0.00111337;898.175;0;0
215;2;0.00180414;554.281;0;0
216;4;0.00340573;293.623;1;100
217;4;0.00342881;291.646;1;100
218;1;0.00111924;893.46;0;0
219;1;0.00118209;845.962;0;0
220;4;0.00297841;335.75;1;100
221;4;0.0035513;281.587;1;100
222;5;0.00362738;275.681;1;100
223;1;0.001135;881.054;0;0
224;1;0.001135;881.054;0;0
225;1;0.00105465;948.181;0;0
