N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;4;0.00242059;413.123;1;100
2;1;0.000707522;1413.38;0;0
3;1;0.000699221;1430.16;0;0
4;1;0.000707497;1413.43;0;0
5;1;0.000709247;1409.95;0;0
6;1;0.000700813;1426.91;0;0
7;3;0.00139334;717.702;0;0
8;1;0.000610333;1638.45;0;0
9;4;0.00244716;408.637;1;100
10;1;0.00069476;1439.35;0;0
11;4;0.00214567;466.056;1;100
12;1;0.000709259;1409.92;0;0
13;4;0.00241455;414.156;1;100
14;4;0.00244253;409.412;1;100
15;4;0.00245359;407.566;1;100
16;1;0.000709866;1408.72;0;0
17;4;0.00241959;413.294;1;100
18;1;0.000636607;1570.83;0;0
19;1;0.000709866;1408.72;0;0
20;4;0.00238162;419.882;1;100
21;5;0.00271144;368.808;1;100
22;1;0.000709866;1408.72;0;0
23;1;0.000653615;1529.95;0;0
24;1;0.000693594;1441.77;0;0
25;1;0.000700594;1427.36;0;0
26;1;0.000649903;1538.69;0;0
27;1;0.000708889;1410.66;0;0
28;1;0.000695238;1438.36;0;0
29;1;0.000701337;1425.85;0;0
30;4;0.00245534;407.276;1;100
31;5;0.00271448;368.395;1;100
32;4;0.00177405;563.68;0;0
33;5;0.00256178;390.354;1;100
34;4;0.00208399;479.848;1;100
35;5;0.00270671;369.452;1;100
36;3;0.00125878;794.417;0;0
37;4;0.00187251;534.044;0;0
38;4;0.00215953;463.064;1;100
39;1;0.000709866;1408.72;0;0
40;4;0.00239334;417.826;1;100
41;4;0.00214187;466.881;1;100
42;4;0.00239959;416.737;1;100
43;4;0.00244484;409.024;1;100
44;1;0.000701237;1426.05;0;0
45;4;0.00234394;426.632;1;100
46;1;0.000640099;1562.26;0;0
47;1;0.000698255;1432.14;0;0
48;1;0.000701662;1425.19;0;0
49;5;0.00269733;370.737;1;100
50;1;0.000697413;1433.87;0;0
51;4;0.0024194;413.326;1;100
52;4;0.00240765;415.342;1;100
53;1;0.000701337;1425.85;0;0
54;1;0.000692479;1444.09;0;0
55;1;0.000606199;1649.62;0;0
56;1;0.000701622;1425.27;0;0
57;4;0.00235695;424.277;1;100
58;4;0.0024402;409.802;1;100
59;1;0.000700813;1426.91;0;0
60;1;0.000702544;1423.4;0;0
61;4;0.00237887;420.367;1;100
62;1;0.000700471;1427.61;0;0
63;1;0.00069476;1439.35;0;0
64;1;0.000700471;1427.61;0;0
65;4;0.00207191;482.646;1;100
66;1;0.000701622;1425.27;0;0
67;1;0.00059505;1680.53;0;0
68;3;0.00157656;634.292;0;0
69;1;0.000650135;1538.14;0;0
70;1;0.000709866;1408.72;0;0
71;1;0.000636272;1571.65;0;0
72;4;0.00199622;500.948;1;100
73;1;0.000698255;1432.14;0;0
74;1;0.000693039;1442.92;0;0
75;1;0.000685587;1458.6;0;0
76;1;0.000709313;1409.82;0;0
77;1;0.000636607;1570.83;0;0
78;4;0.00245819;406.803;1;100
79;1;0.00069877;1431.09;0;0
80;1;0.000700594;1427.36;0;0
81;4;0.00208615;479.353;1;100
82;1;0.000636272;1571.65;0;0
83;1;0.000701622;1425.27;0;0
84;1;0.000693317;1442.34;0;0
85;4;0.00207967;480.845;1;100
86;3;0.00144457;692.247;0;0
87;1;0.000709866;1408.72;0;0
88;1;0.000709259;1409.92;0;0
89;5;0.00205035;487.722;0;5
90;5;0.00274699;364.035;1;100
91;1;0.000708591;1411.25;0;0
92;1;0.000708889;1410.66;0;0
93;1;0.000709259;1409.92;0;0
94;4;0.00245219;407.798;1;100
95;1;0.000709866;1408.72;0;0
96;4;0.00182981;546.504;1;100
97;4;0.00235695;424.277;1;100
98;1;0.000628394;1591.36;0;0
99;1;0.000691033;1447.11;0;0
100;1;0.000685587;1458.6;0;0
101;1;0.000645473;1549.25;0;0
102;1;0.000709313;1409.82;0;0
103;1;0.000700594;1427.36;0;0
104;4;0.00238031;420.113;1;100
