N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;3;0.00871586;114.733;0;0
2;1;0.00386189;258.941;0;0
3;4;0.0128048;78.0957;0;61
4;2;0.00680356;146.982;0;0
5;4;0.0152498;65.5747;1;100
6;1;0.00451169;221.647;0;0
7;2;0.00710146;140.816;0;0
8;4;0.0122085;81.9099;0;23
9;4;0.0124606;80.2529;0;10
10;1;0.00416636;240.018;0;0
11;6;0.0167386;59.7421;0;7
12;1;0.00423266;236.258;0;0
13;1;0.00416636;240.018;0;0
14;1;0.00448809;222.812;0;0
15;5;0.0151296;66.0954;1;100
16;2;0.00674366;148.287;0;0
17;1;0.00385215;259.595;0;0
18;2;0.00719745;138.938;0;0
19;4;0.0137851;72.5422;1;100
20;1;0.00382204;261.64;0;0
21;5;0.0139586;71.6406;0;1
22;4;0.0152865;65.417;1;100
23;6;0.0158859;62.9491;0;0
24;2;0.00617923;161.832;0;0
25;2;0.00690416;144.84;0;0
26;3;0.0089738;111.435;0;0
27;5;0.0136938;73.0257;0;0
28;3;0.00810369;123.401;0;0
29;5;0.0157641;63.4354;1;100
30;5;0.014993;66.6978;1;100
31;4;0.0153491;65.1503;1;100
32;1;0.00449058;222.688;0;0
33;1;0.00376742;265.433;0;0
34;1;0.00392989;254.46;0;0
35;1;0.00389788;256.55;0;0
36;3;0.0095904;104.271;0;0
37;5;0.0157465;63.5063;1;100
38;4;0.0125236;79.8491;0;75
39;1;0.00392989;254.46;0;0
40;3;0.00912644;109.572;0;0
41;5;0.0145768;68.602;0;0
42;1;0.0038432;260.2;0;0
43;1;0.00398746;250.786;0;0
44;1;0.00398746;250.786;0;0
45;1;0.0041056;243.57;0;0
46;1;0.00449058;222.688;0;0
47;5;0.0161093;62.0761;1;100
48;1;0.00449839;222.302;0;0
49;2;0.00696242;143.628;0;0
50;4;0.0116803;85.6143;0;0
51;1;0.00451169;221.647;0;0
52;1;0.0041056;243.57;0;0
53;1;0.00397102;251.824;0;0
54;1;0.00451169;221.647;0;0
55;5;0.0148084;67.5293;1;96
56;1;0.00417592;239.468;0;0
57;4;0.0131414;76.0956;1;42
58;1;0.00449839;222.302;0;0
59;1;0.00398746;250.786;0;0
60;2;0.00679336;147.203;0;0
61;1;0.00390963;255.779;0;0
62;5;0.015364;65.087;1;100
63;1;0.00417933;239.273;0;0
64;3;0.0089528;111.697;0;0
65;1;0.00370913;269.605;0;0
66;2;0.00671849;148.843;0;0
67;1;0.0041056;243.57;0;0
68;1;0.00423266;236.258;0;0
69;4;0.0120687;82.859;0;0
70;5;0.0167977;59.5321;1;100
71;1;0.0039269;254.654;0;0
72;1;0.00391127;255.671;0;0
73;2;0.00711984;140.453;0;0
74;2;0.0068703;145.554;0;0
75;6;0.0193232;51.7512;1;100
76;4;0.0122454;81.6633;0;29
77;1;0.00417933;239.273;0;0
78;1;0.00398858;250.716;0;0
79;2;0.00627331;159.406;0;0
80;4;0.01292;77.3993;0;36
81;3;0.00876052;114.148;0;1
82;1;0.0037201;268.81;0;0
83;4;0.0140361;71.2451;1;100
84;1;0.00382204;261.64;0;0
85;1;0.00390963;255.779;0;0
86;1;0.0039269;254.654;0;0
87;5;0.01453;68.8231;0;13
88;2;0.00673296;148.523;0;0
89;2;0.00640795;156.056;0;0
90;2;0.00619119;161.52;0;0
91;2;0.0062982;158.775;0;0
92;1;0.00417592;239.468;0;0
93;3;0.00885793;112.893;0;0
94;4;0.013769;72.6268;1;100
95;5;0.015092;66.2601;0;54
96;1;0.00398858;250.716;0;0
97;5;0.0144655;69.1301;1;98
98;4;0.0117296;85.2542;0;2
99;1;0.00449058;222.688;0;0
100;1;0.00393751;253.968;0;0
101;2;0.00623753;160.32;0;0
102;2;0.0065201;153.372;0;0
103;1;0.00448809;222.812;0;0
104;1;0.00404254;247.369;0;0
105;2;0.00684389;146.116;0;0
106;1;0.0039955;250.281;0;0
107;2;0.00664842;150.412;0;0
108;4;0.0126471;79.0695;1;100
109;5;0.01374;72.7802;1;31
110;2;0.00670586;149.123;0;0
111;2;0.00637163;156.946;0;0
112;2;0.00645317;154.963;0;0
113;1;0.00449839;222.302;0;0
114;2;0.0066883;149.515;0;0
115;7;0.0187373;53.3695;1;64
116;5;0.0156449;63.9188;1;100
117;1;0.00386189;258.941;0;0
118;4;0.013724;72.8649;1;100
119;4;0.0122033;81.9451;0;26
120;3;0.0114286;87.5;1;100
