N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.000756014;1322.73;0;0
2;1;0.000739956;1351.43;0;0
3;5;0.00319888;312.61;1;100
4;1;0.000730807;1368.35;0;0
5;4;0.0030418;328.753;1;100
6;3;0.0016921;590.982;0;0
7;1;0.000781802;1279.1;0;0
8;4;0.00313475;319.005;1;100
9;1;0.000759989;1315.81;0;0
10;1;0.000724624;1380.03;0;0
11;1;0.00087968;1136.78;0;0
12;1;0.000778035;1285.29;0;0
13;4;0.00277903;359.838;1;100
14;4;0.00306891;325.849;1;100
15;1;0.000798236;1252.76;0;0
16;1;0.000817526;1223.2;0;0
17;1;0.000924903;1081.19;0;0
18;1;0.000805339;1241.71;0;0
19;5;0.00341914;292.471;1;100
20;4;0.00317602;314.86;1;100
21;1;0.00076843;1301.35;0;0
22;1;0.000783449;1276.41;0;0
23;3;0.00176161;567.661;0;0
24;1;0.000783526;1276.28;0;0
25;1;0.000924903;1081.19;0;0
26;3;0.00156125;640.514;0;0
27;1;0.000751153;1331.29;0;0
28;1;0.000801716;1247.32;0;0
29;1;0.000810693;1233.51;0;0
30;1;0.000788715;1267.89;0;0
31;1;0.000809721;1234.99;0;0
32;1;0.000898292;1113.22;0;0
33;1;0.000792576;1261.71;0;0
34;4;0.00229555;435.625;0;0
35;1;0.000921078;1085.68;0;0
36;1;0.000842139;1187.45;0;0
37;4;0.00264681;377.814;1;100
38;3;0.00180226;554.858;0;0
39;5;0.00289606;345.297;1;67
40;4;0.00239943;416.765;0;0
41;1;0.000808774;1236.44;0;0
42;4;0.00311659;320.863;1;100
43;1;0.000896062;1115.99;0;0
44;6;0.00337518;296.28;0;0
45;1;0.000735565;1359.5;0;0
46;5;0.00311058;321.484;1;100
47;1;0.000805556;1241.38;0;0
48;3;0.00174457;573.207;0;0
49;1;0.000761331;1313.49;0;0
50;5;0.0028007;357.053;0;0
51;1;0.000814369;1227.94;0;0
52;5;0.00311038;321.505;1;100
53;1;0.000793469;1260.29;0;0
54;5;0.00297655;335.959;1;100
55;5;0.00312824;319.668;1;100
56;3;0.00181237;551.764;0;0
57;4;0.00220167;454.2;0;0
