N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00276077;362.218;0;0
2;1;0.00266043;375.879;0;0
3;2;0.00466566;214.332;0;0
4;1;0.0030145;331.73;0;0
5;4;0.00944604;105.864;1;100
6;1;0.00278054;359.643;0;0
7;1;0.00302551;330.523;0;0
8;4;0.00918022;108.93;1;100
9;1;0.00266458;375.294;0;0
10;2;0.00463639;215.685;0;0
11;2;0.00402114;248.686;0;0
12;1;0.00276088;362.204;0;0
13;1;0.00256965;389.159;0;0
14;5;0.010667;93.7469;1;100
15;5;0.0102589;97.4765;0;59
16;1;0.00301737;331.415;0;0
17;1;0.00263697;379.223;0;0
18;1;0.00272647;366.775;0;0
19;3;0.00649586;153.944;0;15
20;5;0.0102081;97.9615;1;100
21;1;0.00302551;330.523;0;0
22;1;0.00266458;375.294;0;0
23;1;0.00302551;330.523;0;0
24;2;0.00479917;208.369;0;0
25;3;0.00587148;170.315;0;0
26;1;0.00278413;359.179;0;0
27;2;0.00459624;217.569;0;0
28;1;0.00283991;352.124;0;0
29;1;0.00282963;353.403;0;0
30;1;0.00258057;387.512;0;0
31;1;0.00282963;353.403;0;0
32;1;0.00308271;324.39;0;0
33;2;0.0046278;216.085;0;0
34;5;0.0102778;97.2968;1;81
35;2;0.00438116;228.25;0;0
36;1;0.00308271;324.39;0;0
37;3;0.00585411;170.82;0;0
38;2;0.00417507;239.517;0;0
39;2;0.00460422;217.192;0;0
40;6;0.0124781;80.1403;1;100
41;2;0.00460299;217.25;0;0
42;1;0.00256871;389.301;0;0
43;1;0.00283384;352.878;0;0
44;5;0.0100467;99.5352;1;6
45;3;0.00643654;155.363;0;0
46;1;0.00266498;375.238;0;0
47;1;0.00280149;356.952;0;0
48;4;0.00916331;109.131;1;100
49;4;0.0102778;97.2971;1;100
50;1;0.00266815;374.791;0;0
51;3;0.0062817;159.192;0;0
52;4;0.0105853;94.4708;1;100
53;1;0.00278054;359.643;0;0
54;1;0.00284062;352.036;0;0
55;1;0.00302551;330.523;0;0
56;1;0.00278413;359.179;0;0
57;2;0.00462761;216.094;0;0
58;1;0.00303883;329.074;0;0
59;6;0.0124414;80.377;1;100
60;1;0.00259586;385.229;0;0
61;2;0.00463391;215.8;0;0
62;5;0.0105366;94.9076;1;100
63;3;0.00556236;179.78;0;0
64;1;0.00283384;352.878;0;0
65;2;0.00460836;216.997;0;0
66;4;0.00823617;121.416;0;13
67;2;0.00449207;222.615;0;0
68;1;0.00253418;394.605;0;0
69;1;0.00280237;356.841;0;0
70;1;0.00263697;379.223;0;0
71;1;0.00261104;382.989;0;0
72;1;0.00268919;371.859;0;0
73;5;0.0106096;94.2541;1;100
74;3;0.00648009;154.319;0;0
75;1;0.00266194;375.666;0;0
76;4;0.00802227;124.653;0;9
77;4;0.00890886;112.248;1;100
78;5;0.00968393;103.264;0;1
79;6;0.012424;80.4892;1;100
80;1;0.00268919;371.859;0;0
81;2;0.00475864;210.144;0;0
82;5;0.00941199;106.247;0;0
83;1;0.00251641;397.392;0;0
84;1;0.00302551;330.523;0;0
85;1;0.00281422;355.338;0;0
86;4;0.00754291;132.575;0;0
87;1;0.0026273;380.619;0;0
88;2;0.00443084;225.691;0;0
89;3;0.00633438;157.869;0;0
90;1;0.00308271;324.39;0;0
91;4;0.0086052;116.209;1;100
92;6;0.0112073;89.2276;1;58
93;6;0.0129264;77.3608;1;100
94;2;0.00451154;221.654;0;0
95;1;0.00283991;352.124;0;0
96;1;0.00266043;375.879;0;0
97;1;0.0030145;331.73;0;0
98;2;0.00417999;239.235;0;0
99;2;0.00422734;236.556;0;0
100;4;0.00863444;115.815;1;93
101;2;0.00452044;221.217;0;0
102;6;0.0122563;81.5905;1;100
103;5;0.00990043;101.006;0;66
104;2;0.00444175;225.136;0;0
105;4;0.00926605;107.921;1;100
106;4;0.00941414;106.223;1;100
107;1;0.00301737;331.415;0;0
108;6;0.0126633;78.9685;1;100
109;2;0.00435247;229.754;0;0
110;2;0.00463862;215.581;0;0
111;4;0.00817683;122.297;0;0
112;5;0.00897811;111.382;0;0
113;2;0.00430191;232.455;0;0
114;1;0.00267066;374.439;0;0
115;4;0.00944272;105.902;1;100
116;2;0.00450243;222.102;0;0
117;5;0.0107744;92.8129;1;100
118;4;0.00864626;115.657;0;79
119;1;0.00302551;330.523;0;0
120;1;0.0025934;385.594;0;0
121;3;0.00622126;160.739;0;0
122;4;0.00932182;107.275;1;100
123;2;0.00451327;221.569;0;0
124;1;0.00276077;362.218;0;0
125;5;0.0113378;88.2002;1;100
126;2;0.00449435;222.502;0;0
127;5;0.0104571;95.6289;1;100
128;4;0.00730028;136.981;0;0
129;1;0.00264673;377.825;0;0
130;4;0.00762663;131.12;0;0
131;1;0.00276077;362.218;0;0
132;1;0.00264673;377.825;0;0
133;1;0.0030145;331.73;0;0
134;5;0.00941238;106.243;0;9
135;2;0.0045979;217.491;0;0
136;2;0.0043498;229.896;0;0
137;4;0.00845396;118.288;0;32
138;2;0.00412188;242.608;0;0
139;1;0.00301737;331.415;0;0
140;1;0.00281422;355.338;0;0
141;5;0.010333;96.7771;0;0
142;1;0.00303883;329.074;0;0
143;2;0.00450909;221.774;0;0
144;4;0.00907079;110.244;1;100
145;4;0.00789957;126.589;0;0
146;4;0.00939434;106.447;1;100
147;4;0.00741103;134.934;0;0
148;1;0.00262455;381.018;0;0
149;4;0.00926194;107.969;1;100
150;1;0.00266498;375.238;0;0
151;1;0.00261104;382.989;0;0
152;4;0.0103788;96.35;1;100
153;4;0.00889906;112.371;1;100
154;1;0.00256965;389.159;0;0
155;1;0.00303883;329.074;0;0
156;5;0.010005;99.9502;1;70
157;1;0.00259586;385.229;0;0
158;1;0.0026273;380.619;0;0
159;1;0.00284062;352.036;0;0
160;5;0.0107476;93.0439;1;100
161;4;0.00896337;111.565;1;100
162;2;0.00480932;207.929;0;0
163;1;0.00273805;365.224;0;0
164;2;0.00453467;220.523;0;0
165;1;0.00276088;362.204;0;0
166;1;0.00280149;356.952;0;0
167;5;0.0109168;91.6017;1;100
168;1;0.00262455;381.018;0;0
169;1;0.00266458;375.294;0;0
170;4;0.0102643;97.4248;1;100
171;4;0.0103161;96.9358;1;100
172;4;0.00761024;131.402;0;1
173;2;0.00437877;228.375;0;0
174;1;0.00272438;367.056;0;0
175;1;0.00273805;365.224;0;0
176;1;0.0025934;385.594;0;0
177;1;0.00280237;356.841;0;0
178;4;0.0103161;96.9358;1;100
179;4;0.00805958;124.076;0;10
180;1;0.00272647;366.775;0;0
