N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00291711;342.805;0;0
2;2;0.00508774;196.551;0;0
3;2;0.00505988;197.633;0;0
4;1;0.0031051;322.051;0;0
5;2;0.00479364;208.61;0;0
6;4;0.0104036;96.1207;1;100
7;4;0.010435;95.8312;1;100
8;4;0.00846135;118.184;0;0
9;1;0.00339587;294.476;0;0
10;4;0.0103408;96.7046;1;100
11;5;0.0125671;79.5727;1;100
12;4;0.0107265;93.2273;1;100
13;2;0.00521525;191.745;0;0
14;2;0.00495283;201.905;0;0
15;1;0.00339587;294.476;0;0
16;2;0.00556314;179.755;0;0
17;4;0.0104305;95.8729;1;100
18;1;0.0031931;313.175;0;0
19;4;0.00955198;104.69;0;33
20;4;0.00914208;109.384;0;8
21;2;0.00555744;179.939;0;0
22;1;0.0030887;323.761;0;0
23;5;0.0129782;77.0522;1;100
24;4;0.00888832;112.507;0;5
25;2;0.0049482;202.094;0;0
26;5;0.0102982;97.1048;0;43
27;1;0.00320123;312.38;0;0
28;1;0.00320123;312.38;0;0
29;1;0.00316753;315.704;0;0
30;3;0.00729526;137.075;0;0
31;5;0.0124107;80.5759;1;100
32;1;0.00312531;319.968;0;0
33;4;0.00821448;121.736;0;0
34;4;0.00852002;117.371;0;0
35;1;0.00313133;319.353;0;0
36;2;0.00515349;194.043;0;0
37;2;0.00517574;193.209;0;0
38;1;0.00335894;297.713;0;0
39;5;0.0131178;76.2322;1;100
40;1;0.0030244;330.644;0;0
41;6;0.0124072;80.5985;1;21
42;2;0.00491799;203.335;0;0
43;4;0.0116126;86.1135;1;100
44;5;0.0111306;89.842;0;26
45;5;0.011717;85.3461;1;99
46;5;0.0116821;85.6008;0;83
47;2;0.00485148;206.123;0;0
48;1;0.00321688;310.861;0;0
49;1;0.0030887;323.761;0;0
50;3;0.00625479;159.877;0;0
51;1;0.00307391;325.318;0;0
52;4;0.00892968;111.986;0;0
53;1;0.0029673;337.007;0;0
54;1;0.00283838;352.313;0;0
55;1;0.00295738;338.137;0;0
56;1;0.0029753;336.1;0;0
57;2;0.00525554;190.275;0;0
58;1;0.0030244;330.644;0;0
59;4;0.0106528;93.8717;1;100
60;2;0.00531347;188.201;0;0
61;1;0.00316753;315.704;0;0
62;1;0.00321688;310.861;0;0
63;1;0.00313133;319.353;0;0
64;2;0.00468115;213.623;0;0
65;1;0.00312531;319.968;0;0
66;1;0.0031051;322.051;0;0
67;2;0.0049171;203.372;0;0
68;4;0.0100337;99.6637;1;86
69;4;0.0103117;96.977;1;100
70;1;0.00314826;317.636;0;0
71;2;0.0051291;194.966;0;0
72;1;0.0031931;313.175;0;0
73;1;0.00291576;342.964;0;0
74;2;0.00531407;188.18;0;0
75;1;0.00316753;315.704;0;0
76;4;0.0090018;111.089;0;1
77;1;0.00301013;332.211;0;0
78;2;0.00508944;196.485;0;0
79;5;0.012192;82.0212;1;100
80;1;0.00335894;297.713;0;0
81;4;0.00967415;103.368;0;51
82;2;0.00501686;199.328;0;0
83;1;0.00307391;325.318;0;0
84;1;0.00313133;319.353;0;0
85;2;0.00510057;196.057;0;0
86;2;0.00504794;198.101;0;0
87;5;0.0113619;88.0134;1;5
88;4;0.00870367;114.894;1;23
89;5;0.0129049;77.4901;1;100
90;4;0.0115688;86.4395;1;100
91;1;0.00340517;293.671;0;0
92;2;0.00532165;187.912;0;0
93;1;0.00312874;319.617;0;0
94;4;0.00982073;101.825;1;100
95;1;0.00315398;317.06;0;0
96;1;0.00290672;344.03;0;0
97;2;0.00533214;187.542;0;0
98;1;0.00282905;353.475;0;0
99;2;0.00510414;195.919;0;0
100;2;0.00516012;193.794;0;0
101;1;0.00302246;330.857;0;0
102;4;0.00981156;101.921;1;83
103;1;0.00312874;319.617;0;0
104;3;0.00673591;148.458;0;0
105;4;0.00909554;109.944;0;0
106;1;0.0031438;318.087;0;0
107;2;0.00547858;182.529;0;0
108;2;0.0046758;213.867;0;0
109;1;0.00314826;317.636;0;0
110;4;0.00896309;111.569;0;0
111;1;0.00315398;317.06;0;0
112;1;0.00340517;293.671;0;0
113;1;0.00282905;353.475;0;0
114;1;0.00315494;316.963;0;0
115;1;0.00315494;316.963;0;0
116;1;0.00313491;318.988;0;0
117;2;0.00526272;190.016;0;0
118;1;0.00299326;334.084;0;0
119;1;0.00340517;293.671;0;0
120;3;0.00682717;146.474;0;9
121;5;0.0111037;90.0602;0;0
122;1;0.00304731;328.158;0;0
123;4;0.00931582;107.344;0;49
124;5;0.0126541;79.0256;1;100
125;4;0.00935395;106.907;0;29
126;1;0.0031438;318.087;0;0
127;5;0.0115837;86.3284;1;97
128;4;0.0106146;94.2099;1;100
129;4;0.0102005;98.0348;1;100
130;1;0.0030887;323.761;0;0
131;2;0.00473797;211.061;0;0
132;4;0.008504;117.592;0;0
133;3;0.00713564;140.142;0;0
134;2;0.00474689;210.664;0;0
135;1;0.00292346;342.06;0;0
136;1;0.00301013;332.211;0;0
137;1;0.00304731;328.158;0;0
138;1;0.0031438;318.087;0;0
139;2;0.00508659;196.595;0;0
140;4;0.00950533;105.204;0;79
141;5;0.0100515;99.4879;1;35
142;4;0.011395;87.7578;1;100
143;1;0.00306967;325.768;0;0
144;4;0.0102956;97.1291;1;100
145;6;0.0133521;74.8944;1;100
146;2;0.00528093;189.36;0;0
147;4;0.00958965;104.279;0;49
148;5;0.0110995;90.0942;0;22
149;3;0.00634675;157.561;0;0
150;5;0.011599;86.2146;1;81
151;1;0.00335894;297.713;0;0
152;2;0.00471507;212.086;0;0
153;1;0.00292521;341.855;0;0
154;1;0.00339587;294.476;0;0
155;5;0.0112289;89.0557;0;0
156;5;0.0111817;89.4321;0;95
157;2;0.00488901;204.54;0;0
158;4;0.00930946;107.418;0;31
159;1;0.00313491;318.988;0;0
160;2;0.00489019;204.491;0;0
