N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;2;0.0122108;81.8946;0;0
2;2;0.0107398;93.1119;0;0
3;3;0.0169066;59.1484;0;0
4;5;0.0290143;34.4657;1;100
5;1;0.00663359;150.748;0;0
6;4;0.0214486;46.623;0;15
7;8;0.035608;28.0836;1;59
8;1;0.00705425;141.758;0;0
9;4;0.0219071;45.6473;0;22
10;5;0.0237775;42.0565;0;14
11;1;0.0076468;130.774;0;0
12;4;0.0205434;48.6773;0;3
13;2;0.0111129;89.9852;0;0
14;2;0.012036;83.084;0;0
15;4;0.0197883;50.5349;0;0
16;6;0.0313659;31.8817;1;85
17;2;0.0116704;85.6868;0;0
18;6;0.0291783;34.2721;0;69
19;3;0.0154597;64.6844;0;0
20;1;0.00743244;134.545;0;0
21;4;0.0197533;50.6244;0;8
22;2;0.0107332;93.1688;0;0
23;2;0.0121331;82.4191;0;0
24;2;0.0109857;91.0275;0;0
25;2;0.0112579;88.8264;0;0
26;4;0.0191705;52.1634;0;0
27;4;0.0204531;48.8922;0;19
28;4;0.0196617;50.8604;0;0
29;3;0.0155027;64.5049;0;1
30;2;0.0109386;91.4193;0;0
31;4;0.0242203;41.2878;1;100
32;1;0.00666298;150.083;0;0
33;2;0.0115196;86.8086;0;0
34;2;0.0110146;90.7884;0;0
35;4;0.0215345;46.437;0;16
36;4;0.0188976;52.9169;0;1
37;6;0.0293857;34.0301;1;68
38;1;0.00743244;134.545;0;0
39;2;0.0114224;87.5474;0;0
40;2;0.0122226;81.8153;0;0
41;2;0.011779;84.897;0;0
42;3;0.0153588;65.1094;0;0
43;6;0.0273896;36.5102;0;0
44;1;0.00694351;144.019;0;0
45;1;0.0076468;130.774;0;0
46;3;0.0148703;67.2481;0;1
47;4;0.0199901;50.0247;0;6
48;2;0.0115612;86.4964;0;0
49;1;0.00715526;139.757;0;0
50;5;0.0231156;43.2608;0;1
51;6;0.0273355;36.5825;0;1
52;5;0.0245229;40.7783;0;15
53;4;0.0195791;51.0749;0;0
54;2;0.0103255;96.8473;0;0
55;2;0.0118445;84.4276;0;0
56;1;0.00705784;141.686;0;0
57;4;0.0212502;47.0583;0;3
58;8;0.0381657;26.2015;1;86
59;5;0.0267897;37.3278;0;68
60;2;0.0108815;91.8992;0;0
