N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.000807083;1239.03;0;0
2;4;0.002749;363.769;1;100
3;1;0.000737829;1355.33;0;0
4;5;0.00308949;323.678;1;100
5;1;0.000799141;1251.34;0;0
6;1;0.000792279;1262.18;0;0
7;4;0.00279126;358.261;1;100
8;1;0.000810978;1233.08;0;0
9;4;0.00244288;409.354;1;100
10;1;0.00073558;1359.47;0;0
11;4;0.00280797;356.13;1;100
12;1;0.000800927;1248.55;0;0
13;4;0.00267777;373.445;1;100
14;4;0.00234975;425.577;1;100
15;1;0.000798598;1252.19;0;0
16;1;0.000799918;1250.13;0;0
17;4;0.00272265;367.289;1;100
18;4;0.00246041;406.436;1;100
19;1;0.000798053;1253.05;0;0
20;4;0.002749;363.769;1;100
21;4;0.0023616;423.441;1;100
22;1;0.000747034;1338.63;0;0
23;1;0.000799771;1250.36;0;0
24;1;0.000796827;1254.98;0;0
25;1;0.00073558;1359.47;0;0
26;1;0.00079725;1254.31;0;0
27;1;0.000810978;1233.08;0;0
28;1;0.000810978;1233.08;0;0
29;4;0.00276312;361.909;1;100
30;3;0.00143174;698.449;0;0
31;4;0.00280233;356.846;1;100
32;4;0.00267777;373.445;1;100
33;5;0.00309384;323.223;1;100
34;5;0.0030937;323.238;1;100
35;1;0.000784248;1275.11;0;0
36;1;0.000799446;1250.87;0;0
37;1;0.000800123;1249.81;0;0
38;1;0.00073675;1357.31;0;0
39;1;0.000792849;1261.27;0;0
40;1;0.00074259;1346.64;0;0
41;1;0.000809781;1234.9;0;0
42;5;0.00308388;324.267;1;100
43;4;0.00196689;508.417;0;0
44;1;0.000736925;1356.99;0;0
45;4;0.00198416;503.992;0;0
46;5;0.00261056;383.059;1;100
47;1;0.000794867;1258.07;0;0
48;1;0.000799771;1250.36;0;0
49;1;0.000798598;1252.19;0;0
50;4;0.00231035;432.835;1;100
51;4;0.0021263;470.301;0;0
52;4;0.00223576;447.276;0;0
53;1;0.000792849;1261.27;0;0
54;4;0.00280175;356.92;1;100
55;1;0.000783312;1276.63;0;0
56;4;0.00280222;356.86;1;100
57;1;0.000807388;1238.56;0;0
58;4;0.00271997;367.651;1;100
59;1;0.000779738;1282.48;0;0
60;1;0.000809658;1235.09;0;0
61;3;0.00172163;580.844;0;0
62;4;0.00274959;363.691;1;100
63;1;0.000733397;1363.52;0;0
64;4;0.00275226;363.338;1;100
65;1;0.000747034;1338.63;0;0
66;1;0.000794867;1258.07;0;0
67;1;0.000798448;1252.43;0;0
68;1;0.000729005;1371.73;0;0
69;4;0.00274714;364.015;1;100
70;1;0.000792849;1261.27;0;0
71;4;0.00216813;461.227;1;100
72;4;0.00275226;363.338;1;100
73;4;0.00271997;367.651;1;100
74;4;0.00247381;404.235;1;100
75;1;0.000810978;1233.08;0;0
76;4;0.00229626;435.491;1;100
77;4;0.00276014;362.3;1;100
78;1;0.000746586;1339.43;0;0
79;1;0.000798573;1252.23;0;0
80;1;0.000800123;1249.81;0;0
81;1;0.000800977;1248.48;0;0
82;1;0.000800123;1249.81;0;0
83;1;0.000791226;1263.86;0;0
84;4;0.00236951;422.028;1;100
85;1;0.000791476;1263.46;0;0
86;1;0.000807615;1238.21;0;0
87;1;0.000786505;1271.45;0;0
88;1;0.000792298;1262.15;0;0
89;4;0.00274137;364.781;1;100
90;1;0.000784248;1275.11;0;0
91;4;0.00280797;356.13;1;100
92;1;0.000740214;1350.96;0;0
93;1;0.000809781;1234.9;0;0
94;1;0.000737643;1355.67;0;0
95;4;0.00235682;424.301;1;100
96;1;0.000737088;1356.69;0;0
97;4;0.00272587;366.856;1;100
98;3;0.00173338;576.909;0;0
99;4;0.00237071;421.815;1;100
100;1;0.000807007;1239.15;0;0
101;1;0.000799918;1250.13;0;0
102;1;0.000807615;1238.21;0;0
103;4;0.00271619;368.163;1;100
104;1;0.00080145;1247.74;0;0
105;1;0.000783312;1276.63;0;0
106;1;0.000791226;1263.86;0;0
107;1;0.00080074;1248.84;0;0
108;1;0.000691021;1447.13;0;0
109;4;0.00209331;477.712;0;0
110;1;0.000730551;1368.83;0;0
111;1;0.000792849;1261.27;0;0
112;1;0.000741251;1349.07;0;0
113;4;0.00278928;358.516;1;100
114;4;0.00236011;423.709;1;100
115;1;0.000730551;1368.83;0;0
116;1;0.000798573;1252.23;0;0
117;4;0.00241539;414.011;1;100
118;5;0.00307332;325.381;1;100
119;1;0.000793533;1260.19;0;0
120;1;0.000736925;1356.99;0;0
121;4;0.00208016;480.732;0;0
122;1;0.000737552;1355.84;0;0
123;3;0.00179373;557.497;0;41
124;4;0.00280175;356.92;1;100
125;1;0.000810978;1233.08;0;0
126;1;0.000791226;1263.86;0;0
127;5;0.00261224;382.813;1;100
128;1;0.000799446;1250.87;0;0
129;1;0.000809658;1235.09;0;0
130;4;0.00271099;368.869;1;100
131;1;0.000798448;1252.43;0;0
132;1;0.000807428;1238.5;0;0
133;5;0.00313093;319.394;1;100
134;4;0.00234268;426.862;1;100
135;4;0.00272265;367.289;1;100
136;1;0.000792298;1262.15;0;0
137;1;0.000793533;1260.19;0;0
138;1;0.000793478;1260.27;0;0
139;4;0.00272006;367.639;1;100
140;1;0.000807615;1238.21;0;0
141;1;0.000809658;1235.09;0;0
142;4;0.00220262;454.005;1;100
143;1;0.00079725;1254.31;0;0
144;4;0.00226474;441.551;1;100
145;1;0.00079725;1254.31;0;0
146;1;0.000809781;1234.9;0;0
147;1;0.000809758;1234.94;0;0
148;4;0.00276067;362.231;1;100
149;1;0.000799069;1251.46;0;0
150;1;0.000798573;1252.23;0;0
151;4;0.00275192;363.383;1;100
152;4;0.00272587;366.856;1;100
153;4;0.00275592;362.855;1;100
154;1;0.000786505;1271.45;0;0
155;3;0.00162258;616.303;0;0
156;5;0.00307857;324.826;1;100
157;4;0.00278963;358.47;1;100
158;1;0.000809781;1234.9;0;0
159;1;0.000721633;1385.75;0;0
160;3;0.00168524;593.388;0;0
161;1;0.000809758;1234.94;0;0
162;5;0.00280433;356.592;1;100
163;4;0.00271501;368.322;1;100
164;1;0.00079725;1254.31;0;0
165;1;0.000800977;1248.48;0;0
166;4;0.00275979;362.347;1;100
167;4;0.0027537;363.148;1;100
168;1;0.000737088;1356.69;0;0
169;1;0.000783312;1276.63;0;0
170;1;0.000798573;1252.23;0;0
171;4;0.00280233;356.846;1;100
172;1;0.000807388;1238.56;0;0
173;1;0.000739499;1352.27;0;0
174;1;0.000799069;1251.46;0;0
175;4;0.00255456;391.456;1;100
176;1;0.000799069;1251.46;0;0
177;1;0.000793533;1260.19;0;0
178;5;0.00313118;319.369;1;100
179;4;0.00279107;358.285;1;100
180;1;0.00079875;1251.96;0;0
181;1;0.000692068;1444.94;0;0
182;1;0.000800816;1248.73;0;0
183;1;0.000746543;1339.51;0;0
184;1;0.000799446;1250.87;0;0
185;1;0.000739499;1352.27;0;0
186;4;0.00208702;479.152;0;0
187;4;0.00237714;420.674;1;100
