N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00178077;561.555;0;0
2;1;0.00157884;633.376;0;0
3;2;0.00244935;408.271;0;0
4;1;0.00166535;600.474;0;0
5;1;0.00156114;640.558;0;0
6;4;0.00455542;219.519;0;8
7;2;0.00257025;389.067;0;0
8;5;0.00615018;162.597;1;100
9;1;0.00154907;645.55;0;0
10;1;0.00176873;565.378;0;0
11;1;0.00142514;701.687;0;0
12;1;0.00163661;611.018;0;0
13;1;0.00178637;559.794;0;0
14;4;0.00443469;225.495;0;0
15;1;0.00154553;647.027;0;0
16;4;0.00613803;162.919;1;100
17;2;0.00253014;395.235;0;0
18;5;0.00578808;172.769;1;31
19;1;0.00179803;556.164;0;0
20;2;0.00246162;406.236;0;0
21;1;0.0018024;554.816;0;0
22;1;0.00155929;641.318;0;0
23;3;0.00356334;280.635;0;10
24;4;0.00613803;162.919;1;100
25;1;0.00178131;561.385;0;0
26;4;0.00521543;191.739;1;100
27;4;0.00481455;207.704;0;49
28;1;0.00154407;647.638;0;0
29;1;0.00162585;615.063;0;0
30;4;0.00548362;182.361;1;100
31;3;0.0036677;272.65;0;0
32;1;0.00180433;554.222;0;0
33;4;0.0049295;202.86;1;61
34;3;0.00394085;253.752;0;0
35;2;0.00244206;409.491;0;0
36;4;0.00546278;183.057;1;100
37;4;0.00458493;218.106;0;0
38;1;0.00179803;556.164;0;0
39;2;0.00271746;367.991;0;0
40;4;0.00541025;184.835;1;100
41;2;0.00277274;360.654;0;0
42;2;0.00252709;395.711;0;0
43;1;0.00148915;671.526;0;0
44;1;0.00159072;628.647;0;0
45;1;0.00154476;647.351;0;0
46;1;0.00178637;559.794;0;0
47;2;0.00292641;341.715;0;0
48;2;0.00248469;402.465;0;0
49;1;0.00166084;602.105;0;0
50;2;0.00271576;368.222;0;0
51;1;0.00168868;592.177;0;0
52;2;0.00274815;363.881;0;0
53;2;0.00268213;372.838;0;0
54;1;0.00180433;554.222;0;0
55;4;0.00454888;219.834;0;13
56;3;0.00355967;280.925;0;0
57;2;0.00283857;352.29;0;0
58;4;0.00464995;215.056;0;20
59;2;0.00256966;389.157;0;0
60;3;0.00380097;263.09;0;0
61;1;0.00166051;602.224;0;0
62;3;0.00345332;289.576;0;0
63;2;0.00264733;377.74;0;0
64;1;0.00179803;556.164;0;0
65;1;0.00166335;601.196;0;0
66;1;0.00154407;647.638;0;0
67;1;0.0018024;554.816;0;0
68;2;0.0029101;343.63;0;0
69;1;0.00164968;606.179;0;0
70;1;0.00156114;640.558;0;0
71;1;0.00154476;647.351;0;0
72;1;0.00158424;631.218;0;0
73;2;0.00227497;439.567;0;0
74;5;0.00510122;196.032;0;30
75;1;0.00167475;597.106;0;0
76;4;0.00476791;209.736;1;26
77;1;0.00160178;624.306;0;0
78;1;0.00148915;671.526;0;0
79;4;0.00498489;200.606;0;66
80;4;0.0054746;182.662;1;100
81;1;0.00167323;597.646;0;0
82;4;0.0045562;219.481;0;0
83;4;0.00552109;181.124;1;100
84;5;0.00533977;187.274;0;9
85;2;0.00258829;386.356;0;0
86;5;0.00691027;144.712;1;100
87;5;0.0057352;174.362;0;0
88;1;0.00165729;603.394;0;0
89;4;0.00534876;186.959;1;100
90;1;0.00178637;559.794;0;0
91;5;0.00609992;163.936;1;100
92;4;0.00602232;166.049;1;100
93;2;0.00271241;368.675;0;0
94;4;0.00453134;220.685;0;4
95;1;0.00177974;561.879;0;0
96;1;0.00153648;650.836;0;0
97;4;0.00496075;201.583;0;13
98;1;0.00155416;643.435;0;0
99;1;0.00160178;624.306;0;0
100;4;0.00548284;182.387;1;100
101;2;0.00293241;341.016;0;0
102;1;0.00165729;603.394;0;0
103;2;0.00268146;372.932;0;0
104;5;0.0061416;162.824;1;100
105;1;0.0015449;647.289;0;0
106;1;0.00179803;556.164;0;0
107;1;0.00160828;621.782;0;0
108;4;0.00459794;217.489;0;17
109;1;0.00180433;554.222;0;0
110;4;0.00488243;204.816;0;39
111;2;0.00255799;390.932;0;0
112;2;0.0026404;378.731;0;0
113;3;0.00347924;287.419;0;0
114;2;0.00251961;396.887;0;0
115;1;0.00148994;671.167;0;0
116;2;0.00275851;362.515;0;0
117;6;0.00733737;136.289;1;100
118;1;0.00180458;554.146;0;0
119;1;0.00166527;600.504;0;0
120;5;0.00526584;189.903;0;0
