N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;2;0.0173791;57.5403;0;0
2;3;0.0247263;40.4428;0;5
3;3;0.0233659;42.7974;0;0
4;5;0.0406233;24.6164;0;45
5;2;0.0191943;52.0987;0;0
6;4;0.0308229;32.4434;0;0
7;6;0.0463992;21.5521;1;78
8;6;0.0479761;20.8437;1;95
9;2;0.0173197;57.7376;0;0
10;3;0.0237695;42.0707;0;0
11;2;0.0174452;57.3223;0;0
12;4;0.0312071;32.044;0;2
13;2;0.01717;58.2412;0;0
14;5;0.0403262;24.7978;1;78
15;1;0.0105466;94.8172;0;0
16;2;0.0172387;58.0089;0;0
17;4;0.0321871;31.0684;0;8
18;1;0.010656;93.8442;0;0
19;1;0.0116346;85.9503;0;0
20;2;0.0171644;58.2601;0;0
21;2;0.0197922;50.5249;0;0
22;4;0.0315354;31.7104;0;6
23;2;0.0171198;58.4118;0;0
24;2;0.0171644;58.2601;0;0
25;4;0.0312892;31.9599;0;16
26;4;0.0321938;31.0618;0;7
27;1;0.0106055;94.2911;0;0
28;5;0.0463802;21.5609;1;100
29;3;0.0249087;40.1466;0;2
30;2;0.01717;58.2412;0;0
31;5;0.0374397;26.7096;0;7
32;4;0.031359;31.8888;0;6
33;1;0.0107826;92.7418;0;0
34;2;0.017439;57.3428;0;0
35;2;0.0182079;54.9213;0;0
36;3;0.0239182;41.8092;0;0
37;3;0.0235781;42.4123;0;0
38;5;0.0413684;24.173;0;27
39;5;0.0389609;25.6667;0;15
40;1;0.0116346;85.9503;0;0
