N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;6;0.0116508;85.8308;0;1
2;6;0.0119138;83.9362;0;2
3;5;0.0104499;95.6945;1;37
4;5;0.00981868;101.847;0;0
5;6;0.0122058;81.9284;0;53
6;5;0.00933385;107.137;0;0
7;3;0.00644769;155.094;0;0
8;1;0.00301132;332.08;0;0
9;2;0.00501255;199.499;0;0
10;3;0.00625007;159.998;0;0
11;2;0.00470799;212.405;0;0
12;3;0.00656291;152.371;0;0
13;3;0.00655685;152.512;0;0
14;2;0.00487724;205.034;0;0
15;1;0.00291895;342.589;0;0
16;4;0.00814725;122.741;0;0
17;5;0.0104678;95.5312;0;37
18;5;0.0110295;90.6663;1;56
19;1;0.00291895;342.589;0;0
20;5;0.00975004;102.564;1;3
21;2;0.0048435;206.462;0;0
22;1;0.00291882;342.605;0;0
23;4;0.00830498;120.41;0;4
24;1;0.00281731;354.949;0;0
25;6;0.0127023;78.726;1;53
26;6;0.0126208;79.2341;0;58
27;6;0.0130413;76.6794;1;100
28;3;0.00679253;147.221;0;0
29;1;0.00304393;328.523;0;0
30;3;0.0068748;145.459;0;1
31;2;0.00465457;214.843;0;0
32;1;0.00294644;339.393;0;0
33;1;0.00297461;336.179;0;0
34;6;0.0116006;86.2024;0;14
35;7;0.0139182;71.8483;0;55
36;3;0.00658117;151.949;0;1
37;5;0.0108471;92.1906;0;67
38;5;0.0105245;95.016;0;26
39;2;0.00466861;214.197;0;0
40;7;0.0127774;78.2632;0;21
41;1;0.00297461;336.179;0;0
42;6;0.01235;80.9717;1;84
43;1;0.00294547;339.505;0;0
44;2;0.00468568;213.416;0;0
45;3;0.00672833;148.625;0;6
46;5;0.00983157;101.713;0;2
47;4;0.00933822;107.087;0;12
48;3;0.00683228;146.364;0;1
49;4;0.00815636;122.604;0;0
50;4;0.0119497;83.6842;1;100
51;3;0.00696092;143.659;0;6
52;2;0.00473342;211.264;0;0
53;2;0.00477116;209.593;0;0
54;5;0.0106956;93.4964;0;36
55;3;0.00679383;147.192;0;0
56;5;0.01057;94.6073;0;56
57;1;0.00361074;276.952;0;0
58;5;0.00937178;106.703;0;0
59;5;0.0111577;89.6244;0;47
60;4;0.00841225;118.874;0;2
61;2;0.00435212;229.773;0;0
62;2;0.00492613;202.999;0;0
63;2;0.00477469;209.438;0;0
64;2;0.00479327;208.626;0;0
65;1;0.00287092;348.321;0;0
66;2;0.00468819;213.302;0;0
67;8;0.0146327;68.3402;1;35
68;5;0.0102497;97.5638;0;24
69;2;0.00472195;211.777;0;0
70;5;0.010867;92.0218;1;81
71;5;0.010144;98.5804;0;8
72;2;0.00456144;219.229;0;0
73;2;0.00469739;212.884;0;0
74;3;0.00576498;173.461;0;0
75;8;0.0146497;68.261;0;38
76;2;0.004419;226.295;0;0
77;1;0.0027615;362.122;0;0
78;4;0.00798043;125.307;0;0
79;1;0.00282961;353.406;0;0
80;5;0.0108249;92.3794;0;63
81;7;0.0144791;69.065;0;44
82;5;0.0107099;93.3711;0;57
83;2;0.00459363;217.693;0;0
84;4;0.0091289;109.542;0;46
85;2;0.00457869;218.403;0;0
86;4;0.00927805;107.781;1;56
87;1;0.00361074;276.952;0;0
88;5;0.0110238;90.7132;0;82
89;4;0.0079202;126.259;0;0
90;2;0.00466271;214.468;0;0
91;2;0.00517335;193.298;0;0
92;2;0.00464;215.517;0;0
93;3;0.0063345;157.866;0;0
94;3;0.00639733;156.315;0;0
95;3;0.00657454;152.102;0;1
96;1;0.0028324;353.058;0;0
97;6;0.0127595;78.3728;1;81
98;6;0.0123239;81.1434;1;53
99;6;0.0109521;91.3064;0;0
100;3;0.00639543;156.362;0;0
101;3;0.00725877;137.764;0;14
102;4;0.00819784;121.983;0;0
103;2;0.00479062;208.741;0;0
104;4;0.00767851;130.234;0;0
105;4;0.00928236;107.731;0;24
106;2;0.00481484;207.691;0;0
107;2;0.00479351;208.615;0;0
108;4;0.0082049;121.878;0;1
109;4;0.00842434;118.704;0;6
110;4;0.00862849;115.895;0;9
111;2;0.00498302;200.681;0;0
112;1;0.00291543;343.002;0;0
113;6;0.0124304;80.4482;1;23
114;4;0.00826049;121.058;0;2
115;2;0.00499681;200.128;0;0
116;2;0.00461187;216.832;0;0
117;2;0.00494669;202.155;0;0
118;1;0.00288968;346.059;0;0
119;1;0.00296823;336.901;0;0
120;1;0.00285095;350.76;0;0
121;1;0.00361074;276.952;0;0
122;2;0.00491725;203.366;0;0
123;2;0.00466617;214.309;0;0
124;2;0.00466337;214.437;0;0
125;1;0.0030558;327.247;0;0
126;2;0.00497209;201.123;0;0
127;1;0.00289212;345.767;0;0
128;6;0.0134342;74.4369;1;100
129;4;0.00810019;123.454;0;0
130;5;0.00988464;101.167;0;2
131;7;0.0130308;76.7415;0;18
132;2;0.00498137;200.748;0;0
133;2;0.00467092;214.091;0;0
134;2;0.00496194;201.534;0;0
135;2;0.00465521;214.813;0;0
136;3;0.00677543;147.592;0;5
137;2;0.00485186;206.107;0;0
138;1;0.00291167;343.446;0;0
139;1;0.00304301;328.621;0;0
140;7;0.0137602;72.6735;0;21
