N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;8;0.0663012;15.0827;0;3
2;7;0.0639616;15.6344;0;8
3;1;0.0152668;65.5017;0;0
4;8;0.0671308;14.8963;0;8
5;7;0.06033;16.5755;0;4
6;6;0.052783;18.9455;0;3
7;6;0.0525205;19.0402;0;3
8;6;0.05136;19.4704;0;0
9;4;0.0364821;27.4107;0;0
10;4;0.0376933;26.5299;0;1
11;4;0.0374095;26.7312;0;0
12;6;0.0516599;19.3574;0;3
13;3;0.0294645;33.9391;0;0
14;5;0.0437009;22.8828;0;0
15;3;0.0288516;34.6601;0;0
16;5;0.0445438;22.4498;0;1
17;5;0.0446261;22.4084;0;3
18;12;0.0974185;10.265;0;38
19;8;0.067139;14.8945;0;10
20;6;0.0513569;19.4716;0;1
