N;GRAU;PageRank;R-BEP;D-BRANCH
1;4;0.00886491;1;100
2;1;0.00290014;0;0
3;2;0.00473381;0;0
4;1;0.00288914;0;0
5;2;0.00464154;0;0
6;1;0.00293108;0;0
7;1;0.00289089;0;0
8;2;0.00475265;0;0
9;2;0.00487092;0;0
10;3;0.00619658;0;0
11;1;0.00294595;0;0
12;1;0.00310919;0;0
13;1;0.00306627;0;0
14;1;0.00293108;0;0
15;4;0.00814105;0;0
16;1;0.00286299;0;0
17;1;0.00289694;0;0
18;4;0.00958574;1;100
19;4;0.0107555;1;100
20;2;0.00482584;0;0
21;1;0.00288796;0;0
22;4;0.00926613;1;100
23;2;0.00478782;0;0
24;1;0.00306997;0;0
25;2;0.00473313;0;0
26;4;0.00975809;1;100
27;1;0.00307934;0;0
28;4;0.00967439;1;100
29;1;0.00284577;0;0
30;2;0.00504641;0;0
31;1;0.00307934;0;0
32;4;0.0105197;1;100
33;1;0.00307641;0;0
34;4;0.00898654;1;47
35;4;0.00876944;0;0
36;2;0.0049601;0;0
37;1;0.0028672;0;0
38;1;0.00310919;0;0
39;1;0.00292366;0;0
40;1;0.00309133;0;0
41;1;0.00310919;0;0
42;1;0.00310919;0;0
43;2;0.00470927;0;0
44;4;0.00895492;0;0
45;4;0.00966884;1;100
46;4;0.00855468;0;0
47;2;0.004319;0;0
48;4;0.0106259;1;100
49;5;0.0121389;1;100
50;1;0.00273725;0;0
51;1;0.0029053;0;0
52;4;0.00967823;1;100
53;5;0.0121061;1;100
54;1;0.00288914;0;0
55;4;0.0107099;1;100
56;4;0.00823093;0;41
57;4;0.0107555;1;100
58;4;0.0105557;1;100
59;1;0.00276288;0;0
60;4;0.00885126;1;35
61;2;0.00505002;0;0
62;3;0.00595438;0;0
63;4;0.00950097;1;100
64;4;0.00968262;1;100
65;4;0.00947028;1;100
66;3;0.00682924;0;0
67;1;0.00303941;0;0
68;1;0.00289694;0;0
69;1;0.00307934;0;0
70;1;0.00276065;0;0
71;1;0.00306878;0;0
72;2;0.00466456;0;0
73;1;0.00273725;0;0
74;4;0.0103815;1;100
75;1;0.00306997;0;0
76;1;0.00311889;0;0
77;5;0.0107755;1;100
78;1;0.00293108;0;0
79;5;0.0114221;1;100
80;4;0.00974549;1;100
81;4;0.00875774;0;75
82;1;0.00310919;0;0
83;1;0.00310919;0;0
84;1;0.00311889;0;0
85;1;0.00289694;0;0
86;3;0.00808698;1;100
87;1;0.00303941;0;0
88;4;0.00873229;0;0
89;2;0.00494599;0;0
90;5;0.0105747;1;86
91;1;0.00304876;0;0
92;4;0.00850354;0;8
93;4;0.0080426;0;0
94;1;0.00289136;0;0
95;5;0.0122961;1;100
96;5;0.0119639;1;100
97;1;0.00290425;0;0
98;1;0.00276065;0;0
99;4;0.00975044;1;100
100;1;0.00288996;0;0
101;4;0.00994171;1;100
102;5;0.0113503;1;100
103;4;0.00812249;0;0
104;1;0.0027593;0;0
105;1;0.00289136;0;0
106;1;0.0027593;0;0
107;1;0.00288796;0;0
108;1;0.00306878;0;0
109;1;0.00306878;0;0
110;4;0.00940645;1;100
111;1;0.0028703;0;0
112;5;0.0113371;1;100
113;1;0.00292366;0;0
114;1;0.00289136;0;0
115;4;0.00883518;1;100
116;1;0.00290693;0;0
117;1;0.00306627;0;0
118;6;0.0135951;1;100
119;2;0.00446722;0;0
120;1;0.00311889;0;0
121;1;0.00294595;0;0
122;1;0.00285229;0;0
123;1;0.0028322;0;0
124;1;0.00273625;0;0
125;1;0.00306997;0;0
126;1;0.0028672;0;0
127;1;0.00305524;0;0
128;5;0.0111995;1;100
129;4;0.00950071;1;100
130;4;0.0105694;1;100
131;4;0.00972617;1;100
132;1;0.00286299;0;0
133;1;0.00307641;0;0
134;5;0.0123397;1;100
135;1;0.00289089;0;0
136;4;0.00876983;0;8
137;1;0.00311889;0;0
138;4;0.010456;1;100
139;1;0.00305524;0;0
140;1;0.00276288;0;0
141;1;0.0028322;0;0
142;1;0.00290014;0;0
143;1;0.00303941;0;0
144;4;0.00955133;1;100
145;2;0.00501462;0;0
146;2;0.00496786;0;0
147;1;0.00304876;0;0
148;2;0.00469483;0;0
149;1;0.00285229;0;0
150;1;0.00311889;0;0
151;1;0.00304876;0;0
152;1;0.00285223;0;0
153;1;0.00285223;0;0
154;1;0.00312465;0;0
155;1;0.00305524;0;0
156;1;0.00277509;0;0
157;1;0.00309133;0;0
158;1;0.00290693;0;0
159;1;0.00290425;0;0
160;1;0.00309133;0;0
161;1;0.0028672;0;0
162;1;0.0029053;0;0
163;1;0.00284577;0;0
164;4;0.00858318;0;0
165;4;0.00916778;1;100
166;1;0.0027593;0;0
167;1;0.00306627;0;0
168;4;0.0105079;1;100
169;4;0.0104255;1;100
170;2;0.00486747;0;0
171;1;0.00312465;0;0
172;1;0.00307641;0;0
173;4;0.0107099;1;100
174;4;0.0077456;0;0
175;1;0.00288996;0;0
176;1;0.00292366;0;0
177;1;0.00311889;0;0
178;4;0.0105253;1;100
179;4;0.008043;0;0
180;1;0.0028703;0;0
