N;GRAU;PageRank;R-BEP;D-BRANCH
1;3;0.00556922;0;15
2;3;0.00559721;0;17
3;1;0.00268412;0;0
4;4;0.00730717;0;3
5;1;0.00247234;0;0
6;1;0.00262027;0;0
7;2;0.00408553;0;0
8;2;0.00444152;0;0
9;2;0.00393219;0;0
10;2;0.00395738;0;0
11;3;0.00557171;0;0
12;2;0.00428434;0;0
13;1;0.00250751;0;0
14;2;0.00403989;0;0
15;3;0.00533868;0;0
16;2;0.00409011;0;0
17;5;0.00799692;0;0
18;1;0.00241058;0;0
19;1;0.00238049;0;0
20;1;0.00250684;0;0
21;1;0.00236775;0;0
22;2;0.00406749;0;0
23;1;0.00247912;0;0
24;5;0.00872511;1;38
25;5;0.0083127;0;0
26;2;0.00418079;0;0
27;5;0.00873991;0;25
28;1;0.00262027;0;0
29;3;0.00546328;0;0
30;1;0.00251472;0;0
31;2;0.00401802;0;0
32;1;0.00235862;0;0
33;7;0.0127413;1;100
34;1;0.00230878;0;0
35;2;0.00402629;0;0
36;1;0.00238141;0;0
37;8;0.0138866;1;100
38;2;0.00402582;0;0
39;3;0.00556131;0;0
40;5;0.008633;0;2
41;2;0.00384985;0;0
42;4;0.00752073;0;3
43;1;0.00230944;0;0
44;1;0.00237941;0;0
45;4;0.00736384;0;5
46;5;0.00989049;1;100
47;1;0.00241866;0;0
48;1;0.00237993;0;0
49;5;0.00941033;0;0
50;9;0.014309;1;17
51;2;0.00371715;0;0
52;5;0.00929697;1;84
53;4;0.00698032;0;0
54;4;0.0067978;0;7
55;2;0.0037118;0;0
56;5;0.00909459;0;78
57;5;0.00833101;0;0
58;5;0.00809507;0;0
59;2;0.00388682;0;0
60;3;0.00599691;0;0
61;1;0.00247234;0;0
62;4;0.00737154;0;8
63;2;0.0039265;0;0
64;5;0.00984809;1;100
65;5;0.00793766;0;0
66;1;0.00235994;0;0
67;4;0.00674984;0;0
68;1;0.00241382;0;0
69;6;0.0106627;0;22
70;1;0.00252145;0;0
71;2;0.00392478;0;0
72;1;0.00294759;0;0
73;5;0.00868297;0;36
74;6;0.0094168;0;0
75;2;0.00396224;0;0
76;4;0.00759784;0;14
77;6;0.0107667;1;95
78;1;0.00239815;0;0
79;5;0.00972026;1;100
80;2;0.00406953;0;0
81;4;0.00994944;1;100
82;4;0.00830868;0;49
83;5;0.00910631;1;30
84;2;0.00408255;0;0
85;2;0.00400055;0;0
86;4;0.00746037;1;73
87;2;0.00418062;0;0
88;1;0.00234389;0;0
89;1;0.00251472;0;0
90;2;0.00433552;0;0
91;4;0.00787533;0;62
92;2;0.0035334;0;0
93;4;0.00742235;0;36
94;2;0.00412285;0;0
95;4;0.0087096;1;100
96;1;0.00250977;0;0
97;1;0.00248578;0;0
98;1;0.00237993;0;0
99;3;0.005462;0;0
100;1;0.00259893;0;0
101;1;0.00248578;0;0
102;4;0.00768282;0;24
103;5;0.00815848;0;0
104;1;0.00250751;0;0
105;3;0.00585671;0;0
106;2;0.00430239;0;0
107;3;0.00597796;0;0
108;4;0.0069746;0;0
109;1;0.00255693;0;0
110;5;0.00812172;0;6
111;2;0.00403553;0;0
112;5;0.0078455;0;0
113;1;0.00243209;0;0
114;4;0.00682256;0;30
115;5;0.00986142;1;100
116;6;0.0109172;1;100
117;2;0.00371135;0;0
118;4;0.00713371;0;13
119;1;0.00270363;0;0
120;4;0.00669594;0;0
121;5;0.00866256;0;26
122;3;0.00524018;0;0
123;5;0.00993012;1;100
124;2;0.00389105;0;0
125;1;0.00294759;0;0
126;2;0.00398458;0;0
127;5;0.0101388;1;100
128;1;0.00230878;0;0
129;1;0.00253246;0;0
130;6;0.00971952;0;22
131;5;0.00945959;1;94
132;1;0.00255693;0;0
133;5;0.00902597;1;92
134;2;0.00409354;0;0
135;8;0.012453;1;61
136;1;0.00262027;0;0
137;3;0.00546974;0;2
138;1;0.00294759;0;0
139;2;0.00383536;0;0
140;4;0.00650282;0;0
141;2;0.00404642;0;0
142;2;0.00363257;0;0
143;4;0.00880864;1;100
144;5;0.00789577;0;0
145;1;0.00244146;0;0
146;1;0.00270517;0;0
147;5;0.00868064;0;0
148;5;0.00822485;0;8
149;1;0.0023166;0;0
150;3;0.00526082;0;0
151;5;0.0105114;1;100
152;2;0.00393457;0;0
153;1;0.00252145;0;0
154;2;0.00363218;0;0
155;2;0.00429268;0;0
156;2;0.00394305;0;0
157;5;0.00940446;0;16
158;6;0.0107761;0;58
159;5;0.00964119;1;100
160;1;0.00270363;0;0
161;2;0.00385205;0;0
162;1;0.00270517;0;0
163;3;0.00512439;0;0
164;2;0.00383433;0;0
165;1;0.00246593;0;0
166;1;0.00250977;0;0
167;2;0.00377621;0;0
168;2;0.00375609;0;0
169;2;0.0041041;0;0
170;4;0.00880141;1;100
171;6;0.00919532;0;0
172;4;0.0077449;1;56
173;5;0.00848617;0;10
174;4;0.00731396;0;5
175;1;0.00268412;0;0
176;5;0.00840394;0;41
177;3;0.00579615;1;26
178;4;0.00726297;0;1
179;2;0.00382967;0;0
180;2;0.00379547;0;0
