N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00340662;0;0
2;4;0.00939196;0;0
3;1;0.00337555;0;0
4;1;0.00314145;0;0
5;2;0.00514706;0;0
6;2;0.00492222;0;0
7;1;0.00305228;0;0
8;4;0.00939095;0;0
9;1;0.00297965;0;0
10;2;0.00518546;0;0
11;2;0.00527636;0;0
12;1;0.00312092;0;0
13;1;0.00298375;0;0
14;5;0.0129644;1;100
15;1;0.00322696;0;0
16;2;0.00499117;0;0
17;4;0.00994053;1;100
18;4;0.00967375;1;100
19;2;0.00563459;0;0
20;1;0.00298207;0;0
21;1;0.00314526;0;0
22;1;0.00293329;0;0
23;4;0.0102749;1;100
24;5;0.0129868;1;100
25;6;0.0131869;1;100
26;1;0.00314526;0;0
27;4;0.00853959;0;0
28;2;0.00480085;0;0
29;4;0.0104057;1;100
30;2;0.00519361;0;0
31;3;0.00712345;0;0
32;1;0.00322696;0;0
33;1;0.0032485;0;0
34;4;0.00885949;0;0
35;2;0.00504871;0;0
36;2;0.00519014;0;0
37;2;0.00489123;0;0
38;1;0.00314145;0;0
39;1;0.00289429;0;0
40;1;0.00340662;0;0
41;2;0.00509179;0;0
42;1;0.00337555;0;0
43;2;0.00536587;0;0
44;2;0.00511935;0;0
45;4;0.0096101;1;100
46;1;0.00307203;0;0
47;1;0.00298729;0;0
48;4;0.0100655;1;100
49;3;0.00620707;0;0
50;5;0.0113414;0;0
51;1;0.00312334;0;0
52;4;0.00862161;0;0
53;1;0.00322696;0;0
54;1;0.00312875;0;0
55;4;0.0107571;1;100
56;4;0.0089101;0;0
57;4;0.00962942;1;100
58;4;0.0116194;1;100
59;5;0.0122186;1;100
60;1;0.00279519;0;0
61;1;0.00298729;0;0
62;1;0.00337555;0;0
63;1;0.00307614;0;0
64;3;0.00759893;0;0
65;2;0.00500707;0;0
66;4;0.00995192;1;100
67;2;0.00515718;0;0
68;6;0.0144691;1;100
69;4;0.00923523;0;0
70;1;0.00314526;0;0
71;4;0.0102863;1;100
72;2;0.00487581;0;0
73;4;0.00825411;0;0
74;2;0.0050525;0;0
75;1;0.00296583;0;0
76;1;0.00284057;0;0
77;1;0.00298632;0;0
78;4;0.0092084;0;0
79;4;0.00964151;1;100
80;1;0.00300792;0;0
81;2;0.00484241;0;0
82;1;0.00312092;0;0
83;2;0.00518892;0;0
84;3;0.00708502;0;0
85;2;0.00472988;0;0
86;5;0.0134674;1;100
87;2;0.00514358;0;0
88;1;0.00307641;0;0
89;4;0.00962153;0;0
90;1;0.00321961;0;0
91;2;0.00561431;0;0
92;3;0.00680279;0;0
93;3;0.00731923;0;0
94;2;0.00551587;0;0
95;1;0.00314145;0;0
96;1;0.00300792;0;0
97;1;0.00315588;0;0
98;4;0.00938825;1;100
99;1;0.00315588;0;0
100;1;0.00299891;0;0
101;5;0.00990283;1;100
102;1;0.00280564;0;0
103;1;0.00305228;0;0
104;5;0.0113876;1;100
105;4;0.00889087;1;100
106;4;0.00970077;0;0
107;2;0.00513482;0;0
108;2;0.00503853;0;0
109;4;0.0108753;1;100
110;4;0.00950897;0;0
111;5;0.011426;1;100
112;1;0.00280564;0;0
113;3;0.00637177;0;0
114;1;0.00314382;0;0
115;5;0.0105686;0;0
116;3;0.00684885;0;0
117;2;0.00505753;0;0
118;4;0.0104395;1;100
119;4;0.00887073;0;0
120;1;0.00312875;0;0
121;1;0.00307614;0;0
122;1;0.0032485;0;0
123;5;0.0109276;0;0
124;1;0.00322338;0;0
125;1;0.00340662;0;0
126;4;0.00882767;0;0
127;1;0.00307203;0;0
128;1;0.00301466;0;0
129;1;0.00304986;0;0
130;5;0.0125802;1;100
131;5;0.012179;1;100
132;2;0.00539411;0;0
133;2;0.00520442;0;0
134;1;0.00301466;0;0
135;2;0.00525844;0;0
136;2;0.00513755;0;0
137;4;0.0103118;1;100
138;2;0.00519258;0;0
139;3;0.00712175;0;0
140;1;0.00322338;0;0
141;1;0.0028734;0;0
142;4;0.0089556;0;0
143;1;0.00321961;0;0
144;1;0.00314871;0;0
145;5;0.0100634;0;0
146;4;0.0114732;1;100
147;4;0.0100448;1;100
148;2;0.00484753;0;0
149;1;0.00314382;0;0
150;4;0.00923464;0;0
151;4;0.0107393;1;100
152;4;0.00954507;0;0
153;1;0.00314871;0;0
154;1;0.00299317;0;0
155;5;0.0109876;0;0
156;4;0.0103827;1;100
157;3;0.00673149;0;0
158;3;0.00730406;0;0
159;2;0.00520068;0;0
160;1;0.00312334;0;0
