N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00118461;0;0
2;5;0.00408478;0;0
3;6;0.00566004;1;100
4;1;0.0012398;0;0
5;8;0.00693739;1;100
6;1;0.00124001;0;0
7;1;0.00117277;0;0
8;4;0.0033256;0;0
9;5;0.00445057;0;0
10;1;0.00118596;0;0
11;4;0.00354131;0;0
12;4;0.00396598;1;100
13;2;0.00179473;0;0
14;1;0.00133926;0;0
15;7;0.00536534;0;0
16;2;0.00195287;0;0
17;2;0.00207852;0;0
18;2;0.00200034;0;0
19;1;0.00116979;0;0
20;2;0.0018663;0;0
21;3;0.00255805;0;0
22;4;0.00358204;1;100
23;4;0.00349707;0;0
24;1;0.00106897;0;0
25;2;0.00202436;0;0
26;1;0.00118195;0;0
27;4;0.00347682;0;0
28;1;0.0012197;0;0
29;4;0.00355589;1;100
30;2;0.00178419;0;0
31;3;0.00253213;0;0
32;2;0.00195868;0;0
33;5;0.00425901;1;100
34;1;0.00113063;0;0
35;4;0.0033621;0;0
36;1;0.00126158;0;0
37;2;0.00198365;0;0
38;2;0.00193373;0;0
39;1;0.00133361;0;0
40;1;0.00111829;0;0
41;5;0.00390301;0;0
42;3;0.00269163;0;0
43;2;0.00198101;0;0
44;3;0.00273426;0;0
45;1;0.00114222;0;0
46;5;0.00471842;1;100
47;5;0.00477038;1;100
48;1;0.00115855;0;0
49;1;0.00118195;0;0
50;1;0.0011279;0;0
51;4;0.00368194;0;0
52;6;0.00451668;0;0
53;5;0.00466321;1;100
54;2;0.00211458;0;0
55;4;0.00341823;1;100
56;4;0.0033096;0;0
57;2;0.00212546;0;0
58;1;0.00112285;0;0
59;4;0.00402272;1;100
60;3;0.00260301;0;0
61;4;0.00377687;0;0
62;1;0.00133697;0;0
63;2;0.00183015;0;0
64;1;0.00133697;0;0
65;2;0.00195511;0;0
66;1;0.00126351;0;0
67;1;0.0012501;0;0
68;4;0.00359162;0;0
69;4;0.0034356;0;0
70;7;0.00646053;1;100
71;1;0.00120373;0;0
72;5;0.00425025;0;0
73;5;0.00488415;1;100
74;5;0.00474965;1;100
75;5;0.00428762;0;0
76;1;0.00135542;0;0
77;4;0.00471065;1;100
78;1;0.00126599;0;0
79;5;0.00430393;0;0
80;2;0.00192873;0;0
81;2;0.00185139;0;0
82;1;0.00133697;0;0
83;4;0.0037951;1;100
84;1;0.0012501;0;0
85;1;0.00133361;0;0
86;1;0.00118041;0;0
87;1;0.00118609;0;0
88;4;0.00406494;1;100
89;2;0.00187176;0;0
90;2;0.00186496;0;0
91;1;0.00115855;0;0
92;6;0.00524672;1;100
93;4;0.00413756;1;100
94;2;0.00178391;0;0
95;2;0.00198329;0;0
96;2;0.00181706;0;0
97;1;0.00127086;0;0
98;1;0.00111588;0;0
99;4;0.00363263;0;0
100;1;0.00118461;0;0
101;5;0.00474679;1;100
102;4;0.00337504;0;0
103;4;0.00344391;0;0
104;6;0.00520187;1;100
105;1;0.00123837;0;0
106;6;0.00522973;1;100
107;1;0.00125819;0;0
108;1;0.00137601;0;0
109;2;0.0019781;0;0
110;5;0.00399381;0;0
111;2;0.00196345;0;0
112;4;0.00449691;1;100
113;2;0.00193037;0;0
114;1;0.00125942;0;0
115;2;0.00200184;0;0
116;2;0.00205834;0;0
117;1;0.00109677;0;0
118;2;0.00182909;0;0
119;4;0.00306146;0;0
120;1;0.0012398;0;0
121;1;0.00121892;0;0
122;1;0.00137601;0;0
123;5;0.00477112;1;100
124;3;0.00274313;0;0
125;1;0.00117004;0;0
126;4;0.00447535;1;100
127;4;0.00421579;1;100
128;6;0.00527705;1;100
129;4;0.00416197;1;100
130;6;0.00505661;1;100
131;5;0.00432591;0;0
132;1;0.00118609;0;0
133;2;0.00192775;0;0
134;1;0.00137601;0;0
135;1;0.00115678;0;0
136;2;0.00219634;0;0
137;1;0.00120531;0;0
138;1;0.00137601;0;0
139;1;0.00114773;0;0
140;1;0.00122853;0;0
141;4;0.00415618;1;100
142;3;0.00266025;0;0
143;1;0.00135542;0;0
144;5;0.00405595;0;0
145;4;0.00339913;0;0
146;1;0.00121777;0;0
147;5;0.00509437;1;100
148;5;0.00442136;0;0
149;2;0.00197046;0;0
150;2;0.0017647;0;0
151;5;0.0042081;0;0
152;5;0.00448769;1;100
153;1;0.00113618;0;0
154;1;0.00116775;0;0
155;1;0.00132942;0;0
156;4;0.00342948;0;0
157;4;0.00317038;0;0
158;1;0.00111193;0;0
159;1;0.00124104;0;0
160;2;0.00197976;0;0
161;1;0.001182;0;0
162;1;0.0011121;0;0
163;2;0.00198768;0;0
164;1;0.00120002;0;0
165;1;0.00125942;0;0
166;2;0.00194111;0;0
167;4;0.00362019;0;0
168;2;0.00181942;0;0
169;1;0.00120373;0;0
170;2;0.00177214;0;0
171;5;0.00454666;1;100
172;1;0.00117684;0;0
173;1;0.00109135;0;0
174;2;0.00192128;0;0
175;2;0.00190444;0;0
176;2;0.0021738;0;0
177;1;0.00123837;0;0
178;5;0.00468634;1;100
179;1;0.00115949;0;0
180;5;0.00508706;1;100
181;1;0.00125423;0;0
182;1;0.00120002;0;0
183;1;0.00117684;0;0
184;1;0.00133926;0;0
185;4;0.00356595;0;0
186;4;0.0037419;0;0
187;1;0.0011316;0;0
188;1;0.00133926;0;0
189;8;0.0065315;1;100
190;1;0.00112663;0;0
191;4;0.00300497;0;0
192;1;0.00132942;0;0
193;4;0.00319737;0;0
194;3;0.00250079;0;0
195;4;0.00348654;0;0
196;1;0.00117496;0;0
197;4;0.00448254;1;100
198;2;0.0019133;0;0
199;1;0.00114793;0;0
200;1;0.00112753;0;0
201;1;0.00112285;0;0
202;1;0.00117759;0;0
203;1;0.00118041;0;0
204;2;0.00201269;0;0
205;2;0.00192271;0;0
206;6;0.00474539;0;0
207;1;0.00132601;0;0
208;1;0.00115678;0;0
209;3;0.00253976;0;0
210;2;0.00194992;0;0
211;1;0.00112566;0;0
212;5;0.0045987;1;100
213;5;0.00430292;1;100
214;1;0.00135542;0;0
215;1;0.00118146;0;0
216;1;0.00114793;0;0
217;4;0.00311269;0;0
218;3;0.00263971;0;0
219;2;0.00186977;0;0
220;1;0.00117713;0;0
221;1;0.00117004;0;0
222;1;0.00116775;0;0
223;4;0.0040073;1;100
224;5;0.00425218;1;100
225;1;0.00114693;0;0
226;1;0.0012388;0;0
227;5;0.00473769;1;100
228;1;0.00132754;0;0
229;6;0.00438301;0;0
230;1;0.00113822;0;0
231;4;0.0045377;1;100
232;4;0.00388245;1;100
233;1;0.00127086;0;0
234;5;0.00467668;1;100
235;2;0.00192343;0;0
236;2;0.00201237;0;0
237;1;0.00115855;0;0
238;6;0.00507149;0;0
239;1;0.00132754;0;0
240;2;0.00202261;0;0
241;1;0.00125819;0;0
242;2;0.00203547;0;0
243;1;0.00132601;0;0
244;4;0.00334493;0;0
245;1;0.00117168;0;0
246;4;0.00374018;0;0
247;4;0.00407063;1;100
248;4;0.0038909;1;100
249;4;0.00401663;1;100
250;5;0.00407387;0;0
251;3;0.00267464;0;0
252;4;0.00379765;1;100
253;1;0.00122432;0;0
254;2;0.0018337;0;0
255;3;0.00267817;0;0
256;6;0.00527891;1;100
257;2;0.00185092;0;0
258;4;0.00343971;0;0
259;1;0.00118244;0;0
260;3;0.00280749;0;0
261;5;0.0042457;0;0
262;2;0.00188545;0;0
263;4;0.00319931;0;0
264;4;0.00401592;1;100
265;5;0.00509928;1;100
266;4;0.00318218;0;0
267;2;0.00184945;0;0
268;1;0.00117713;0;0
269;1;0.00113791;0;0
270;2;0.00204493;0;0
271;4;0.00397505;1;100
272;4;0.00451111;1;100
273;4;0.00376454;1;100
274;7;0.00565031;1;100
275;3;0.00267694;0;0
276;2;0.0019334;0;0
277;1;0.00122983;0;0
278;2;0.00191383;0;0
279;2;0.00197559;0;0
280;1;0.00117015;0;0
281;2;0.00201241;0;0
282;1;0.00124188;0;0
283;1;0.00122838;0;0
284;5;0.00441564;1;100
285;1;0.00122655;0;0
286;1;0.00133361;0;0
287;5;0.00469277;1;100
288;1;0.00115949;0;0
289;1;0.00121777;0;0
