N;GRAU;PageRank;R-BEP;D-BRANCH
1;3;0.00149231;0;0
2;5;0.00268042;1;100
3;4;0.00215295;1;100
4;1;0.00065065;0;0
5;4;0.0023945;1;100
6;1;0.000693899;0;0
7;5;0.00271285;1;100
8;1;0.000700253;0;0
9;4;0.00245223;1;100
10;1;0.000709016;0;0
11;4;0.00245419;1;100
12;1;0.000700645;0;0
13;4;0.00211077;1;100
14;5;0.00267211;1;100
15;4;0.00239473;1;100
16;1;0.000699385;0;0
17;4;0.00245419;1;100
18;5;0.00266907;1;100
19;4;0.00245223;1;100
20;1;0.000691155;0;0
21;1;0.000708459;0;0
22;4;0.00190388;0;0
23;1;0.000708598;0;0
24;1;0.000708209;0;0
25;1;0.000701649;0;0
26;1;0.000689522;0;0
27;1;0.000708459;0;0
28;1;0.000708519;0;0
29;4;0.00245157;1;100
30;4;0.00208386;1;100
31;1;0.000644425;0;0
32;4;0.0024151;1;100
33;1;0.000708209;0;0
34;1;0.000708519;0;0
35;1;0.000701207;0;0
36;3;0.00125988;0;0
37;4;0.00214831;1;100
38;4;0.00205658;1;100
39;1;0.000647448;0;0
40;1;0.000708002;0;0
41;4;0.00244812;1;100
42;1;0.00069638;0;0
43;1;0.000618277;0;0
44;4;0.00197802;0;0
45;1;0.000707867;0;0
46;1;0.000636038;0;0
47;1;0.000700171;0;0
48;1;0.000709016;0;0
49;1;0.000709152;0;0
50;4;0.00194622;1;100
51;4;0.00214378;1;100
52;4;0.0024051;1;100
53;1;0.000697876;0;0
54;4;0.00235568;1;100
55;1;0.00069203;0;0
56;1;0.000694036;0;0
57;4;0.0024422;1;100
58;4;0.0024504;1;100
59;1;0.000697876;0;0
60;4;0.00245289;1;100
61;4;0.00244942;1;100
62;1;0.000707867;0;0
63;1;0.000699109;0;0
64;6;0.00285872;1;100
65;5;0.00267126;1;100
66;4;0.00245157;1;100
67;4;0.00171021;0;0
68;4;0.00241294;1;100
69;1;0.000699156;0;0
70;3;0.00145075;0;0
71;1;0.000649385;0;0
72;4;0.00207477;1;100
73;4;0.00245483;1;100
74;1;0.000645687;0;0
75;1;0.00070874;0;0
76;4;0.00213743;1;100
77;4;0.00216416;1;100
78;1;0.000707867;0;0
79;1;0.000708209;0;0
80;4;0.0024151;1;100
81;4;0.00241953;1;100
82;1;0.000684099;0;0
83;1;0.000700076;0;0
84;4;0.00198523;1;100
85;4;0.00206985;1;100
86;4;0.00237337;1;100
87;1;0.000700253;0;0
88;1;0.000700059;0;0
89;1;0.000709016;0;0
90;4;0.00241295;1;100
91;1;0.000700645;0;0
92;1;0.000691077;0;0
93;4;0.0021586;1;100
94;1;0.000709152;0;0
