N;GRAU;PageRank;R-BEP;D-BRANCH
1;3;0.0114489;0;0
2;1;0.00525414;0;0
3;5;0.0204739;1;100
4;2;0.00854685;0;0
5;6;0.0203521;0;30
6;1;0.00502771;0;0
7;4;0.0142185;0;15
8;3;0.0108698;0;0
9;5;0.0179637;0;5
10;4;0.0141934;0;0
11;1;0.00488924;0;0
12;4;0.014877;0;13
13;5;0.0163883;0;0
14;2;0.00771274;0;0
15;2;0.00830754;0;0
16;2;0.00777965;0;0
17;9;0.0298556;0;68
18;6;0.0203247;0;34
19;4;0.0140752;0;15
20;2;0.00774678;0;0
21;5;0.0171935;0;7
22;5;0.0180713;0;22
23;4;0.0142025;0;1
24;7;0.0250346;1;100
25;4;0.014323;0;4
26;5;0.0198773;1;95
27;5;0.0165984;0;2
28;4;0.0147888;0;0
29;2;0.00798358;0;0
30;7;0.0225124;0;13
31;3;0.011361;0;0
32;1;0.00494712;0;0
33;5;0.0207601;1;100
34;4;0.0147829;0;4
35;2;0.00934878;0;0
36;4;0.0135851;0;0
37;2;0.00814355;0;0
38;4;0.0140346;0;4
39;1;0.00495027;0;0
40;2;0.00846106;0;0
41;1;0.00491491;0;0
42;4;0.0148363;0;9
43;1;0.00553691;0;0
44;1;0.0046947;0;0
45;3;0.0108867;0;0
46;2;0.00861218;0;0
47;3;0.0120031;0;0
48;2;0.00825054;0;0
49;5;0.0177308;0;31
50;6;0.0198874;0;1
51;4;0.0141813;0;0
52;2;0.00862766;0;0
53;4;0.013722;0;1
54;3;0.0107008;0;0
55;2;0.00870312;0;0
56;1;0.00491491;0;0
57;1;0.0059479;0;0
58;3;0.0114148;0;1
59;5;0.0165938;0;2
60;2;0.00791569;0;0
61;1;0.00535556;0;0
62;3;0.0113618;0;9
63;1;0.00535556;0;0
64;5;0.0215406;1;100
65;1;0.00553691;0;0
66;4;0.0151227;0;14
67;5;0.0188643;0;7
68;2;0.00774433;0;0
69;3;0.0107227;0;1
70;7;0.0237952;1;57
71;1;0.0059479;0;0
72;3;0.0110671;0;1
73;5;0.0163315;0;0
74;3;0.0108161;0;0
75;6;0.0217078;1;37
76;4;0.0138;0;0
77;4;0.0191666;1;100
78;4;0.0136136;0;0
79;1;0.00540422;0;0
80;1;0.00540422;0;0
