N;GRAU;PageRank;R-BEP;D-BRANCH
1;5;0.0239066;0;2
2;2;0.0113912;0;0
3;2;0.0114862;0;0
4;1;0.0068596;0;0
5;5;0.0255717;1;86
6;2;0.0114038;0;0
7;4;0.0188395;0;1
8;5;0.0248439;0;11
9;5;0.0236644;0;4
10;4;0.0210957;0;16
11;1;0.00693681;0;0
12;5;0.0263678;0;57
13;2;0.0109776;0;0
14;3;0.0161921;0;5
15;3;0.0158941;0;5
16;6;0.0294214;1;40
17;5;0.0251652;0;12
18;2;0.0113298;0;0
19;2;0.01133;0;0
20;4;0.0204749;0;3
21;5;0.0233931;0;6
22;5;0.0254466;0;53
23;2;0.0110142;0;0
24;2;0.0119817;0;0
25;1;0.0071372;0;0
26;1;0.00666326;0;0
27;4;0.0197624;0;4
28;3;0.0163255;0;4
29;2;0.0114727;0;0
30;2;0.0108097;0;0
31;3;0.0160197;0;5
32;2;0.0114322;0;0
33;2;0.0109471;0;0
34;2;0.0113985;0;0
35;2;0.0110706;0;0
36;3;0.0158209;0;1
37;3;0.0160919;0;2
38;1;0.00682592;0;0
39;3;0.0156131;0;0
40;4;0.0204445;0;4
41;5;0.0241428;0;6
42;2;0.0113758;0;0
43;2;0.0112494;0;0
44;4;0.0218221;0;19
45;1;0.00666803;0;0
46;5;0.0247379;0;20
47;6;0.0313187;1;100
48;3;0.0165378;0;8
49;4;0.0206727;0;15
50;5;0.0262765;0;16
51;5;0.0256447;1;56
52;2;0.011206;0;0
53;2;0.0118703;0;0
54;3;0.0150904;0;1
55;3;0.0156123;0;0
56;3;0.015776;0;0
57;6;0.0289405;0;13
58;1;0.006967;0;0
59;1;0.00698252;0;0
60;7;0.0342857;0;87
