N;GRAU;PageRank;R-BEP;D-BRANCH
1;5;0.0113427;1;100
2;4;0.00894335;1;100
3;2;0.00473402;0;0
4;1;0.00289272;0;0
5;1;0.0031217;0;0
6;5;0.0124537;1;100
7;1;0.00303553;0;0
8;1;0.00272843;0;0
9;1;0.00311297;0;0
10;1;0.00269108;0;0
11;1;0.00291832;0;0
12;2;0.00503644;0;0
13;5;0.0100646;0;0
14;1;0.00311589;0;0
15;4;0.0105541;1;100
16;1;0.00308707;0;0
17;1;0.0031217;0;0
18;4;0.00923577;1;100
19;1;0.00276421;0;0
20;2;0.00463227;0;0
21;4;0.00982103;1;100
22;4;0.0104703;1;100
23;4;0.00873422;0;0
24;1;0.00296289;0;0
25;4;0.00849167;0;0
26;4;0.0106665;1;100
27;1;0.00311297;0;0
28;2;0.0050992;0;0
29;4;0.00970645;1;100
30;1;0.00295046;0;0
31;2;0.00490477;0;0
32;4;0.00969166;1;100
33;1;0.00278367;0;0
34;1;0.00281716;0;0
35;4;0.00972485;1;100
36;1;0.00311589;0;0
37;4;0.0107277;1;100
38;2;0.00507593;0;0
39;2;0.00465878;0;0
40;4;0.0106058;1;100
41;4;0.0107688;1;100
42;1;0.0030491;0;0
43;1;0.00289595;0;0
44;2;0.0048492;0;0
45;2;0.00460931;0;0
46;1;0.00289272;0;0
47;4;0.00883191;1;100
48;4;0.00981169;1;100
49;1;0.00296289;0;0
50;4;0.00850825;0;0
51;2;0.0045041;0;0
52;4;0.0107688;1;100
53;1;0.00311589;0;0
54;4;0.0107616;1;100
55;3;0.00666901;0;0
56;1;0.00295966;0;0
57;1;0.00289986;0;0
58;1;0.00311297;0;0
59;1;0.00285923;0;0
60;2;0.00512016;0;0
61;1;0.00284249;0;0
62;3;0.00592643;0;0
63;4;0.0104271;1;100
64;1;0.00307609;0;0
65;1;0.00308707;0;0
66;1;0.00284249;0;0
67;5;0.0113581;1;100
68;4;0.0089181;1;100
69;1;0.00269108;0;0
70;1;0.00289986;0;0
71;1;0.00311727;0;0
72;4;0.00917805;1;100
73;1;0.00312017;0;0
74;1;0.00308707;0;0
75;4;0.00929466;1;100
76;1;0.00311297;0;0
77;4;0.00851533;1;100
78;1;0.00309997;0;0
79;1;0.00308707;0;0
80;1;0.00307609;0;0
81;2;0.00456201;0;0
82;1;0.00295046;0;0
83;1;0.00289595;0;0
84;1;0.00307609;0;0
85;2;0.00499963;0;0
86;1;0.00311297;0;0
87;4;0.00825904;1;100
88;1;0.00286901;0;0
89;4;0.00927918;1;100
90;1;0.0031217;0;0
91;1;0.00295046;0;0
92;1;0.00267666;0;0
93;1;0.00311727;0;0
94;1;0.00289281;0;0
95;1;0.00305828;0;0
96;4;0.00920614;1;100
97;4;0.00957967;1;100
98;1;0.00289595;0;0
99;1;0.00286901;0;0
100;1;0.00312017;0;0
101;1;0.00311589;0;0
102;1;0.00266154;0;0
103;1;0.00312017;0;0
104;1;0.0031217;0;0
105;4;0.00813432;0;0
106;1;0.0029203;0;0
107;4;0.0103633;1;100
108;2;0.00483031;0;0
109;4;0.0107277;1;100
110;1;0.00281549;0;0
111;3;0.00675006;0;0
112;1;0.00295966;0;0
113;1;0.00305828;0;0
114;4;0.0100063;1;100
115;1;0.00303553;0;0
116;2;0.00512683;0;0
117;4;0.0106058;1;100
118;3;0.00639891;0;0
119;1;0.00289595;0;0
120;1;0.00288251;0;0
121;1;0.00281716;0;0
122;1;0.00308707;0;0
123;1;0.00278367;0;0
124;1;0.00305828;0;0
125;1;0.00312017;0;0
126;4;0.00867448;1;100
127;5;0.0106976;1;100
128;4;0.00969123;1;100
129;4;0.00787898;0;0
130;1;0.00311589;0;0
131;1;0.00271975;0;0
132;1;0.00311297;0;0
133;1;0.00308707;0;0
134;4;0.0100214;1;100
135;2;0.0049456;0;0
136;4;0.0107415;1;100
137;5;0.0109279;1;100
138;2;0.0046876;0;0
139;1;0.00309997;0;0
140;4;0.0107616;1;100
141;4;0.00953361;1;100
142;1;0.00312017;0;0
143;2;0.00462877;0;0
144;1;0.00276159;0;0
145;4;0.00970645;1;100
146;5;0.0107542;1;100
147;1;0.00288251;0;0
148;4;0.00795421;0;0
149;1;0.00309997;0;0
150;1;0.0031217;0;0
151;1;0.00264949;0;0
152;2;0.00466723;0;0
153;4;0.00945487;1;100
154;4;0.00964318;1;100
155;1;0.00285923;0;0
156;3;0.0066867;0;0
157;1;0.0030491;0;0
158;1;0.00281549;0;0
159;2;0.00453643;0;0
160;2;0.00450487;0;0
161;1;0.0030491;0;0
162;2;0.00503644;0;0
163;1;0.00276421;0;0
164;2;0.00462877;0;0
165;3;0.00806095;1;100
166;4;0.00887728;0;0
167;4;0.00842041;0;0
168;4;0.00865126;1;100
169;4;0.0107415;1;100
170;1;0.00291832;0;0
171;4;0.00839875;0;0
172;1;0.00289281;0;0
173;1;0.0029203;0;0
174;1;0.00311589;0;0
175;4;0.00933566;1;100
176;4;0.00932782;1;100
177;1;0.00312017;0;0
178;1;0.0031217;0;0
179;1;0.00303553;0;0
180;5;0.0106833;1;100
