N;GRAU;PageRank;R-BEP;D-BRANCH
1;5;0.0144378;0;0
2;4;0.0120831;0;0
3;5;0.0178093;1;100
4;6;0.018617;0;0
5;1;0.00413013;0;0
6;5;0.0151143;0;0
7;3;0.00997995;0;0
8;5;0.0156397;1;100
9;2;0.00738061;0;0
10;2;0.00693471;0;0
11;1;0.00452759;0;0
12;2;0.00746885;0;0
13;5;0.015911;0;0
14;6;0.020021;1;100
15;1;0.00433631;0;0
16;2;0.00783743;0;0
17;1;0.00483527;0;0
18;2;0.00729131;0;0
19;6;0.0185496;0;0
20;3;0.00921506;0;0
21;5;0.0177462;1;100
22;2;0.00681281;0;0
23;3;0.00997124;0;0
24;4;0.0126729;0;0
25;2;0.00695627;0;0
26;4;0.014321;0;0
27;1;0.00454377;0;0
28;2;0.0071182;0;0
29;5;0.015526;0;0
30;5;0.0171699;1;100
31;2;0.0066619;0;0
32;3;0.010072;0;0
33;1;0.00467651;0;0
34;1;0.00483527;0;0
35;4;0.0157752;1;100
36;1;0.00483527;0;0
37;1;0.00460509;0;0
38;4;0.0149483;1;100
39;4;0.0146122;0;0
40;6;0.0202148;1;100
41;2;0.00685594;0;0
42;7;0.0216599;1;100
43;1;0.00441888;0;0
44;5;0.0196192;1;100
45;4;0.0140253;0;0
46;5;0.0163912;0;0
47;1;0.00451685;0;0
48;4;0.0125658;0;0
49;3;0.0096089;0;0
50;3;0.010044;0;0
51;1;0.00452759;0;0
52;2;0.00788328;0;0
53;1;0.00428651;0;0
54;4;0.0149722;1;100
55;1;0.00484006;0;0
56;1;0.00451685;0;0
57;6;0.0176693;0;0
58;3;0.00983325;0;0
59;1;0.00433631;0;0
60;1;0.00468159;0;0
61;1;0.00448037;0;0
62;2;0.00716305;0;0
63;1;0.00484006;0;0
64;4;0.0134578;0;0
65;2;0.00702479;0;0
66;2;0.00774979;0;0
67;1;0.00436376;0;0
68;3;0.00955583;0;0
69;2;0.00688963;0;0
70;7;0.0208048;0;0
71;3;0.00991276;0;0
72;2;0.00679615;0;0
73;1;0.00413741;0;0
74;2;0.00799653;0;0
75;2;0.00721776;0;0
76;2;0.00718743;0;0
77;5;0.0155587;0;0
78;1;0.00485222;0;0
79;1;0.00454377;0;0
80;2;0.00719767;0;0
81;2;0.00740698;0;0
82;2;0.00714697;0;0
83;1;0.00468159;0;0
84;5;0.0179045;1;100
85;7;0.0216833;1;100
86;4;0.0124819;0;0
87;1;0.00435977;0;0
88;3;0.0110976;0;0
89;1;0.00485222;0;0
90;3;0.0100449;0;0
91;2;0.00757081;0;0
92;4;0.0157179;1;100
93;3;0.0102064;0;0
94;4;0.0130093;0;0
95;3;0.00972501;0;0
96;1;0.00413297;0;0
97;4;0.0127897;0;0
98;1;0.00467651;0;0
99;6;0.018102;0;0
100;2;0.00723178;0;0
