N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.0062722;0;0
2;1;0.00622279;0;0
3;1;0.00553029;0;0
4;1;0.00584142;0;0
5;4;0.0161182;0;0
6;3;0.0139936;0;15
7;5;0.020808;0;19
8;1;0.00560101;0;0
9;1;0.00573159;0;0
10;2;0.0095432;0;0
11;2;0.00951192;0;0
12;3;0.0123505;0;0
13;1;0.00567211;0;0
14;4;0.0178687;0;28
15;4;0.0173409;0;0
16;5;0.0226858;1;100
17;2;0.0100027;0;0
18;1;0.00584142;0;0
19;3;0.0127044;0;0
20;2;0.010098;0;0
21;2;0.010023;0;0
22;3;0.0130774;0;9
23;4;0.0186377;0;1
24;5;0.0233319;1;100
25;1;0.00622279;0;0
26;1;0.00560101;0;0
27;1;0.00585718;0;0
28;1;0.0062722;0;0
29;1;0.00585718;0;0
30;1;0.0059237;0;0
31;5;0.0255752;1;100
32;2;0.00912794;0;0
33;2;0.00937736;0;0
34;1;0.00616562;0;0
35;3;0.0135011;0;0
36;5;0.021046;0;29
37;2;0.0105234;0;0
38;5;0.0244093;1;100
39;4;0.0173025;0;1
40;2;0.00926443;0;0
41;5;0.0216621;0;20
42;5;0.025239;1;100
43;4;0.0164282;0;0
44;3;0.0131468;0;9
45;4;0.0161888;0;0
46;1;0.00541236;0;0
47;1;0.00610334;0;0
48;5;0.0198173;0;3
49;4;0.0206927;1;100
50;4;0.0198981;1;100
51;3;0.0141121;0;0
52;2;0.010102;0;0
53;5;0.0224212;1;69
54;2;0.00945124;0;0
55;6;0.0263012;1;100
56;7;0.0301024;1;80
57;5;0.0225057;1;100
58;1;0.00570097;0;0
59;2;0.0096921;0;0
60;3;0.0130498;0;0
61;1;0.0056866;0;0
62;4;0.0164865;0;0
63;5;0.0238159;1;100
64;5;0.0198448;0;0
65;1;0.00570097;0;0
66;2;0.010025;0;0
67;1;0.00622279;0;0
68;3;0.0132775;0;9
69;1;0.00616562;0;0
70;1;0.00602458;0;0
71;1;0.0059237;0;0
72;2;0.00990588;0;0
73;1;0.00583551;0;0
74;2;0.00982196;0;0
75;1;0.00616562;0;0
76;1;0.00610334;0;0
77;1;0.00602458;0;0
78;2;0.00942525;0;0
79;2;0.0092563;0;0
80;5;0.0234246;1;100
