N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00104082;0;0
2;2;0.00165917;0;0
3;1;0.000986838;0;0
4;5;0.00434883;1;100
5;3;0.00229378;0;0
6;4;0.00346722;1;100
7;1;0.00112029;0;0
8;1;0.00111865;0;0
9;2;0.00175792;0;0
10;2;0.00166175;0;0
11;1;0.0010892;0;0
12;2;0.00161446;0;0
13;4;0.00297478;0;0
14;1;0.000959067;0;0
15;3;0.00232564;0;0
16;5;0.00441962;1;100
17;1;0.00109826;0;0
18;1;0.00101819;0;0
19;1;0.00112075;0;0
20;1;0.00111616;0;0
21;1;0.0010315;0;0
22;4;0.00383836;1;100
23;1;0.000968545;0;0
24;2;0.0015613;0;0
25;1;0.00111292;0;0
26;2;0.00166371;0;0
27;1;0.00103346;0;0
28;1;0.00104585;0;0
29;1;0.00119438;0;0
30;2;0.00158641;0;0
31;1;0.00111865;0;0
32;2;0.0017433;0;0
33;1;0.00100592;0;0
34;1;0.00111565;0;0
35;1;0.00097802;0;0
36;4;0.00321498;1;99
37;1;0.00110278;0;0
38;4;0.00288221;0;0
39;2;0.00173517;0;0
40;2;0.00162525;0;0
41;4;0.00331506;1;100
42;1;0.00109826;0;0
43;4;0.00303962;1;65
44;4;0.00381459;1;100
45;1;0.00110183;0;0
46;4;0.00342569;1;100
47;1;0.000967501;0;0
48;4;0.00326841;1;100
49;4;0.0036958;1;100
50;1;0.00103699;0;0
51;5;0.00391582;1;100
52;4;0.0031289;1;100
53;4;0.00344091;1;100
54;4;0.0035099;1;100
55;4;0.00349565;1;100
56;4;0.00384074;1;100
57;1;0.00104476;0;0
58;1;0.00103237;0;0
59;1;0.00109002;0;0
60;1;0.00101393;0;0
61;1;0.00108536;0;0
62;1;0.00102442;0;0
63;4;0.00371775;1;100
64;5;0.00394535;1;100
65;1;0.00104298;0;0
66;6;0.00448511;1;100
67;1;0.00112075;0;0
68;2;0.0015192;0;0
69;1;0.0010393;0;0
70;1;0.00104702;0;0
71;1;0.00104984;0;0
72;1;0.00111565;0;0
73;2;0.00171205;0;0
74;4;0.00321533;0;24
75;1;0.00110728;0;0
76;4;0.00385249;1;100
77;1;0.00100181;0;0
78;1;0.00102956;0;0
79;1;0.00103561;0;0
80;5;0.00404378;1;100
81;4;0.00340904;1;100
82;2;0.00177249;0;0
83;5;0.00441932;1;100
84;1;0.00111292;0;0
85;5;0.00432713;1;100
86;2;0.00168513;0;0
87;1;0.00104668;0;0
88;4;0.00347526;1;100
89;5;0.00412827;1;100
90;4;0.00293655;0;2
91;1;0.00104098;0;0
92;1;0.00109025;0;0
93;2;0.00175176;0;0
94;1;0.00102832;0;0
95;1;0.00112075;0;0
96;4;0.00313766;0;0
97;2;0.00167637;0;0
98;1;0.00111292;0;0
99;1;0.00102978;0;0
100;1;0.00104702;0;0
101;1;0.00101393;0;0
102;2;0.00178532;0;0
103;1;0.00109025;0;0
104;1;0.00102978;0;0
105;2;0.0016498;0;0
106;1;0.00110241;0;0
107;4;0.00312304;0;38
108;1;0.00111616;0;0
109;1;0.00105128;0;0
110;4;0.00293194;0;12
111;4;0.00376882;1;100
112;1;0.00103561;0;0
113;1;0.000996545;0;0
114;4;0.00343322;1;100
115;1;0.00104283;0;0
116;1;0.00101457;0;0
117;1;0.00101738;0;0
118;1;0.000979166;0;0
119;1;0.00104298;0;0
120;1;0.00104668;0;0
121;1;0.00103119;0;0
122;1;0.0011106;0;0
123;4;0.00314634;0;0
124;4;0.00335674;1;100
125;1;0.00110183;0;0
126;1;0.00110241;0;0
127;2;0.00172728;0;0
128;5;0.0038585;1;100
129;1;0.00110278;0;0
130;4;0.0037659;1;100
131;6;0.00468265;1;100
132;1;0.000957773;0;0
133;4;0.00283405;0;0
134;2;0.00175061;0;0
135;1;0.000967501;0;0
136;2;0.00176162;0;0
137;1;0.00110129;0;0
138;1;0.00109826;0;0
139;5;0.00407648;1;100
140;1;0.00110827;0;0
141;1;0.00105134;0;0
142;1;0.00102696;0;0
143;1;0.00110579;0;0
144;4;0.00343925;1;100
145;1;0.00110241;0;0
146;2;0.00160689;0;0
147;4;0.00303689;0;17
148;1;0.00105616;0;0
149;4;0.00282142;0;0
150;2;0.00177822;0;0
151;1;0.000970709;0;0
152;1;0.00110327;0;0
153;4;0.00386238;1;100
154;1;0.00103344;0;0
155;1;0.000968545;0;0
156;4;0.00371882;1;100
157;1;0.00111767;0;0
158;1;0.00111565;0;0
159;4;0.00321205;0;22
160;1;0.000986838;0;0
161;1;0.00109002;0;0
162;1;0.00104167;0;0
163;2;0.00171369;0;0
164;4;0.00344237;1;100
165;1;0.000992363;0;0
166;1;0.00101816;0;0
167;1;0.00105616;0;0
168;1;0.0010393;0;0
169;1;0.00111565;0;0
170;1;0.00111616;0;0
171;1;0.00110579;0;0
172;2;0.00178835;0;0
173;4;0.00384784;1;100
174;6;0.00448567;1;100
175;4;0.00327786;1;100
176;1;0.00110129;0;0
177;1;0.00102974;0;0
178;4;0.0034902;1;100
179;4;0.00385249;1;100
180;1;0.0010447;0;0
181;1;0.0010393;0;0
182;1;0.00104702;0;0
183;1;0.00102166;0;0
184;1;0.000993002;0;0
185;2;0.00167286;0;0
186;1;0.00109002;0;0
187;1;0.00109826;0;0
188;1;0.00112075;0;0
189;1;0.00111767;0;0
190;1;0.00102956;0;0
191;1;0.00100181;0;0
192;5;0.00429259;1;100
193;1;0.00110087;0;0
194;2;0.00177166;0;0
195;2;0.00164736;0;0
196;4;0.00265353;1;9
197;1;0.00103256;0;0
198;4;0.00343428;1;100
199;1;0.00103119;0;0
200;1;0.00111767;0;0
201;1;0.00100981;0;0
202;1;0.000949041;0;0
203;6;0.00448561;1;100
204;1;0.0010892;0;0
205;1;0.00110025;0;0
206;2;0.0014788;0;0
207;1;0.00101457;0;0
208;1;0.00109025;0;0
209;1;0.00111865;0;0
210;1;0.000992363;0;0
211;4;0.00311761;0;1
212;1;0.00110743;0;0
213;4;0.00288744;0;0
214;1;0.00112029;0;0
215;4;0.00300147;0;0
216;1;0.00110827;0;0
217;1;0.00103346;0;0
218;4;0.00377777;1;100
219;1;0.000979166;0;0
220;5;0.00438059;1;100
221;1;0.00112029;0;0
222;1;0.00103237;0;0
223;1;0.00112075;0;0
224;1;0.00104687;0;0
225;4;0.00335376;1;100
226;1;0.00103849;0;0
227;2;0.0017169;0;0
228;3;0.00246415;0;0
229;1;0.00103678;0;0
230;4;0.00329375;1;100
231;1;0.00102974;0;0
232;1;0.00104098;0;0
233;1;0.00111565;0;0
234;1;0.00100592;0;0
235;3;0.00233747;0;0
236;5;0.00371638;0;0
237;1;0.00093539;0;0
238;1;0.00108536;0;0
239;2;0.00163357;0;0
240;1;0.00110827;0;0
241;1;0.00093547;0;0
242;1;0.00104098;0;0
243;4;0.00379969;1;100
244;2;0.00164806;0;0
245;2;0.00169525;0;0
246;4;0.00292802;0;0
247;1;0.00111767;0;0
248;1;0.00105128;0;0
249;5;0.00430805;1;100
250;1;0.00101819;0;0
251;1;0.00111292;0;0
252;2;0.0016402;0;0
253;4;0.0037565;1;100
254;4;0.00261535;0;2
255;1;0.000987442;0;0
256;5;0.00421987;1;100
257;4;0.00274477;0;0
258;4;0.00346821;1;100
259;1;0.00104298;0;0
260;1;0.000990349;0;0
261;4;0.00310707;0;6
262;1;0.00097802;0;0
263;1;0.00104984;0;0
264;5;0.00398075;1;100
265;1;0.00108536;0;0
266;5;0.00439338;1;100
267;5;0.00444797;1;100
268;1;0.0010447;0;0
269;4;0.00323626;0;21
270;3;0.00228258;0;0
271;2;0.00168258;0;0
272;1;0.00102454;0;0
273;1;0.00103678;0;0
274;5;0.00407272;1;100
275;1;0.000987442;0;0
276;1;0.000970709;0;0
277;1;0.00103084;0;0
278;1;0.00104476;0;0
279;1;0.00100981;0;0
280;6;0.0046431;1;100
281;1;0.00105616;0;0
282;4;0.00344677;1;100
283;4;0.00352866;1;100
284;1;0.000984537;0;0
285;4;0.00318839;0;21
286;6;0.00411104;0;0
287;1;0.00100511;0;0
288;4;0.00348621;1;100
289;1;0.00104687;0;0
290;5;0.00369493;1;99
291;3;0.0023139;0;0
292;1;0.00110743;0;0
293;4;0.00294132;0;8
294;1;0.00111092;0;0
295;4;0.00347951;1;100
296;1;0.00100181;0;0
297;1;0.00110025;0;0
298;2;0.00210443;0;0
299;4;0.00337957;1;100
300;2;0.00172942;0;0
301;2;0.00165164;0;0
302;4;0.00377079;1;100
303;4;0.00314293;0;81
304;1;0.000976728;0;0
305;4;0.00281643;0;0
306;4;0.00304354;0;0
307;1;0.00110278;0;0
308;1;0.000963375;0;0
309;4;0.00377331;1;100
310;1;0.000981056;0;0
311;4;0.00344735;1;100
312;1;0.0009368;0;0
313;4;0.00386238;1;100
314;2;0.00174964;0;0
315;4;0.00336268;1;100
316;4;0.00342741;1;100
317;5;0.00352891;0;0
318;2;0.00176909;0;0
319;1;0.00104167;0;0
320;2;0.00172303;0;0
321;5;0.00417538;1;100
