N;GRAU;PageRank;R-BEP;D-BRANCH
1;5;0.00430625;0;38
2;4;0.00439312;1;100
3;5;0.00552973;1;100
4;4;0.00357128;0;0
5;4;0.00370617;0;0
6;4;0.00381854;0;3
7;1;0.00131441;0;0
8;2;0.00227171;0;0
9;3;0.0028095;0;6
10;2;0.00210781;0;0
11;4;0.00374075;0;0
12;4;0.00395921;0;24
13;4;0.0036003;0;3
14;5;0.00511077;1;100
15;2;0.00221367;0;0
16;6;0.00505015;0;1
17;1;0.00142759;0;0
18;2;0.00214984;0;0
19;3;0.00282221;0;0
20;2;0.00229752;0;0
21;3;0.00277433;0;0
22;3;0.0027822;0;0
23;1;0.00141528;0;0
24;4;0.00415308;1;82
25;4;0.00325729;0;0
26;3;0.0030829;0;1
27;1;0.00151004;0;0
28;4;0.00347348;0;0
29;2;0.00206989;0;0
30;1;0.00118501;0;0
31;3;0.00297446;0;0
32;5;0.00395771;0;0
33;5;0.00476524;1;73
34;6;0.00586474;1;100
35;2;0.00212821;0;0
36;1;0.00132906;0;0
37;6;0.00557477;1;73
38;1;0.00150787;0;0
39;1;0.00138595;0;0
40;2;0.00234437;0;0
41;4;0.0040921;0;4
42;1;0.00122266;0;0
43;1;0.00141535;0;0
44;2;0.0020356;0;0
45;3;0.00333724;0;0
46;1;0.00139934;0;0
47;4;0.003555;0;0
48;4;0.00393173;1;55
49;4;0.00398656;0;0
50;1;0.00124295;0;0
51;2;0.00209065;0;0
52;5;0.00462843;0;4
53;2;0.00230763;0;0
54;4;0.00379472;0;0
55;2;0.00208103;0;0
56;2;0.00212486;0;0
57;5;0.0053079;1;100
58;2;0.00202478;0;0
59;2;0.00210222;0;0
60;1;0.00129478;0;0
61;2;0.0021365;0;0
62;1;0.00117595;0;0
63;2;0.00235993;0;0
64;5;0.00418495;0;1
65;4;0.00403618;0;20
66;4;0.00344278;0;0
67;1;0.00121005;0;0
68;7;0.00632801;1;96
69;6;0.00505916;0;2
70;5;0.00493292;1;93
71;2;0.00201497;0;0
72;1;0.00122326;0;0
73;1;0.00127507;0;0
74;6;0.00598375;1;100
75;1;0.00125504;0;0
76;4;0.00432548;1;100
77;1;0.00131462;0;0
78;7;0.00643572;1;100
79;1;0.00129657;0;0
80;1;0.0013016;0;0
81;3;0.00280996;0;0
82;3;0.00281828;0;0
83;6;0.0050652;0;10
84;2;0.00204368;0;0
85;5;0.00553514;1;100
86;4;0.00363987;0;1
87;1;0.00118501;0;0
88;2;0.00204919;0;0
89;5;0.00498833;0;33
90;1;0.00143135;0;0
91;2;0.00219476;0;0
92;1;0.00139934;0;0
93;6;0.0055665;0;11
94;4;0.00416966;0;77
