N;GRAU;PageRank;R-BEP;D-BRANCH
1;2;0.00196034;0;0
2;4;0.0038789;1;100
3;4;0.00358019;1;100
4;1;0.00117569;0;0
5;1;0.00108956;0;0
6;1;0.00115056;0;0
7;1;0.00121578;0;0
8;4;0.00420722;1;100
9;1;0.00112803;0;0
10;1;0.00123511;0;0
11;4;0.00367038;1;100
12;2;0.00188339;0;0
13;1;0.00107911;0;0
14;4;0.00373977;1;100
15;2;0.00186536;0;0
16;1;0.00121578;0;0
17;1;0.0012408;0;0
18;2;0.00175421;0;0
19;4;0.00376311;1;100
20;1;0.00107911;0;0
21;4;0.00379122;1;100
22;2;0.00195952;0;0
23;1;0.00108656;0;0
24;1;0.00108956;0;0
25;4;0.00332005;0;25
26;5;0.00487727;1;100
27;3;0.00261924;0;0
28;4;0.00347132;1;55
29;1;0.00108455;0;0
30;3;0.00269799;0;0
31;1;0.00114042;0;0
32;4;0.00424365;1;100
33;5;0.00415965;0;1
34;1;0.00125432;0;0
35;1;0.00109217;0;0
36;1;0.00116819;0;0
37;2;0.00195738;0;0
38;1;0.00123511;0;0
39;1;0.00110741;0;0
40;3;0.00246581;0;0
41;2;0.00200884;0;0
42;1;0.00123641;0;0
43;1;0.00125432;0;0
44;4;0.00433406;1;100
45;1;0.00108337;0;0
46;4;0.00375824;1;100
47;5;0.004459;1;100
48;1;0.00108488;0;0
49;2;0.00184632;0;0
50;2;0.00190346;0;0
51;1;0.00123496;0;0
52;1;0.00115365;0;0
53;1;0.001133;0;0
54;2;0.00182483;0;0
55;1;0.00116247;0;0
56;1;0.001244;0;0
57;1;0.00123686;0;0
58;1;0.00122737;0;0
59;1;0.00112981;0;0
60;1;0.00107362;0;0
61;2;0.00191208;0;0
62;1;0.0011339;0;0
63;1;0.0012408;0;0
64;2;0.00189469;0;0
65;4;0.0042399;1;100
66;2;0.00177227;0;0
67;5;0.00444841;1;100
68;2;0.00183134;0;0
69;1;0.00116247;0;0
70;5;0.00455933;1;100
71;2;0.0017807;0;0
72;1;0.00121578;0;0
73;4;0.0042387;1;100
74;2;0.00186175;0;0
75;4;0.00331094;0;1
76;2;0.00173965;0;0
77;4;0.00424979;1;100
78;5;0.00429302;1;100
79;5;0.00368148;0;1
80;2;0.002013;0;0
81;1;0.00114451;0;0
82;4;0.00422483;1;100
83;1;0.00123511;0;0
84;1;0.00110741;0;0
85;5;0.00418048;1;100
86;2;0.0018936;0;0
87;1;0.00109136;0;0
88;4;0.00379803;1;100
89;4;0.00307151;0;0
90;1;0.00108825;0;0
91;1;0.00123111;0;0
92;1;0.00107362;0;0
93;4;0.00298381;0;0
94;1;0.00109163;0;0
95;1;0.00123641;0;0
96;1;0.00120653;0;0
97;1;0.00124322;0;0
98;4;0.00384787;1;100
99;1;0.00116614;0;0
100;4;0.00396404;1;100
101;4;0.0039452;1;100
102;4;0.00391907;1;100
103;1;0.0010787;0;0
104;4;0.003571;1;100
105;2;0.00190592;0;0
106;1;0.00117169;0;0
107;1;0.00123641;0;0
108;1;0.00125432;0;0
109;2;0.00192649;0;0
110;4;0.00349176;1;98
111;1;0.00108349;0;0
112;5;0.00392576;0;3
113;4;0.00410917;1;100
114;6;0.00534261;1;100
115;2;0.00173001;0;0
116;5;0.00455022;1;100
117;1;0.00124322;0;0
118;2;0.00187427;0;0
119;4;0.00381731;1;100
120;1;0.00122639;0;0
121;1;0.0012408;0;0
122;1;0.00107025;0;0
123;1;0.00125432;0;0
124;1;0.001133;0;0
125;4;0.00386099;1;100
126;1;0.00121187;0;0
127;4;0.00296282;0;0
128;1;0.00124729;0;0
129;1;0.00117933;0;0
130;2;0.00178627;0;0
131;1;0.00125432;0;0
132;4;0.00327783;0;0
133;4;0.00353014;0;79
134;1;0.00123641;0;0
135;1;0.00123111;0;0
136;1;0.00109713;0;0
137;1;0.00106292;0;0
138;1;0.00123641;0;0
139;4;0.00353667;0;28
140;2;0.00186104;0;0
141;1;0.00109217;0;0
142;1;0.00121187;0;0
143;1;0.00115056;0;0
144;4;0.0041527;1;100
145;1;0.00123686;0;0
146;4;0.00422483;1;100
147;4;0.0035979;1;100
148;1;0.00113897;0;0
149;2;0.00183801;0;0
150;5;0.00435464;1;100
151;1;0.00110842;0;0
152;2;0.00194722;0;0
153;1;0.00122555;0;0
154;4;0.00353523;1;93
155;1;0.0010902;0;0
156;4;0.00428549;1;100
157;1;0.00108656;0;0
158;5;0.00475095;1;100
159;1;0.00123111;0;0
160;2;0.00189456;0;0
161;4;0.00328156;0;1
162;1;0.00110073;0;0
163;1;0.00122639;0;0
164;5;0.0044407;1;100
165;1;0.00117169;0;0
166;4;0.00376739;1;100
167;1;0.00114127;0;0
168;2;0.00188541;0;0
169;1;0.00109136;0;0
170;2;0.00187733;0;0
171;3;0.00259327;0;0
172;1;0.001244;0;0
173;4;0.00424295;1;100
174;1;0.00123496;0;0
175;1;0.00107635;0;0
176;4;0.00303641;0;0
177;1;0.00115365;0;0
178;1;0.00124322;0;0
179;1;0.00120857;0;0
180;1;0.001244;0;0
181;1;0.00122129;0;0
182;2;0.0018841;0;0
183;4;0.00370379;1;100
184;4;0.00319368;0;0
185;4;0.00420263;1;100
186;1;0.0011339;0;0
187;4;0.00380206;1;100
188;1;0.00123406;0;0
189;3;0.00279651;0;0
190;1;0.00116819;0;0
191;4;0.00425187;1;100
192;5;0.00466559;1;100
193;1;0.0010902;0;0
194;1;0.00123686;0;0
195;2;0.00191584;0;0
196;2;0.00188108;0;0
197;4;0.00386031;1;100
198;1;0.0012408;0;0
199;4;0.00379013;1;100
200;4;0.0037751;1;100
201;4;0.00428182;1;100
202;4;0.00361782;1;100
203;1;0.00116098;0;0
204;2;0.00185515;0;0
205;4;0.00363796;1;100
206;1;0.00122129;0;0
207;1;0.00108825;0;0
208;4;0.0037481;1;100
209;1;0.00124729;0;0
210;4;0.00348323;0;40
211;1;0.00115928;0;0
212;1;0.00116804;0;0
213;4;0.00361127;1;86
214;1;0.00108638;0;0
215;4;0.00375814;1;100
216;2;0.0018825;0;0
217;5;0.00441195;1;100
218;2;0.00175975;0;0
219;3;0.00220381;0;0
220;2;0.00201072;0;0
221;1;0.00123431;0;0
222;4;0.00411876;1;100
223;1;0.00112648;0;0
224;2;0.00191493;0;0
225;1;0.00114141;0;0
226;5;0.00405482;1;99
227;1;0.00104502;0;0
228;5;0.00411703;0;0
229;4;0.00366247;1;100
230;4;0.00428549;1;100
231;1;0.00110687;0;0
232;1;0.00122639;0;0
233;2;0.00200341;0;0
234;1;0.00115101;0;0
235;4;0.00330601;0;3
236;3;0.00271223;0;0
237;1;0.00123111;0;0
238;4;0.00392805;1;100
239;1;0.0012408;0;0
240;1;0.00114451;0;0
241;2;0.00186963;0;0
242;5;0.00382028;0;0
243;1;0.00123686;0;0
244;1;0.0010787;0;0
245;2;0.00191147;0;0
246;4;0.00383772;1;100
247;4;0.00425187;1;100
248;2;0.00199993;0;0
249;1;0.00120653;0;0
250;1;0.00125432;0;0
251;5;0.00397718;0;20
252;4;0.00359342;1;100
253;1;0.00112568;0;0
254;1;0.00108337;0;0
255;1;0.00123496;0;0
256;2;0.00202166;0;0
257;4;0.00375172;1;100
258;2;0.00194256;0;0
259;1;0.00111419;0;0
260;1;0.00108638;0;0
261;1;0.00114099;0;0
262;1;0.00120653;0;0
263;2;0.00187954;0;0
264;2;0.00197027;0;0
265;4;0.00315185;0;0
266;2;0.00192607;0;0
267;1;0.00110093;0;0
268;4;0.00417863;1;100
269;1;0.00121187;0;0
270;4;0.00433406;1;100
271;4;0.00306912;0;0
272;4;0.00433406;1;100
273;1;0.00113897;0;0
274;4;0.00427045;1;100
275;1;0.00106016;0;0
276;1;0.00122737;0;0
277;1;0.00116614;0;0
278;1;0.00124322;0;0
279;1;0.00114127;0;0
280;4;0.00380271;1;100
281;1;0.00113057;0;0
282;4;0.00398116;1;100
283;4;0.00344001;0;0
284;2;0.00189904;0;0
285;4;0.0036446;0;0
286;1;0.00106718;0;0
287;2;0.00187746;0;0
288;2;0.00191582;0;0
289;1;0.00115379;0;0
290;4;0.00413428;1;100
291;1;0.00113874;0;0
292;1;0.00124322;0;0
293;2;0.00181638;0;0
294;4;0.00342034;0;92
295;4;0.00424979;1;100
296;4;0.00342648;0;0
297;1;0.00108264;0;0
298;1;0.00114885;0;0
299;1;0.00110212;0;0
