N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00117371;0;0
2;1;0.00123837;0;0
3;1;0.00109971;0;0
4;1;0.00121191;0;0
5;4;0.00337194;0;86
6;1;0.00114274;0;0
7;1;0.00122257;0;0
8;2;0.00189835;0;0
9;1;0.0012377;0;0
10;1;0.00116401;0;0
11;1;0.00115788;0;0
12;1;0.00107661;0;0
13;2;0.00183196;0;0
14;2;0.00175838;0;0
15;1;0.00115641;0;0
16;1;0.0011337;0;0
17;2;0.00202827;0;0
18;2;0.00204508;0;0
19;2;0.00176459;0;0
20;1;0.00110758;0;0
21;1;0.00117457;0;0
22;2;0.00204508;0;0
23;1;0.00114324;0;0
24;1;0.0011376;0;0
25;2;0.00191419;0;0
26;1;0.00122674;0;0
27;5;0.00431729;1;100
28;4;0.00288537;0;0
29;1;0.00105201;0;0
30;4;0.00359275;1;79
31;5;0.00436907;1;100
32;1;0.0011477;0;0
33;2;0.00186456;0;0
34;1;0.00124422;0;0
35;1;0.00108611;0;0
36;1;0.0011497;0;0
37;1;0.00123051;0;0
38;2;0.00204724;0;0
39;5;0.00475947;1;100
40;5;0.00482548;1;100
41;1;0.00120574;0;0
42;4;0.00416404;1;100
43;4;0.00342095;0;21
44;4;0.00334483;0;12
45;2;0.00185024;0;0
46;1;0.00117671;0;0
47;1;0.0011019;0;0
48;1;0.00111814;0;0
49;1;0.00122395;0;0
50;4;0.0041797;1;100
51;2;0.00198522;0;0
52;2;0.00204062;0;0
53;1;0.00114076;0;0
54;1;0.00117592;0;0
55;1;0.00115366;0;0
56;1;0.00121191;0;0
57;4;0.003593;1;100
58;1;0.00116831;0;0
59;4;0.00359246;1;100
60;1;0.00106558;0;0
61;1;0.00122674;0;0
62;1;0.00116467;0;0
63;2;0.00196377;0;0
64;2;0.00196639;0;0
65;1;0.0011357;0;0
66;1;0.00111859;0;0
67;1;0.00123637;0;0
68;1;0.00123637;0;0
69;1;0.0011596;0;0
70;4;0.00361324;1;100
71;1;0.00108857;0;0
72;1;0.00113098;0;0
73;1;0.00122951;0;0
74;1;0.00123051;0;0
75;2;0.00201115;0;0
76;2;0.0016677;0;0
77;1;0.0011357;0;0
78;1;0.00104327;0;0
79;4;0.00392932;1;100
80;1;0.00122395;0;0
81;4;0.00388021;1;100
82;2;0.00192841;0;0
83;3;0.00277396;0;0
84;4;0.00379406;1;100
85;4;0.00396512;1;100
86;1;0.00109467;0;0
87;1;0.00115931;0;0
88;1;0.00117353;0;0
89;1;0.001143;0;0
90;4;0.00380396;1;100
91;2;0.00199139;0;0
92;1;0.00123507;0;0
93;4;0.00421732;1;100
94;4;0.00353764;1;100
95;6;0.00482346;1;90
96;4;0.00418588;1;100
97;1;0.00113802;0;0
98;4;0.00425898;1;100
99;3;0.00244086;0;0
100;1;0.00113158;0;0
101;1;0.00111034;0;0
102;2;0.00188259;0;0
103;2;0.0019942;0;0
104;1;0.00123051;0;0
105;1;0.00122724;0;0
106;1;0.00122152;0;0
107;1;0.00123639;0;0
108;4;0.00345608;1;85
109;5;0.00374442;0;0
110;4;0.00327518;0;8
111;1;0.00114733;0;0
112;4;0.00381017;1;100
113;1;0.00123507;0;0
114;1;0.00113946;0;0
115;1;0.00115366;0;0
116;4;0.00425585;1;100
117;5;0.00410275;0;24
118;1;0.00111814;0;0
119;4;0.00316458;0;0
120;1;0.00121191;0;0
121;4;0.00420426;1;100
122;4;0.00350034;1;34
123;2;0.00200038;0;0
124;5;0.00434947;1;100
125;3;0.00275341;0;0
126;1;0.00117603;0;0
127;1;0.00113802;0;0
128;6;0.00540973;1;100
129;4;0.00415714;1;100
130;1;0.00114733;0;0
131;4;0.00382057;1;100
132;1;0.00108611;0;0
133;5;0.00457062;1;100
134;4;0.00379356;1;100
135;4;0.00290032;0;14
136;1;0.00106754;0;0
137;1;0.00122152;0;0
138;1;0.00122395;0;0
139;2;0.00188518;0;0
140;1;0.00111813;0;0
141;5;0.00473738;1;100
142;2;0.00182198;0;0
143;2;0.00203573;0;0
144;1;0.00108665;0;0
145;1;0.00120574;0;0
146;4;0.00345509;0;91
147;4;0.00380895;1;100
148;1;0.00120598;0;0
149;4;0.00361677;0;98
150;1;0.00114914;0;0
151;1;0.00123639;0;0
152;1;0.00116548;0;0
153;3;0.00274839;0;0
154;1;0.00107274;0;0
155;1;0.00111623;0;0
156;1;0.00122165;0;0
