N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00410135;0;0
2;1;0.00441568;0;0
3;2;0.00693509;0;0
4;1;0.00445326;0;0
5;2;0.00722613;0;0
6;1;0.00419992;0;0
7;5;0.0171511;1;100
8;3;0.00901614;0;0
9;5;0.0153269;0;16
10;4;0.0119278;0;0
11;4;0.0116912;0;8
12;2;0.00684294;0;0
13;7;0.0195352;1;88
14;1;0.0042731;0;0
15;2;0.00663064;0;0
16;3;0.00963097;0;1
17;4;0.0110673;0;1
18;6;0.0183625;0;35
19;4;0.0122353;0;13
20;4;0.0111497;0;1
21;5;0.0158819;0;43
22;2;0.00669265;0;0
23;2;0.00673663;0;0
24;3;0.00872924;0;0
25;3;0.00941401;0;0
26;3;0.00906657;0;0
27;4;0.0113371;0;4
28;7;0.0188493;1;45
29;1;0.00402506;0;0
30;2;0.0068711;0;0
31;1;0.00441568;0;0
32;7;0.0197035;0;2
33;2;0.00658441;0;0
34;4;0.0119783;0;3
35;7;0.0207481;1;77
36;3;0.00943209;0;0
37;4;0.0111286;0;0
38;9;0.025917;1;100
39;1;0.0042731;0;0
40;5;0.013751;0;0
41;5;0.014882;0;28
42;4;0.0118534;0;0
43;2;0.00713283;0;0
44;5;0.015851;1;68
45;6;0.0160371;0;4
46;2;0.00640207;0;0
47;1;0.00418293;0;0
48;2;0.00708256;0;0
49;4;0.0120552;0;3
50;1;0.0042929;0;0
51;1;0.00445326;0;0
52;2;0.00711496;0;0
53;2;0.00654906;0;0
54;6;0.017824;1;94
55;5;0.0148105;0;19
56;2;0.00700228;0;0
57;2;0.00672195;0;0
58;4;0.012211;0;5
59;5;0.0163123;1;100
60;2;0.00658603;0;0
61;5;0.0159626;0;60
62;4;0.0120782;0;8
63;4;0.0112535;0;0
64;4;0.0115938;0;0
65;6;0.0208466;1;100
66;2;0.0065206;0;0
67;5;0.0154664;1;65
68;5;0.0152509;0;21
69;1;0.00394771;0;0
70;4;0.0110922;0;0
71;5;0.015782;0;35
72;3;0.00955305;0;8
73;7;0.019648;0;12
74;2;0.00650248;0;0
75;2;0.00671933;0;0
76;1;0.00421364;0;0
77;5;0.0164288;0;67
78;2;0.00619797;0;0
79;1;0.00419468;0;0
80;4;0.013582;0;20
81;3;0.00942751;0;1
82;2;0.00723699;0;0
83;3;0.00969009;0;1
84;2;0.00699376;0;0
85;1;0.00438618;0;0
86;1;0.00445326;0;0
87;2;0.00647213;0;0
88;4;0.0108504;0;0
89;3;0.0103909;0;0
90;4;0.0119202;0;1
91;2;0.00688556;0;0
92;1;0.00387214;0;0
93;3;0.00977558;0;0
94;2;0.00676494;0;0
95;2;0.00689181;0;0
96;2;0.00657045;0;0
97;2;0.00664763;0;0
98;3;0.00939644;0;0
99;3;0.00936911;0;0
100;1;0.00410558;0;0
