N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;7;0.0351709;28.4326;0;0
2;3;0.0176767;56.5716;0;0
3;1;0.00851789;117.4;0;0
4;4;0.021671;46.1447;0;0
5;1;0.00846951;118.071;0;0
6;6;0.0316918;31.5539;0;11
7;6;0.0309307;32.3303;0;0
8;3;0.0169942;58.8437;0;0
9;7;0.0357145;27.9998;0;15
10;3;0.0175057;57.1243;0;2
11;4;0.0222046;45.0357;0;0
12;4;0.0220056;45.443;0;0
13;5;0.0269701;37.0781;1;20
14;5;0.0263089;38.01;1;9
15;5;0.0266769;37.4857;0;0
16;3;0.0168481;59.3537;0;0
17;2;0.0127145;78.6504;0;0
18;6;0.0312888;31.9603;0;0
19;7;0.0352775;28.3467;0;0
20;4;0.0215284;46.4502;0;2
21;4;0.02196;45.5373;0;0
22;7;0.0352433;28.3742;0;1
23;6;0.0333142;30.0172;0;24
24;6;0.0319909;31.2588;0;39
25;3;0.0171384;58.3487;0;0
26;5;0.0267188;37.4269;0;0
27;6;0.0315681;31.6775;0;8
28;8;0.0407779;24.5231;0;34
29;6;0.0338146;29.573;0;28
30;4;0.022117;45.214;0;0
31;4;0.0218493;45.768;0;0
32;1;0.00854041;117.09;0;0
33;2;0.0125575;79.6339;0;0
34;5;0.027146;36.8379;0;0
35;7;0.034856;28.6895;0;13
36;7;0.0368515;27.136;0;17
37;7;0.0382013;26.1772;0;36
38;6;0.0336557;29.7127;0;40
39;1;0.00838872;119.208;0;0
40;3;0.0171442;58.3288;0;0
