N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.000893791;1118.83;0;0
2;1;0.000941448;1062.19;0;0
3;6;0.00365655;273.482;0;0
4;2;0.00134246;744.904;0;0
5;4;0.00325686;307.044;1;100
6;1;0.000940116;1063.7;0;0
7;4;0.0029925;334.169;0;8
8;4;0.00307225;325.494;1;100
9;1;0.000952371;1050.01;0;0
10;1;0.00108031;925.659;0;0
11;1;0.000893943;1118.64;0;0
12;5;0.00297446;336.195;0;6
13;5;0.00337527;296.273;0;43
14;4;0.00289456;345.476;1;36
15;5;0.00345242;289.652;0;60
16;2;0.00151418;660.422;0;0
17;6;0.00376683;265.475;1;63
18;5;0.00323427;309.189;0;4
19;2;0.00152151;657.241;0;0
20;2;0.00147586;677.57;0;0
21;6;0.00356731;280.323;0;0
22;2;0.00154821;645.909;0;0
23;3;0.00201717;495.745;0;0
24;1;0.000940116;1063.7;0;0
25;6;0.00387421;258.117;0;48
26;5;0.0033692;296.806;1;100
27;5;0.00344104;290.61;1;100
28;2;0.0015029;665.381;0;0
29;5;0.00318339;314.13;0;0
30;1;0.00108031;925.659;0;0
31;2;0.00145287;688.294;0;0
32;1;0.000972716;1028.05;0;0
33;1;0.000951544;1050.92;0;0
34;1;0.00108031;925.659;0;0
35;1;0.000966745;1034.4;0;0
36;2;0.00158313;631.66;0;0
37;2;0.00167632;596.545;0;0
38;4;0.00302496;330.583;0;45
39;4;0.00285306;350.501;0;0
40;6;0.00408547;244.77;1;100
41;1;0.000891684;1121.47;0;0
42;3;0.0021352;468.34;0;0
43;1;0.000889595;1124.11;0;0
44;4;0.00263131;380.039;0;1
45;1;0.000878775;1137.95;0;0
46;4;0.00307285;325.43;0;3
47;4;0.00277528;360.324;0;0
48;1;0.00107096;933.738;0;0
49;1;0.000915093;1092.78;0;0
50;5;0.00379498;263.506;1;100
51;2;0.00172394;580.065;0;0
52;4;0.00271291;368.608;0;0
53;1;0.00100284;997.166;0;0
54;2;0.00169192;591.045;0;0
55;3;0.00196174;509.753;0;0
56;4;0.00297659;335.955;1;86
57;2;0.00145339;688.045;0;0
58;1;0.00100284;997.166;0;0
59;4;0.00268282;372.743;0;0
60;1;0.000901414;1109.37;0;0
61;4;0.00257135;388.901;0;0
62;3;0.00202614;493.55;0;0
63;4;0.00305622;327.201;1;86
64;1;0.000945119;1058.07;0;0
65;1;0.00091057;1098.21;0;0
66;1;0.000882413;1133.26;0;0
67;1;0.000952367;1050.02;0;0
68;1;0.000945146;1058.04;0;0
69;2;0.00163435;611.865;0;0
70;1;0.000952981;1049.34;0;0
71;2;0.00152689;654.925;0;0
72;3;0.00203918;490.392;0;0
73;2;0.00157568;634.648;0;0
74;4;0.00294798;339.215;1;73
75;6;0.00464243;215.405;1;100
76;5;0.00338723;295.227;0;17
77;1;0.000945119;1058.07;0;0
78;4;0.00318125;314.342;1;100
79;2;0.00135083;740.285;0;0
80;1;0.000893943;1118.64;0;0
81;1;0.000878775;1137.95;0;0
82;1;0.000919595;1087.43;0;0
83;1;0.000997574;1002.43;0;0
84;1;0.00102033;980.071;0;0
85;4;0.00334996;298.511;1;100
86;1;0.00102232;978.163;0;0
87;2;0.00142267;702.905;0;0
88;5;0.00346731;288.408;1;100
89;5;0.00328661;304.265;0;0
90;1;0.00106714;937.083;0;0
91;2;0.00164225;608.92;0;0
92;4;0.00288224;346.952;1;84
93;3;0.00212202;471.25;0;0
94;1;0.000976016;1024.57;0;0
95;1;0.000984346;1015.9;0;0
96;6;0.00413861;241.627;1;100
97;4;0.00290475;344.263;0;28
98;1;0.000949447;1053.24;0;0
99;5;0.00346393;288.69;1;31
100;6;0.00393121;254.374;1;99
101;1;0.000920645;1086.2;0;0
102;2;0.00142093;703.764;0;0
103;2;0.00147178;679.451;0;0
104;1;0.000942072;1061.49;0;0
105;4;0.00297825;335.767;0;2
106;6;0.00447382;223.523;1;100
107;2;0.00163573;611.348;0;0
108;1;0.000932879;1071.95;0;0
109;1;0.000969927;1031.01;0;0
110;3;0.00221609;451.246;0;0
111;1;0.000976435;1024.13;0;0
112;4;0.002767;361.402;0;0
113;2;0.00165704;603.485;0;0
114;2;0.00151585;659.696;0;0
115;4;0.00313762;318.712;1;100
116;1;0.000926446;1079.39;0;0
117;2;0.00152365;656.318;0;0
118;2;0.0014291;699.739;0;0
119;6;0.00365134;273.872;0;1
120;1;0.000968486;1032.54;0;0
121;2;0.00153823;650.098;0;0
122;2;0.00162357;615.928;0;0
123;1;0.000833635;1199.57;0;0
124;4;0.00258961;386.159;0;0
125;1;0.000901414;1109.37;0;0
126;4;0.00284897;351.004;0;0
127;1;0.000966745;1034.4;0;0
128;4;0.00359948;277.818;1;100
129;1;0.000935209;1069.28;0;0
130;1;0.00108243;923.848;0;0
131;2;0.00149377;669.445;0;0
132;7;0.00451654;221.408;1;100
133;3;0.00203994;490.21;0;0
134;1;0.000928155;1077.41;0;0
135;1;0.00102232;978.163;0;0
136;4;0.00301186;332.02;0;35
137;5;0.0035124;284.706;1;92
138;1;0.00092678;1079.01;0;0
139;4;0.00279526;357.749;0;29
140;1;0.000855968;1168.27;0;0
141;1;0.000872765;1145.78;0;0
142;2;0.00151807;658.73;0;0
143;4;0.00338981;295.002;1;100
144;5;0.00303039;329.991;0;0
145;4;0.00324602;308.069;1;100
146;1;0.00102259;977.912;0;0
147;1;0.000866481;1154.09;0;0
148;5;0.00313992;318.48;0;0
149;2;0.00144187;693.545;0;0
150;4;0.00274633;364.122;0;1
151;4;0.00339917;294.189;1;100
152;3;0.00214713;465.738;0;0
153;5;0.00334447;299.001;0;7
154;1;0.000952371;1050.01;0;0
155;2;0.00148206;674.738;0;0
156;1;0.000916032;1091.67;0;0
157;4;0.00250236;399.622;0;0
158;1;0.000996958;1003.05;0;0
159;2;0.00141615;706.141;0;0
160;6;0.00391376;255.509;1;95
161;1;0.000976435;1024.13;0;0
