N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;2;0.00400638;249.602;0;0
2;4;0.00743008;134.588;0;11
3;2;0.00407667;245.298;0;0
4;3;0.00553444;180.687;0;0
5;6;0.010386;96.2837;0;19
6;4;0.00720649;138.764;0;0
7;5;0.00996367;100.365;0;76
8;2;0.00403895;247.589;0;0
9;1;0.00260104;384.462;0;0
10;1;0.00260398;384.027;0;0
11;3;0.00549763;181.897;0;0
12;3;0.00593785;168.411;0;35
13;6;0.0110829;90.2292;1;68
14;1;0.00268467;372.486;0;0
15;2;0.00433256;230.811;0;0
16;1;0.00256609;389.697;0;0
17;2;0.00439366;227.6;0;0
18;4;0.00712697;140.312;0;0
19;4;0.00680472;146.957;0;0
20;6;0.0124253;80.4807;1;100
21;5;0.00906958;110.259;0;43
22;2;0.00453958;220.285;0;0
23;5;0.00861346;116.097;0;0
24;4;0.00784226;127.514;0;16
25;6;0.0107001;93.4571;0;35
26;3;0.0055448;180.349;0;0
27;4;0.00768644;130.099;0;10
28;1;0.00279906;357.263;0;0
29;2;0.0040246;248.472;0;0
30;2;0.00469248;213.107;0;0
31;2;0.00458123;218.282;0;0
32;2;0.00426505;234.464;0;0
33;7;0.0121607;82.2321;1;74
34;6;0.0110309;90.6545;1;100
35;4;0.00866739;115.375;0;48
36;8;0.0133666;74.8134;0;0
37;6;0.0102605;97.4613;0;6
38;3;0.00603175;165.789;0;0
39;4;0.00678723;147.335;0;0
40;6;0.0101139;98.8737;0;0
41;5;0.00990891;100.919;0;35
42;5;0.0101712;98.3166;1;100
43;5;0.00978553;102.192;1;88
44;5;0.00942659;106.083;0;23
45;3;0.00537231;186.14;0;0
46;4;0.00804341;124.325;0;3
47;1;0.00241416;414.223;0;0
48;4;0.00794922;125.799;0;6
49;2;0.00439564;227.498;0;0
50;4;0.00697422;143.385;0;0
51;1;0.00262201;381.386;0;0
52;5;0.00837878;119.349;0;10
53;4;0.00693359;144.225;0;0
54;2;0.00427385;233.981;0;0
55;1;0.00262671;380.705;0;0
56;4;0.00969278;103.17;1;100
57;3;0.00549561;181.963;0;0
58;2;0.00478892;208.816;0;0
59;4;0.00876028;114.152;0;65
60;3;0.0058492;170.964;0;0
61;2;0.00414735;241.118;0;0
62;1;0.00256292;390.18;0;0
63;3;0.00568272;175.972;0;0
64;1;0.00254002;393.698;0;0
65;4;0.00743276;134.539;0;0
66;1;0.00269776;370.678;0;0
67;2;0.00427929;233.684;0;0
68;5;0.00980605;101.978;0;23
69;1;0.00299721;333.643;0;0
70;1;0.00266727;374.915;0;0
71;1;0.00269776;370.678;0;0
72;5;0.00870844;114.831;0;18
73;7;0.0116115;86.1215;1;46
74;3;0.0054756;182.628;0;0
75;4;0.00683384;146.331;0;0
76;1;0.0025723;388.758;0;0
77;3;0.00619911;161.314;0;0
78;2;0.00415572;240.632;0;0
79;1;0.00257811;387.881;0;0
80;6;0.0115808;86.3501;1;100
81;3;0.00585487;170.798;0;0
82;6;0.0107604;92.9333;1;34
83;1;0.00256609;389.697;0;0
84;3;0.00553505;180.667;0;0
85;6;0.0104286;95.8901;0;28
86;5;0.0101751;98.2789;1;100
87;6;0.0110027;90.8871;0;12
88;2;0.00389154;256.967;0;0
89;5;0.00879297;113.727;0;38
90;2;0.00476676;209.786;0;0
91;1;0.00263132;380.037;0;0
92;5;0.00956127;104.589;0;39
93;4;0.00775126;129.011;0;23
94;2;0.00451487;221.49;0;0
95;3;0.00586067;170.629;0;0
96;2;0.00397774;251.399;0;0
97;2;0.00396813;252.008;0;0
98;5;0.0086872;115.112;0;2
99;2;0.00402984;248.149;0;0
100;4;0.00737243;135.64;0;4
101;1;0.00277245;360.691;0;0
102;4;0.00863508;115.807;0;5
103;2;0.00464159;215.444;0;0
104;4;0.00751691;133.033;0;21
105;2;0.00425307;235.124;0;0
106;2;0.0042014;238.016;0;0
107;2;0.00416836;239.902;0;0
108;2;0.00393464;254.153;0;0
109;2;0.00457371;218.641;0;0
110;4;0.00737606;135.574;0;1
111;2;0.00394409;253.544;0;0
112;1;0.0025723;388.758;0;0
113;5;0.00897465;111.425;0;5
114;5;0.0095917;104.257;0;8
115;5;0.00882705;113.288;0;6
116;8;0.0143666;69.6059;1;91
117;1;0.00260453;383.947;0;0
118;1;0.00250758;398.792;0;0
119;1;0.00257087;388.974;0;0
