N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;4;0.00631443;158.367;1;100
2;1;0.00163355;612.162;0;0
3;5;0.00637402;156.887;1;100
4;1;0.00161577;618.899;0;0
5;1;0.0017317;577.468;0;0
6;1;0.00155632;642.54;0;0
7;5;0.00724529;138.021;1;100
8;1;0.00173539;576.239;0;0
9;1;0.00184182;542.942;0;0
10;1;0.0016665;600.061;0;0
11;5;0.00558317;179.11;0;0
12;1;0.00183358;545.382;0;0
13;2;0.00257077;388.988;0;0
14;1;0.00184182;542.942;0;0
15;1;0.00163543;611.461;0;0
16;5;0.00691889;144.532;1;100
17;1;0.00159506;626.937;0;0
18;1;0.00174352;573.551;0;0
19;1;0.0016811;594.848;0;0
20;2;0.00265398;376.793;0;0
21;4;0.00537493;186.049;1;100
22;1;0.00168107;594.861;0;0
23;2;0.00280151;356.951;0;0
24;1;0.00164217;608.949;0;0
25;4;0.00519823;192.373;0;52
26;1;0.00184007;543.457;0;0
27;4;0.00569311;175.651;1;100
28;5;0.00684633;146.064;1;100
29;4;0.00523662;190.963;1;100
30;4;0.00567318;176.268;1;100
31;5;0.00640578;156.109;1;100
32;5;0.00596742;167.577;0;46
33;1;0.0018271;547.316;0;0
34;4;0.00517664;193.175;0;0
35;4;0.00575332;173.813;1;100
36;1;0.00184182;542.942;0;0
37;5;0.00627122;159.459;1;53
38;4;0.0047913;208.712;0;0
39;1;0.00167576;596.744;0;0
40;5;0.00633081;157.958;1;100
41;5;0.00656336;152.361;1;100
42;1;0.00163317;612.306;0;0
43;1;0.00179388;557.45;0;0
44;2;0.00280728;356.217;0;0
45;1;0.00162926;613.775;0;0
46;1;0.00160488;623.098;0;0
47;6;0.00806321;124.02;1;100
48;2;0.00288972;346.054;0;0
49;1;0.00153147;652.966;0;0
50;1;0.00163281;612.44;0;0
51;4;0.00437593;228.523;0;0
52;1;0.00179915;555.817;0;0
53;1;0.00155632;642.54;0;0
54;1;0.00163467;611.745;0;0
55;2;0.00295006;338.976;0;0
56;3;0.00379819;263.283;0;0
57;1;0.00172998;578.041;0;0
58;1;0.00158898;629.333;0;0
59;1;0.00163543;611.461;0;0
60;2;0.00269861;370.561;0;0
61;1;0.00182595;547.661;0;0
62;1;0.00166537;600.468;0;0
63;4;0.00564802;177.053;1;100
64;1;0.00161577;618.899;0;0
65;1;0.00172846;578.548;0;0
66;6;0.00799633;125.057;1;100
67;5;0.00587138;170.318;0;0
68;4;0.0046612;214.537;0;0
69;1;0.00179874;555.945;0;0
70;1;0.00184474;542.082;0;0
71;1;0.00183539;544.844;0;0
72;5;0.00635477;157.362;1;100
73;6;0.00777001;128.7;1;100
74;4;0.00578815;172.767;1;100
75;1;0.00163467;611.745;0;0
76;1;0.00167593;596.684;0;0
77;1;0.00184182;542.942;0;0
78;4;0.00548394;182.351;1;100
79;1;0.00167621;596.584;0;0
80;4;0.00628567;159.092;1;100
81;4;0.00490764;203.764;0;0
82;4;0.00631443;158.367;1;100
83;1;0.0016665;600.061;0;0
84;1;0.00185108;540.226;0;0
85;7;0.00827373;120.864;1;100
86;1;0.00157624;634.422;0;0
87;4;0.0048232;207.331;0;0
88;1;0.00171818;582.011;0;0
89;4;0.00524252;190.748;1;100
90;1;0.00183539;544.844;0;0
91;2;0.00277127;360.846;0;0
92;1;0.00179915;555.817;0;0
93;4;0.00623975;160.263;1;100
94;1;0.00156611;638.526;0;0
95;3;0.00373666;267.618;0;0
96;1;0.00182595;547.661;0;0
97;1;0.00150467;664.599;0;0
98;1;0.00170979;584.868;0;0
99;2;0.00281944;354.68;0;0
100;4;0.00555812;179.917;1;100
101;4;0.00477109;209.596;0;0
102;1;0.00158031;632.787;0;0
103;4;0.00485399;206.016;0;58
104;4;0.00627304;159.412;1;100
105;4;0.0051109;195.66;0;0
106;1;0.00184474;542.082;0;0
107;1;0.00185108;540.226;0;0
108;4;0.00482888;207.087;0;0
109;5;0.00550153;181.768;0;0
110;4;0.00548409;182.346;1;100
111;4;0.00628418;159.13;1;100
112;1;0.00179874;555.945;0;0
113;2;0.00256483;389.889;0;0
114;4;0.0046079;217.019;0;0
115;1;0.00157624;634.422;0;0
116;1;0.00183539;544.844;0;0
117;1;0.00158031;632.787;0;0
118;1;0.00173539;576.239;0;0
119;1;0.00183358;545.382;0;0
120;2;0.00277546;360.301;0;0
121;1;0.00158787;629.774;0;0
122;1;0.0017002;588.165;0;0
123;4;0.0058136;172.01;1;100
124;1;0.00183358;545.382;0;0
125;2;0.00292366;342.037;0;0
126;1;0.00167576;596.744;0;0
127;4;0.00519502;192.492;1;100
128;3;0.0033046;302.608;0;0
129;1;0.00183302;545.547;0;0
130;1;0.00184796;541.137;0;0
131;1;0.00183302;545.547;0;0
132;2;0.00289847;345.01;0;0
133;4;0.00634334;157.646;1;100
134;2;0.00277335;360.575;0;0
135;1;0.00166388;601.006;0;0
136;5;0.00691623;144.587;1;100
137;1;0.00155415;643.439;0;0
138;1;0.00179874;555.945;0;0
139;1;0.00157065;636.679;0;0
140;1;0.00150467;664.599;0;0
141;2;0.00279314;358.02;0;0
142;1;0.00183571;544.75;0;0
143;1;0.00168998;591.724;0;0
144;2;0.00281573;355.147;0;0
145;4;0.0055999;178.575;1;100
146;2;0.0029973;333.633;0;0
147;1;0.0016811;594.848;0;0
148;4;0.00528987;189.041;0;1
149;3;0.00359878;277.872;0;0
150;5;0.00616999;162.075;0;0
151;2;0.00258562;386.754;0;0
152;3;0.00381623;262.039;0;0
153;1;0.00170979;584.868;0;0
154;4;0.00567777;176.125;1;100
155;4;0.00578101;172.98;1;100
156;1;0.0017002;588.165;0;0
157;1;0.00157065;636.679;0;0
158;4;0.00585188;170.885;1;100
159;1;0.0018271;547.316;0;0
160;1;0.00179388;557.45;0;0
161;4;0.00635801;157.282;1;100
162;5;0.00603426;165.72;0;0
163;5;0.00657528;152.085;1;100
164;2;0.00285099;350.755;0;0
165;2;0.00282531;353.944;0;0
166;5;0.00586568;170.483;0;0
167;4;0.00535418;186.77;1;100
168;1;0.00167621;596.584;0;0
169;2;0.0026549;376.662;0;0
170;1;0.00185108;540.226;0;0
171;2;0.00250179;399.714;0;0
172;4;0.00533437;187.464;1;100
173;5;0.00667451;149.824;1;100
174;1;0.00160075;624.706;0;0
175;4;0.00608887;164.234;1;100
176;1;0.00183539;544.844;0;0
177;1;0.00172258;580.524;0;0
178;4;0.00487844;204.984;0;0
179;2;0.00257582;388.226;0;0
180;1;0.00184007;543.457;0;0
181;1;0.00184007;543.457;0;0
182;1;0.00182595;547.661;0;0
183;1;0.00171818;582.011;0;0
184;4;0.00634334;157.646;1;100
185;2;0.00274932;363.726;0;0
186;1;0.00184796;541.137;0;0
187;4;0.00532256;187.88;1;100
188;2;0.00271785;367.938;0;0
189;5;0.00537478;186.054;0;0
190;2;0.00271952;367.712;0;0
191;1;0.00175017;571.373;0;0
192;1;0.00166537;600.468;0;0
193;5;0.00571657;174.93;0;0
194;1;0.00162926;613.775;0;0
195;1;0.00184796;541.137;0;0
196;1;0.00166534;600.479;0;0
197;1;0.00174352;573.551;0;0
198;1;0.00184182;542.942;0;0
199;1;0.00185108;540.226;0;0
200;1;0.00172846;578.548;0;0
201;2;0.00298932;334.525;0;0
202;4;0.00588315;169.977;1;100
203;3;0.00416847;239.896;0;0
204;3;0.00394203;253.676;0;0
205;1;0.00185108;540.226;0;0
206;1;0.00163281;612.44;0;0
207;2;0.00300244;333.063;0;0
208;3;0.00365061;273.927;0;0
209;1;0.00164229;608.906;0;0
210;1;0.00168998;591.724;0;0
211;1;0.00172998;578.041;0;0
212;1;0.00184182;542.942;0;0
213;2;0.00280866;356.041;0;0
214;5;0.00612635;163.229;1;42
215;3;0.00352148;283.972;0;0
216;6;0.0074564;134.113;1;100
217;4;0.00489281;204.382;0;0
218;1;0.0015876;629.883;0;0
219;4;0.0054894;182.169;1;100
220;1;0.0017317;577.468;0;0
221;4;0.005171;193.386;0;2
222;1;0.00167593;596.684;0;0
223;1;0.00159506;626.937;0;0
224;1;0.00170555;586.321;0;0
225;2;0.00272522;366.943;0;0
226;2;0.00267355;374.035;0;0
227;5;0.00620088;161.267;1;100
228;1;0.00183571;544.75;0;0
229;4;0.00459207;217.767;0;0
230;1;0.0018271;547.316;0;0
231;4;0.00631443;158.367;1;100
232;5;0.00664272;150.541;1;100
233;1;0.00172258;580.524;0;0
234;1;0.00154148;648.727;0;0
235;1;0.00167576;596.744;0;0
236;1;0.00179388;557.45;0;0
237;4;0.00624516;160.124;1;100
238;5;0.00644151;155.243;1;100
239;2;0.00262506;380.943;0;0
240;1;0.00163355;612.162;0;0
241;3;0.00374176;267.254;0;0
242;5;0.00565298;176.898;0;0
243;2;0.00273268;365.941;0;0
244;1;0.00158898;629.333;0;0
245;2;0.0025846;386.907;0;0
246;3;0.00382031;261.759;0;0
247;1;0.00184182;542.942;0;0
248;3;0.00374389;267.102;0;0
249;1;0.00164229;608.906;0;0
250;1;0.00166534;600.479;0;0
251;1;0.00183539;544.844;0;0
252;4;0.00635801;157.282;1;100
253;1;0.00185108;540.226;0;0
254;1;0.00170555;586.321;0;0
255;1;0.00184796;541.137;0;0
256;1;0.00184474;542.082;0;0
257;1;0.00183539;544.844;0;0
258;4;0.00611367;163.568;1;100
259;1;0.00170653;585.986;0;0
260;4;0.00519945;192.328;0;0
261;1;0.00164229;608.906;0;0
262;4;0.00611171;163.62;1;100
263;1;0.00161278;620.047;0;0
264;4;0.00627566;159.346;1;100
265;2;0.0029566;338.227;0;0
266;4;0.0051194;195.336;0;58
267;4;0.00628418;159.13;1;100
268;2;0.00282541;353.932;0;0
269;1;0.00184796;541.137;0;0
270;1;0.00179915;555.817;0;0
271;1;0.00184796;541.137;0;0
272;1;0.00184182;542.942;0;0
273;2;0.00302063;331.057;0;0
274;4;0.00573262;174.44;1;100
275;4;0.00464625;215.227;0;0
276;2;0.00289557;345.355;0;0
277;5;0.00639762;156.308;1;100
278;1;0.00166388;601.006;0;0
279;1;0.00183302;545.547;0;0
280;1;0.00184182;542.942;0;0
281;1;0.00183571;544.75;0;0
282;2;0.00262634;380.758;0;0
283;1;0.00164217;608.949;0;0
284;4;0.00553379;180.708;1;100
285;4;0.00632818;158.023;1;100
286;1;0.00160075;624.706;0;0
