N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00102094;979.489;0;0
2;2;0.00154439;647.507;0;0
3;4;0.00292429;341.963;0;0
4;1;0.000913808;1094.32;0;0
5;2;0.00169327;590.572;0;0
6;4;0.00305214;327.639;1;100
7;2;0.00178176;561.241;0;0
8;1;0.0010462;955.844;0;0
9;4;0.00312462;320.039;0;0
10;4;0.00305951;326.85;0;29
11;4;0.00351151;284.778;1;100
12;4;0.0030296;330.077;0;0
13;1;0.00101042;989.69;0;0
14;4;0.00303072;329.955;0;55
15;4;0.00331741;301.44;1;100
16;1;0.00101663;983.641;0;0
17;1;0.00109512;913.14;0;0
18;3;0.00238668;418.992;0;0
19;1;0.00101041;989.695;0;0
20;4;0.00277412;360.475;0;0
21;5;0.00385069;259.694;1;100
22;1;0.000972943;1027.81;0;0
23;4;0.00330744;302.349;1;100
24;1;0.00101526;984.973;0;0
25;1;0.00101753;982.771;0;0
26;1;0.000996786;1003.22;0;0
27;4;0.00269493;371.067;0;0
28;1;0.000972044;1028.76;0;0
29;1;0.000972044;1028.76;0;0
30;4;0.00368129;271.644;1;100
31;4;0.00376775;265.411;1;100
32;1;0.000975252;1025.38;0;0
33;1;0.000948947;1053.8;0;0
34;1;0.00096988;1031.06;0;0
35;4;0.00380911;262.528;1;100
36;1;0.00104515;956.802;0;0
37;5;0.00395849;252.622;1;100
38;1;0.000928379;1077.15;0;0
39;1;0.000955696;1046.36;0;0
40;2;0.00162212;616.477;0;0
41;1;0.000964995;1036.27;0;0
42;1;0.00101042;989.69;0;0
43;1;0.00094742;1055.5;0;0
44;1;0.00101753;982.771;0;0
45;2;0.00152481;655.82;0;0
46;1;0.00100495;995.075;0;0
47;4;0.00342059;292.347;1;100
48;4;0.00343015;291.532;1;100
49;4;0.00296302;337.494;0;20
50;2;0.00166708;599.853;0;0
51;1;0.000916404;1091.22;0;0
52;3;0.00218757;457.129;0;0
53;1;0.000998785;1001.22;0;0
54;4;0.00289239;345.735;0;0
55;1;0.00103793;963.452;0;0
56;5;0.00345275;289.625;0;67
57;1;0.00102344;977.093;0;0
58;5;0.00368171;271.613;1;75
59;1;0.00102587;974.778;0;0
60;4;0.00303028;330.003;0;21
61;2;0.00161672;618.537;0;0
