N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;6;0.0675472;14.8045;0;0
2;3;0.0363979;27.4741;0;0
3;4;0.046151;21.668;0;0
4;7;0.0790169;12.6555;0;0
5;5;0.05705;17.5285;0;2
6;5;0.0568029;17.6047;0;0
7;3;0.0397661;25.147;0;0
8;3;0.0374329;26.7145;0;0
9;4;0.0466414;21.4402;0;0
10;4;0.0469614;21.2941;0;0
11;2;0.0274982;36.366;0;0
12;3;0.0378082;26.4493;0;0
13;3;0.0385257;25.9567;0;0
14;6;0.0693958;14.4101;0;13
15;2;0.026803;37.3092;0;0
16;9;0.100291;9.97094;0;71
17;3;0.0399245;25.0473;0;0
18;4;0.0489568;20.4262;0;0
19;3;0.0367823;27.187;0;0
20;5;0.060246;16.5986;0;0
