N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00083444;1198.41;0;0
2;4;0.00325534;307.187;1;100
3;1;0.000914097;1093.98;0;0
4;1;0.000920418;1086.46;0;0
5;1;0.000929659;1075.66;0;0
6;4;0.00327005;305.806;1;100
7;4;0.00287386;347.964;1;100
8;4;0.00327024;305.788;1;100
9;1;0.000929214;1076.18;0;0
10;1;0.000944481;1058.78;0;0
11;4;0.00308859;323.772;1;100
12;1;0.000830762;1203.71;0;0
13;1;0.000946621;1056.39;0;0
14;1;0.000938328;1065.73;0;0
15;1;0.000937099;1067.12;0;0
16;5;0.00313135;319.351;1;100
17;1;0.000944481;1058.78;0;0
18;4;0.00326815;305.984;1;100
19;1;0.000929214;1076.18;0;0
20;4;0.00233966;427.412;0;9
21;1;0.000898606;1112.83;0;0
22;4;0.00228826;437.014;0;0
23;1;0.000930262;1074.97;0;0
24;4;0.00326625;306.161;1;100
25;3;0.00168574;593.213;0;0
26;1;0.000926561;1079.26;0;0
27;5;0.00354881;281.785;1;100
28;1;0.000921768;1084.87;0;0
29;1;0.000930223;1075.01;0;0
30;4;0.00280685;356.272;1;100
31;1;0.000943684;1059.68;0;0
32;1;0.000851997;1173.71;0;0
33;4;0.00319388;313.099;1;100
34;1;0.000973514;1027.21;0;0
35;4;0.00319388;313.099;1;100
36;1;0.000944481;1058.78;0;0
37;1;0.00091906;1088.07;0;0
38;5;0.00361268;276.803;1;100
39;4;0.00289098;345.903;1;100
40;1;0.000929214;1076.18;0;0
41;4;0.00318382;314.088;1;100
42;4;0.00327005;305.806;1;100
43;1;0.000928699;1076.78;0;0
44;1;0.000926561;1079.26;0;0
45;1;0.00094465;1058.59;0;0
46;4;0.0026672;374.925;1;100
47;4;0.00327024;305.788;1;100
48;1;0.000918545;1088.68;0;0
49;1;0.000839763;1190.81;0;0
50;1;0.00094465;1058.59;0;0
51;1;0.000931461;1073.58;0;0
52;1;0.000937099;1067.12;0;0
53;4;0.0027503;363.596;1;100
54;1;0.000926426;1079.42;0;0
55;1;0.000926932;1078.83;0;0
56;1;0.000933397;1071.36;0;0
57;1;0.000944886;1058.33;0;0
58;1;0.000926426;1079.42;0;0
59;1;0.000938328;1065.73;0;0
60;1;0.000925571;1080.41;0;0
61;4;0.00253514;394.455;1;100
62;1;0.000944925;1058.28;0;0
63;3;0.00185532;538.992;0;0
64;1;0.000839763;1190.81;0;0
65;1;0.000944078;1059.23;0;0
66;1;0.000926932;1078.83;0;0
67;4;0.00325534;307.187;1;100
68;1;0.000943885;1059.45;0;0
69;1;0.000944886;1058.33;0;0
70;4;0.00235077;425.392;0;0
71;4;0.0026861;372.287;1;100
72;1;0.000941761;1061.84;0;0
73;1;0.000946621;1056.39;0;0
74;4;0.00286518;349.018;1;100
75;1;0.000941761;1061.84;0;0
76;4;0.0026105;383.068;0;2
77;1;0.000835993;1196.18;0;0
78;1;0.000926426;1079.42;0;0
79;1;0.00091906;1088.07;0;0
80;1;0.000944481;1058.78;0;0
81;1;0.000943684;1059.68;0;0
82;1;0.000929659;1075.66;0;0
83;4;0.00326534;306.247;1;100
84;1;0.000932601;1072.27;0;0
85;1;0.00091906;1088.07;0;0
86;4;0.00252153;396.584;1;100
87;1;0.000856134;1168.04;0;0
88;1;0.000906326;1103.36;0;0
89;1;0.000919392;1087.67;0;0
90;4;0.00279587;357.67;1;100
91;1;0.000853297;1171.92;0;0
92;1;0.00078233;1278.23;0;0
93;1;0.000864156;1157.2;0;0
94;1;0.000839763;1190.81;0;0
95;1;0.00094465;1058.59;0;0
96;4;0.00275564;362.892;1;100
97;1;0.000943885;1059.45;0;0
98;1;0.000946621;1056.39;0;0
99;1;0.000937099;1067.12;0;0
100;5;0.00348513;286.933;1;100
101;4;0.00318556;313.916;1;100
102;1;0.000920418;1086.46;0;0
103;1;0.000926426;1079.42;0;0
104;1;0.000823004;1215.06;0;0
105;1;0.000944925;1058.28;0;0
106;4;0.00253647;394.249;1;100
107;4;0.00315008;317.452;1;100
108;1;0.000906326;1103.36;0;0
109;1;0.000944925;1058.28;0;0
110;1;0.000844388;1184.29;0;0
111;4;0.00314609;317.855;1;100
112;1;0.000933397;1071.36;0;0
113;4;0.0031984;312.657;1;100
114;4;0.00320123;312.38;1;100
115;1;0.000840328;1190.01;0;0
116;1;0.000937099;1067.12;0;0
117;3;0.00255358;391.607;1;100
118;1;0.000916934;1090.59;0;0
119;1;0.00086987;1149.6;0;0
120;5;0.0034964;286.009;1;100
121;4;0.00327005;305.806;1;100
122;4;0.00317916;314.549;1;100
123;4;0.00321224;311.309;1;100
124;1;0.000944481;1058.78;0;0
125;1;0.000944481;1058.78;0;0
126;4;0.00287378;347.974;1;100
127;1;0.000931461;1073.58;0;0
128;1;0.000856134;1168.04;0;0
129;1;0.000944481;1058.78;0;0
130;1;0.000924564;1081.59;0;0
131;1;0.000825246;1211.76;0;0
132;4;0.00255268;391.745;0;0
133;1;0.000906326;1103.36;0;0
134;1;0.000973514;1027.21;0;0
135;1;0.000835993;1196.18;0;0
136;1;0.000932601;1072.27;0;0
137;1;0.000930232;1075;0;0
138;1;0.000941761;1061.84;0;0
139;4;0.0031984;312.657;1;100
140;4;0.00287098;348.313;1;100
141;1;0.000941761;1061.84;0;0
142;4;0.00283396;352.863;1;100
143;4;0.00305226;327.626;1;100
144;1;0.000848466;1178.6;0;0
145;1;0.000914097;1093.98;0;0
146;1;0.000930262;1074.97;0;0
147;1;0.000944925;1058.28;0;0
148;4;0.0025935;385.579;1;100
149;1;0.00094465;1058.59;0;0
150;4;0.0022876;437.139;0;0
151;6;0.00385561;259.362;1;100
152;1;0.000938328;1065.73;0;0
153;4;0.00270915;369.119;1;100
154;4;0.00314852;317.61;1;100
155;1;0.000796211;1255.95;0;0
156;4;0.00326924;305.881;1;100
157;1;0.000918975;1088.17;0;0
158;1;0.000848466;1178.6;0;0
159;4;0.00320109;312.393;1;100
160;1;0.000943684;1059.68;0;0
161;4;0.00327005;305.806;1;100
162;1;0.000925571;1080.41;0;0
163;1;0.000943885;1059.45;0;0
164;1;0.000823004;1215.06;0;0
165;1;0.000849512;1177.15;0;0
166;4;0.00229061;436.565;0;0
167;1;0.000926561;1079.26;0;0
168;5;0.00337061;296.682;1;100
169;4;0.00320687;311.83;1;100
170;4;0.00268747;372.098;1;100
171;1;0.000941761;1061.84;0;0
172;1;0.000926561;1079.26;0;0
173;4;0.00286927;348.521;1;100
174;1;0.000928699;1076.78;0;0
175;5;0.00296347;337.443;0;18
176;1;0.00085579;1168.51;0;0
177;1;0.000938328;1065.73;0;0
178;1;0.000941761;1061.84;0;0
179;1;0.00094465;1058.59;0;0
180;1;0.000944481;1058.78;0;0
181;1;0.000944715;1058.52;0;0
182;1;0.000926932;1078.83;0;0
183;1;0.000930223;1075.01;0;0
184;1;0.000943885;1059.45;0;0
185;1;0.000934347;1070.27;0;0
186;5;0.0034692;288.251;1;100
187;4;0.00325534;307.187;1;100
188;1;0.000849875;1176.64;0;0
189;1;0.000941761;1061.84;0;0
190;1;0.000906326;1103.36;0;0
191;1;0.000944481;1058.78;0;0
192;1;0.000941761;1061.84;0;0
193;1;0.000860264;1162.43;0;0
194;4;0.00282294;354.241;1;100
195;4;0.00321598;310.947;1;100
196;1;0.000934347;1070.27;0;0
197;4;0.00278868;358.592;1;100
198;1;0.000932601;1072.27;0;0
199;4;0.00314812;317.65;1;100
200;1;0.000944886;1058.33;0;0
201;1;0.000933281;1071.49;0;0
202;1;0.000926426;1079.42;0;0
203;1;0.000796211;1255.95;0;0
204;1;0.000944078;1059.23;0;0
205;1;0.000918545;1088.68;0;0
206;1;0.000944886;1058.33;0;0
207;1;0.000944886;1058.33;0;0
208;4;0.00327024;305.788;1;100
209;1;0.000842473;1186.98;0;0
210;1;0.000842473;1186.98;0;0
211;1;0.000926932;1078.83;0;0
212;1;0.000926932;1078.83;0;0
213;1;0.000817564;1223.15;0;0
214;1;0.000928699;1076.78;0;0
215;4;0.00242179;412.918;1;100
216;1;0.000944886;1058.33;0;0
217;1;0.000944886;1058.33;0;0
218;1;0.000941761;1061.84;0;0
219;1;0.000796149;1256.05;0;0
220;4;0.00286927;348.521;1;100
221;1;0.000860695;1161.85;0;0
222;1;0.000851997;1173.71;0;0
223;1;0.000944078;1059.23;0;0
224;1;0.000932601;1072.27;0;0
225;4;0.00326894;305.909;1;100
226;1;0.000926561;1079.26;0;0
227;4;0.00327024;305.788;1;100
228;1;0.000934347;1070.27;0;0
229;1;0.000933281;1071.49;0;0
230;3;0.00209048;478.359;0;0
231;1;0.000941761;1061.84;0;0
232;1;0.000844388;1184.29;0;0
233;1;0.000946621;1056.39;0;0
234;5;0.00354116;282.394;1;100
235;1;0.00086987;1149.6;0;0
236;1;0.000934347;1070.27;0;0
237;1;0.000929214;1076.18;0;0
238;4;0.00320123;312.38;1;100
239;1;0.000853297;1171.92;0;0
240;1;0.000944481;1058.78;0;0
241;1;0.00094465;1058.59;0;0
242;1;0.000946621;1056.39;0;0
243;4;0.00321224;311.309;1;100
244;1;0.000944886;1058.33;0;0
245;4;0.00275681;362.738;1;100
246;1;0.000929214;1076.18;0;0
247;1;0.000914097;1093.98;0;0
248;4;0.00325534;307.187;1;100
249;1;0.000842595;1186.81;0;0
250;1;0.000944715;1058.52;0;0
251;7;0.0043438;230.213;1;100
252;1;0.000842473;1186.98;0;0
253;1;0.000943684;1059.68;0;0
254;1;0.000864156;1157.2;0;0
255;1;0.000943885;1059.45;0;0
256;1;0.000933397;1071.36;0;0
257;1;0.000938328;1065.73;0;0
258;1;0.00094465;1058.59;0;0
259;1;0.000944078;1059.23;0;0
260;4;0.00318556;313.916;1;100
261;1;0.000943684;1059.68;0;0
262;1;0.000944715;1058.52;0;0
263;5;0.00364629;274.251;1;100
264;1;0.000926426;1079.42;0;0
265;1;0.000930223;1075.01;0;0
266;1;0.000924564;1081.59;0;0
267;4;0.002733;365.898;1;100
268;1;0.00094465;1058.59;0;0
269;1;0.000860695;1161.85;0;0
270;1;0.000925571;1080.41;0;0
271;4;0.00276645;361.474;1;100
272;4;0.00246467;405.734;0;0
273;4;0.00249472;400.847;0;0
274;4;0.00322045;310.515;1;100
275;4;0.00321598;310.947;1;100
276;5;0.00347252;287.975;1;100
277;5;0.00354711;281.92;1;100
278;4;0.00322045;310.515;1;100
279;1;0.000944925;1058.28;0;0
280;1;0.000930262;1074.97;0;0
281;1;0.000860264;1162.43;0;0
282;3;0.00195117;512.512;0;0
283;1;0.000930223;1075.01;0;0
284;4;0.00284167;351.906;1;100
285;1;0.000941761;1061.84;0;0
286;1;0.000941761;1061.84;0;0
287;4;0.00316126;316.329;1;100
288;1;0.000844388;1184.29;0;0
289;1;0.000944886;1058.33;0;0
290;1;0.000906326;1103.36;0;0
291;4;0.00318382;314.088;1;100
292;1;0.000933397;1071.36;0;0
293;1;0.000944886;1058.33;0;0
294;4;0.00326815;305.984;1;100
295;1;0.000943885;1059.45;0;0
296;4;0.00326924;305.881;1;100
297;1;0.000856456;1167.6;0;0
298;1;0.000931461;1073.58;0;0
299;1;0.00094465;1058.59;0;0
300;1;0.000944886;1058.33;0;0
301;3;0.00199873;500.317;0;0
302;4;0.00263884;378.954;1;100
303;4;0.00282123;354.455;1;100
304;4;0.00326815;305.984;1;100
305;1;0.000938328;1065.73;0;0
306;1;0.000943885;1059.45;0;0
307;1;0.000930232;1075;0;0
308;4;0.00287338;348.023;1;100
309;1;0.000929659;1075.66;0;0
310;4;0.00327024;305.788;1;100
311;1;0.000941761;1061.84;0;0
312;1;0.000906326;1103.36;0;0
313;4;0.00250799;398.726;1;100
314;1;0.000930262;1074.97;0;0
315;1;0.000869058;1150.67;0;0
316;1;0.000929659;1075.66;0;0
317;1;0.000929659;1075.66;0;0
318;1;0.000920418;1086.46;0;0
319;4;0.00323919;308.719;1;100
320;1;0.000919392;1087.67;0;0
321;4;0.00312516;319.983;1;100
322;1;0.000925571;1080.41;0;0
323;1;0.000943684;1059.68;0;0
324;1;0.000918975;1088.17;0;0
325;4;0.00308859;323.772;1;100
326;4;0.00326439;306.336;1;100
327;1;0.000898606;1112.83;0;0
328;1;0.000849512;1177.15;0;0
329;1;0.000946621;1056.39;0;0
330;1;0.000944925;1058.28;0;0
331;4;0.00286118;349.506;1;100
332;4;0.00326894;305.909;1;100
333;1;0.00094465;1058.59;0;0
334;1;0.000921768;1084.87;0;0
335;3;0.00181065;552.287;0;0
336;4;0.00326894;305.909;1;100
337;5;0.00336403;297.262;1;100
338;1;0.000853009;1172.32;0;0
339;4;0.00273717;365.341;1;100
340;4;0.00326534;306.247;1;100
341;4;0.00323919;308.719;1;100
342;4;0.00327822;305.044;1;100
343;4;0.00321544;310.999;1;100
344;1;0.000941761;1061.84;0;0
