N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;2;0.00424362;235.648;0;0
2;1;0.00243019;411.49;0;0
3;4;0.00918691;108.851;1;100
4;5;0.00926018;107.989;1;37
5;2;0.00430026;232.544;0;0
6;3;0.00588363;169.963;0;0
7;1;0.00250002;399.997;0;0
8;1;0.00273254;365.96;0;0
9;2;0.00398908;250.684;0;0
10;1;0.00276657;361.459;0;0
11;2;0.00434512;230.143;0;0
12;1;0.00275349;363.176;0;0
13;2;0.00458459;218.122;0;0
14;1;0.00263345;379.73;0;0
15;5;0.0107295;93.2009;1;100
16;1;0.0026862;372.273;0;0
17;1;0.0025138;397.804;0;0
18;1;0.00273254;365.96;0;0
19;2;0.00430824;232.113;0;0
20;6;0.0112719;88.7158;1;100
21;4;0.00740413;135.06;0;2
22;4;0.0073707;135.672;0;0
23;2;0.00411293;243.136;0;0
24;3;0.00561751;178.015;0;0
25;1;0.00253101;395.1;0;0
26;1;0.00264745;377.723;0;0
27;1;0.00272835;366.522;0;0
28;4;0.00793636;126.002;0;22
29;2;0.00430016;232.549;0;0
30;2;0.00453509;220.503;0;0
31;1;0.00272835;366.522;0;0
32;2;0.00408084;245.048;0;0
33;2;0.0041098;243.321;0;0
34;1;0.00266294;375.525;0;0
35;5;0.01022;97.8473;1;100
36;7;0.0135006;74.0708;1;100
37;2;0.00442433;226.023;0;0
38;4;0.00685344;145.912;0;0
39;1;0.00266294;375.525;0;0
40;2;0.00395713;252.709;0;0
41;4;0.00887697;112.651;1;100
42;2;0.00399451;250.344;0;0
43;5;0.0089515;111.713;0;0
44;1;0.00271969;367.689;0;0
45;1;0.00261493;382.419;0;0
46;5;0.00875391;114.235;0;0
47;2;0.00410909;243.363;0;0
48;4;0.00903603;110.668;1;100
49;1;0.00252856;395.481;0;0
50;6;0.0107281;93.213;0;9
51;4;0.00893744;111.889;1;100
52;6;0.0114623;87.2428;1;100
53;6;0.0130791;76.4581;1;100
54;4;0.00750979;133.159;0;6
55;4;0.00761399;131.337;0;0
56;1;0.00275349;363.176;0;0
57;1;0.00248423;402.54;0;0
58;1;0.00245715;406.975;0;0
59;4;0.00698384;143.188;0;0
60;5;0.00971113;102.975;0;98
61;4;0.00769151;130.013;0;0
62;5;0.00953689;104.856;0;19
63;1;0.00245984;406.531;0;0
64;3;0.00527104;189.716;0;0
65;5;0.00956768;104.519;1;60
66;3;0.00575343;173.809;0;0
67;3;0.00546025;183.142;0;0
68;3;0.00579303;172.621;0;0
69;3;0.006288;159.033;1;38
70;3;0.00552389;181.032;0;0
71;1;0.00276657;361.459;0;0
72;3;0.00577388;173.194;0;0
73;2;0.00414576;241.21;0;0
74;1;0.00247255;404.441;0;0
75;4;0.00768316;130.155;1;6
76;1;0.00271228;368.694;0;0
77;5;0.00872882;114.563;0;0
78;5;0.00923026;108.339;1;62
79;4;0.00891773;112.136;1;100
80;3;0.00589377;169.671;0;0
81;4;0.0088421;113.095;1;100
82;1;0.00278555;358.995;0;0
83;1;0.00263728;379.178;0;0
84;4;0.00790808;126.453;0;48
85;4;0.00749474;133.427;0;0
86;2;0.00432911;230.994;0;0
87;5;0.00912468;109.593;0;0
88;1;0.00265735;376.315;0;0
89;2;0.00429306;232.934;0;0
90;1;0.0028194;354.686;0;0
91;2;0.0041904;238.64;0;0
92;1;0.0028194;354.686;0;0
93;2;0.00390689;255.958;0;0
94;2;0.00403458;247.858;0;0
95;1;0.00253208;394.932;0;0
96;5;0.0106712;93.7098;1;100
97;1;0.00243019;411.49;0;0
98;5;0.00973984;102.671;0;3
99;5;0.00886747;112.772;0;4
100;2;0.00452778;220.859;0;0
101;4;0.00765599;130.617;0;17
102;5;0.00842727;118.662;0;0
103;5;0.0105889;94.4383;1;100
104;1;0.00247269;404.418;0;0
105;1;0.0028194;354.686;0;0
106;2;0.00443091;225.687;0;0
107;2;0.00439477;227.543;0;0
108;4;0.00736365;135.802;0;2
109;1;0.00257073;388.994;0;0
110;4;0.007102;140.805;0;1
111;1;0.00271228;368.694;0;0
112;1;0.00264745;377.723;0;0
113;5;0.011372;87.9355;1;100
114;3;0.00549776;181.892;0;0
115;2;0.00434338;230.236;0;0
116;1;0.00257073;388.994;0;0
117;1;0.00246973;404.902;0;0
118;2;0.00426308;234.572;0;0
119;2;0.00441061;226.726;0;0
120;5;0.0102139;97.9062;1;100
121;2;0.00407238;245.557;0;0
122;2;0.00464341;215.359;0;0
123;2;0.00433918;230.458;0;0
124;3;0.00573096;174.491;0;0
125;4;0.00718936;139.094;0;0
126;1;0.0024546;407.398;0;0
127;5;0.00964246;103.708;0;66
128;2;0.0043321;230.835;0;0
129;3;0.00563294;177.527;0;9
130;1;0.00245702;406.997;0;0
131;1;0.00256969;389.152;0;0
132;4;0.00765653;130.608;0;0
133;4;0.00798905;125.171;0;47
134;1;0.00265735;376.315;0;0
135;1;0.00253208;394.932;0;0
136;1;0.00263345;379.73;0;0
137;4;0.0072824;137.317;0;0
138;4;0.00829675;120.529;0;28
139;4;0.00797756;125.352;0;38
140;2;0.0045819;218.25;0;0
141;2;0.00463663;215.674;0;0
142;2;0.00409906;243.959;0;0
143;1;0.0026862;372.273;0;0
144;5;0.00913965;109.413;0;13
145;1;0.00256969;389.152;0;0
146;1;0.00248911;401.751;0;0
147;5;0.0106115;94.2376;1;100
148;4;0.00900266;111.078;1;100
149;4;0.00742703;134.643;0;36
150;2;0.00439039;227.77;0;0
151;2;0.00471297;212.181;0;0
152;1;0.00271969;367.689;0;0
153;1;0.00278555;358.995;0;0
154;4;0.00750692;133.21;0;4
155;1;0.0027464;364.113;0;0
156;5;0.00962587;103.887;1;100
157;1;0.0026862;372.273;0;0
158;1;0.00252199;396.513;0;0
159;2;0.00427883;233.709;0;0
160;2;0.00420689;237.705;0;0
161;2;0.00438343;228.132;0;0
162;1;0.00276657;361.459;0;0
163;3;0.0058367;171.33;0;0
164;6;0.0119912;83.3948;1;100
165;5;0.00880757;113.539;0;0
166;4;0.0079466;125.84;0;4
167;5;0.0116827;85.5965;1;100
168;1;0.0027464;364.113;0;0
169;1;0.00263728;379.178;0;0
170;4;0.00760061;131.568;0;0
171;3;0.00581779;171.887;0;0
172;2;0.00435525;229.608;0;0
173;5;0.00955109;104.7;0;31
174;2;0.00444926;224.757;0;0
175;2;0.00413676;241.735;0;0
176;1;0.00247269;404.418;0;0
177;5;0.00980402;101.999;1;93
178;1;0.00259639;385.15;0;0
179;4;0.0086099;116.145;1;100
180;2;0.00414307;241.367;0;0
