N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00137003;729.909;0;0
2;4;0.00498049;200.784;1;100
3;1;0.00158581;630.592;0;0
4;4;0.00488047;204.898;1;100
5;4;0.0048326;206.928;1;100
6;1;0.00157115;636.475;0;0
7;4;0.00542789;184.233;1;100
8;6;0.00653025;153.134;1;100
9;1;0.00155668;642.395;0;0
10;1;0.00155483;643.156;0;0
11;4;0.00533853;187.318;1;100
12;2;0.00236276;423.234;0;0
13;1;0.00150585;664.078;0;0
14;4;0.00542417;184.36;1;100
15;1;0.00145453;687.505;0;0
16;1;0.0014538;687.854;0;0
17;4;0.00452427;221.03;0;10
18;1;0.00142523;701.642;0;0
19;1;0.00147652;677.268;0;0
20;4;0.00493152;202.777;1;100
21;4;0.00457346;218.653;0;0
22;4;0.0045342;220.546;1;98
23;1;0.00141521;706.608;0;0
24;1;0.00156883;637.419;0;0
25;1;0.00155856;641.617;0;0
26;2;0.00244363;409.227;0;0
27;1;0.00155996;641.042;0;0
28;1;0.00158121;632.428;0;0
29;5;0.00543082;184.134;1;100
30;2;0.00236318;423.159;0;0
31;2;0.00227249;440.045;0;0
32;4;0.00544558;183.635;1;100
33;1;0.00148171;674.895;0;0
34;2;0.00260607;383.719;0;0
35;4;0.00533853;187.318;1;100
36;5;0.00538058;185.854;1;100
37;4;0.00380409;262.875;0;0
38;4;0.0044898;222.727;0;0
39;1;0.00143079;698.917;0;0
40;2;0.00220584;453.342;0;0
41;4;0.00446072;224.179;1;94
42;1;0.00142523;701.642;0;0
43;1;0.00147057;680.01;0;0
44;4;0.00493042;202.822;1;100
45;2;0.00213455;468.482;0;0
46;1;0.001582;632.112;0;0
47;1;0.00158137;632.363;0;0
48;4;0.00454224;220.156;0;27
49;1;0.00148731;672.357;0;0
50;1;0.00146612;682.071;0;0
51;1;0.00142731;700.619;0;0
52;2;0.00227186;440.169;0;0
53;1;0.00157396;635.339;0;0
54;1;0.00157115;636.475;0;0
55;4;0.00472041;211.846;1;100
56;1;0.00144649;691.327;0;0
57;1;0.00139262;718.069;0;0
58;1;0.00143166;698.491;0;0
59;5;0.00523049;191.187;0;0
60;2;0.00241776;413.605;0;0
61;1;0.00138784;720.544;0;0
62;1;0.00143166;698.491;0;0
63;1;0.0013837;722.7;0;0
64;1;0.00158137;632.363;0;0
65;2;0.00245103;407.992;0;0
66;2;0.00245412;407.478;0;0
67;2;0.00240456;415.876;0;0
68;1;0.00158121;632.428;0;0
69;1;0.00148171;674.895;0;0
70;1;0.00158576;630.613;0;0
71;1;0.00156252;639.99;0;0
72;4;0.00506954;197.257;1;100
73;1;0.00152401;656.166;0;0
74;4;0.00498228;200.711;1;100
75;4;0.00395713;252.708;0;0
76;1;0.00143486;696.931;0;0
77;1;0.00155901;641.434;0;0
78;4;0.00530006;188.677;1;100
79;1;0.00135369;738.722;0;0
80;2;0.0024082;415.248;0;0
81;1;0.00156883;637.419;0;0
82;1;0.00143486;696.931;0;0
83;1;0.00147057;680.01;0;0
84;4;0.00401325;249.175;0;0
85;4;0.00530872;188.369;1;100
86;1;0.00147689;677.097;0;0
87;5;0.00564276;177.218;1;100
88;1;0.00152401;656.166;0;0
89;1;0.00144649;691.327;0;0
90;4;0.00537685;185.982;1;100
91;2;0.0024282;411.828;0;0
92;2;0.00241798;413.568;0;0
93;1;0.00157396;635.339;0;0
94;4;0.00533625;187.398;1;100
95;5;0.00554025;180.497;1;100
96;1;0.00156883;637.419;0;0
97;4;0.0045809;218.298;0;0
98;5;0.00587493;170.215;1;100
99;5;0.00626472;159.624;1;100
100;4;0.00493895;202.472;1;100
101;4;0.00374363;267.121;0;0
102;1;0.001478;676.589;0;0
103;1;0.00155965;641.168;0;0
104;3;0.00315519;316.938;0;0
105;1;0.00158581;630.592;0;0
106;1;0.00150631;663.873;0;0
107;4;0.00406573;245.958;0;0
108;5;0.00474376;210.803;0;0
109;4;0.0053197;187.981;1;100
110;4;0.00431553;231.721;1;100
111;2;0.00242993;411.535;0;0
112;1;0.00159504;626.945;0;0
113;1;0.00144935;689.966;0;0
114;4;0.00532274;187.873;1;100
115;1;0.00139095;718.931;0;0
116;2;0.00239726;417.142;0;0
117;1;0.00157396;635.339;0;0
118;1;0.00157115;636.475;0;0
119;2;0.00242233;412.826;0;0
120;1;0.00148731;672.357;0;0
121;5;0.00541847;184.554;1;100
122;4;0.00523639;190.971;1;100
123;1;0.00156301;639.792;0;0
124;2;0.00236849;422.209;0;0
125;2;0.00253048;395.182;0;0
126;4;0.00430562;232.255;0;21
127;2;0.00227538;439.488;0;0
128;1;0.00155483;643.156;0;0
129;2;0.00217867;458.996;0;0
130;2;0.00240446;415.893;0;0
131;1;0.00144935;689.966;0;0
132;1;0.00139095;718.931;0;0
133;2;0.00260962;383.198;0;0
134;1;0.00158581;630.592;0;0
135;1;0.00159504;626.945;0;0
136;2;0.00243054;411.431;0;0
137;5;0.00556706;179.628;1;100
138;4;0.00539008;185.526;1;100
139;2;0.00236359;423.086;0;0
140;1;0.0014555;687.049;0;0
141;1;0.00146713;681.604;0;0
142;1;0.00148698;672.504;0;0
143;5;0.00539221;185.453;1;90
144;4;0.00488733;204.611;1;100
145;1;0.00155965;641.168;0;0
146;4;0.00464301;215.377;1;100
147;5;0.00584312;171.141;1;100
148;1;0.00134351;744.316;0;0
149;4;0.00482459;207.272;1;100
150;4;0.00548924;182.174;1;100
151;5;0.00622593;160.619;1;100
152;2;0.00242063;413.116;0;0
153;1;0.00156252;639.99;0;0
154;1;0.00156301;639.792;0;0
155;4;0.00401139;249.29;0;0
156;1;0.00158137;632.363;0;0
157;3;0.0028389;352.249;0;0
158;2;0.00232686;429.764;0;0
159;1;0.00148692;672.529;0;0
160;1;0.00159504;626.945;0;0
161;4;0.00548924;182.174;1;100
162;4;0.00494591;202.187;1;100
163;1;0.00155856;641.617;0;0
164;1;0.00147629;677.375;0;0
165;4;0.00495347;201.879;1;100
166;1;0.00149357;669.535;0;0
167;1;0.00155668;642.395;0;0
168;1;0.00148692;672.529;0;0
169;2;0.0023039;434.047;0;0
170;4;0.00458037;218.323;1;100
171;3;0.00327924;304.948;0;0
172;1;0.00138265;723.246;0;0
173;5;0.00566107;176.645;1;100
174;4;0.00544583;183.627;1;100
175;4;0.00469639;212.93;1;100
176;3;0.00327687;305.169;0;0
177;4;0.00434668;230.061;0;90
178;4;0.00469015;213.213;1;100
179;4;0.0053176;188.055;1;100
180;1;0.00156252;639.99;0;0
181;3;0.00309535;323.066;0;0
182;1;0.00143811;695.356;0;0
183;4;0.00548924;182.174;1;100
184;1;0.00156301;639.792;0;0
185;4;0.00515498;193.987;1;100
186;4;0.00453587;220.465;1;79
187;1;0.00155483;643.156;0;0
188;4;0.00507172;197.172;1;100
189;1;0.0015413;648.801;0;0
190;1;0.00134693;742.43;0;0
191;4;0.00490046;204.063;1;100
192;4;0.00452228;221.128;0;0
193;1;0.00152401;656.166;0;0
194;1;0.00157115;636.475;0;0
195;2;0.00244793;408.508;0;0
196;1;0.00135369;738.722;0;0
197;1;0.00142731;700.619;0;0
198;4;0.00537685;185.982;1;100
199;6;0.00674209;148.322;1;100
200;4;0.00482806;207.123;1;100
201;1;0.00148118;675.136;0;0
202;5;0.00538623;185.659;0;52
203;2;0.00245568;407.22;0;0
204;2;0.00222285;449.872;0;0
205;1;0.00149357;669.535;0;0
206;4;0.00493328;202.705;1;100
207;1;0.0015413;648.801;0;0
208;2;0.00250765;398.78;0;0
209;1;0.0014555;687.049;0;0
210;1;0.00138784;720.544;0;0
211;1;0.00146713;681.604;0;0
212;1;0.001582;632.112;0;0
213;1;0.00147958;675.868;0;0
214;4;0.00402182;248.644;0;0
215;2;0.00239352;417.795;0;0
216;4;0.00475078;210.492;1;100
217;1;0.0014538;687.854;0;0
218;3;0.0033417;299.249;0;0
219;2;0.00248021;403.191;0;0
220;1;0.00146992;680.31;0;0
221;4;0.00490351;203.936;1;100
222;1;0.00155901;641.434;0;0
223;2;0.00246325;405.968;0;0
224;1;0.00146433;682.907;0;0
225;4;0.00428532;233.355;0;0
226;2;0.00239415;417.684;0;0
227;4;0.0048826;204.809;1;100
228;1;0.00158576;630.613;0;0
229;4;0.00431166;231.929;0;0
230;2;0.00226349;441.796;0;0
231;2;0.00233102;428.997;0;0
232;1;0.0014781;676.545;0;0
233;4;0.00487415;205.164;1;100
234;2;0.00225847;442.777;0;0
235;6;0.00639995;156.251;1;100
236;4;0.00430232;232.433;0;0
237;1;0.00155856;641.617;0;0
238;1;0.00147652;677.268;0;0
239;4;0.00532418;187.822;1;100
240;3;0.00341017;293.241;0;0
241;1;0.00147592;677.543;0;0
242;4;0.0047163;212.03;1;100
243;5;0.00543697;183.926;1;100
244;4;0.00536591;186.362;1;100
245;4;0.00431865;231.554;1;57
246;4;0.00433335;230.768;0;0
247;1;0.00155996;641.042;0;0
248;2;0.00233991;427.366;0;0
249;4;0.00480364;208.175;1;100
250;1;0.00139774;715.441;0;0
251;4;0.00495596;201.777;1;100
252;1;0.00147689;677.097;0;0
253;1;0.00142731;700.619;0;0
254;6;0.00664562;150.475;1;100
255;1;0.00143079;698.917;0;0
256;1;0.00135224;739.514;0;0
257;1;0.00159504;626.945;0;0
258;1;0.00149357;669.535;0;0
259;1;0.00155996;641.042;0;0
260;1;0.00147629;677.375;0;0
261;1;0.00159504;626.945;0;0
262;1;0.00150585;664.078;0;0
263;1;0.0014781;676.545;0;0
264;1;0.00145453;687.505;0;0
265;1;0.00134971;740.899;0;0
266;1;0.00142655;700.99;0;0
267;4;0.0044086;226.829;0;19
268;1;0.00156301;639.792;0;0
269;2;0.00230834;433.213;0;0
270;2;0.00252153;396.585;0;0
271;2;0.00250201;399.679;0;0
272;1;0.00159504;626.945;0;0
273;4;0.00435832;229.446;0;0
274;1;0.00137497;727.287;0;0
275;2;0.00232836;429.486;0;0
276;4;0.00456079;219.26;1;89
277;1;0.00148698;672.504;0;0
278;1;0.00157115;636.475;0;0
279;1;0.00155668;642.395;0;0
280;2;0.0023005;434.687;0;0
281;4;0.00473549;211.171;1;100
282;1;0.0013837;722.7;0;0
283;1;0.00137003;729.909;0;0
284;1;0.0013837;722.7;0;0
285;5;0.00567089;176.339;1;100
286;2;0.00253503;394.473;0;0
287;1;0.00156301;639.792;0;0
288;8;0.00790774;126.458;1;100
289;4;0.00422711;236.568;0;0
290;1;0.00134525;743.354;0;0
291;4;0.00479022;208.759;1;100
292;1;0.00150631;663.873;0;0
293;1;0.00140043;714.065;0;0
294;4;0.00431978;231.493;0;0
295;4;0.00419989;238.101;0;0
296;4;0.00408601;244.738;0;0
297;2;0.00237777;420.562;0;0
298;2;0.0022589;442.693;0;0
299;2;0.00249251;401.203;0;0
300;1;0.00138956;719.655;0;0
301;1;0.00146612;682.071;0;0
302;1;0.001582;632.112;0;0
303;1;0.00146567;682.282;0;0
304;1;0.00148698;672.504;0;0
305;1;0.00146567;682.282;0;0
306;5;0.00539225;185.451;1;86
307;1;0.001478;676.589;0;0
308;1;0.00156301;639.792;0;0
309;4;0.00401206;249.248;0;0
310;1;0.00138998;719.435;0;0
311;1;0.00155901;641.434;0;0
312;2;0.00221947;450.557;0;0
313;2;0.00254375;393.12;0;0
314;2;0.00246013;406.482;0;0
315;2;0.00236281;423.224;0;0
316;2;0.0025211;396.652;0;0
317;2;0.00242461;412.438;0;0
318;2;0.00225191;444.067;0;0
319;1;0.00159504;626.945;0;0
320;5;0.0054021;185.113;1;96
321;1;0.00146992;680.31;0;0
322;4;0.00412937;242.168;0;21
323;2;0.00259601;385.206;0;0
324;1;0.00159504;626.945;0;0
325;2;0.00258876;386.285;0;0
326;1;0.00143811;695.356;0;0
327;3;0.0032505;307.645;0;0
328;4;0.0049385;202.491;1;100
329;4;0.00542494;184.334;1;100
330;1;0.00147592;677.543;0;0
331;1;0.00134971;740.899;0;0
332;1;0.00148118;675.136;0;0
333;2;0.00244662;408.727;0;0
334;4;0.00409016;244.489;0;0
335;3;0.00333082;300.226;0;0
336;5;0.00509285;196.354;0;0
337;1;0.00158576;630.613;0;0
338;4;0.0049287;202.893;1;100
339;2;0.0022737;439.811;0;0
340;1;0.00159504;626.945;0;0
341;2;0.00246523;405.642;0;0
342;1;0.00134525;743.358;0;0
343;1;0.0015413;648.801;0;0
344;5;0.00503605;198.568;0;6
345;1;0.00146433;682.907;0;0
346;1;0.00147958;675.868;0;0
347;5;0.00480585;208.08;0;0
348;1;0.00158121;632.428;0;0
349;1;0.00155965;641.168;0;0
350;1;0.00157115;636.475;0;0
