N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.012603;79.3464;0;0
2;4;0.0402965;24.816;1;100
3;5;0.0429812;23.266;0;0
4;1;0.012313;81.2149;0;0
5;1;0.013647;73.2761;0;0
6;4;0.0378224;26.4393;0;97
7;1;0.0112014;89.2742;0;0
8;2;0.0194409;51.4378;0;0
9;4;0.042236;23.6765;1;100
10;4;0.0465742;21.4711;1;100
11;2;0.0196653;50.8509;0;0
12;2;0.0192387;51.9785;0;0
13;1;0.0122956;81.3298;0;0
14;1;0.012603;79.3464;0;0
15;4;0.0349288;28.6297;0;0
16;4;0.0402147;24.8665;1;100
17;1;0.0114733;87.1586;0;0
18;1;0.0117873;84.8373;0;0
19;2;0.0185083;54.0299;0;0
20;6;0.0525985;19.012;1;100
21;4;0.0350911;28.4972;0;0
22;1;0.0127252;78.5845;0;0
23;1;0.013647;73.2761;0;0
24;3;0.0286068;34.9567;0;0
25;4;0.041661;24.0033;1;100
26;2;0.0193935;51.5638;0;0
27;2;0.0198116;50.4755;0;0
28;3;0.028913;34.5865;0;0
29;1;0.0113357;88.2171;0;0
30;3;0.0284075;35.2019;0;0
31;2;0.0207739;48.1372;0;0
32;5;0.0472019;21.1856;1;33
33;1;0.0127252;78.5845;0;0
34;1;0.0122956;81.3298;0;0
35;1;0.012313;81.2149;0;0
36;1;0.013647;73.2761;0;0
37;2;0.019059;52.4686;0;0
38;5;0.0446216;22.4107;0;67
39;5;0.0454314;22.0112;1;100
40;2;0.0199098;50.2266;0;0
