N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00158957;629.102;0;0
2;2;0.0024955;400.721;0;0
3;1;0.00156251;639.994;0;0
4;5;0.00585067;170.92;1;100
5;4;0.00491889;203.298;1;100
6;3;0.00320751;311.768;0;0
7;3;0.00340281;293.874;0;0
8;5;0.00511844;195.372;0;9
9;1;0.00147328;678.758;0;0
10;4;0.00540644;184.964;1;100
11;4;0.003995;250.313;0;0
12;1;0.00143858;695.129;0;0
13;4;0.00482721;207.159;1;100
14;4;0.0053726;186.13;1;100
15;1;0.00157548;634.729;0;0
16;1;0.00136663;731.729;0;0
17;2;0.00236046;423.646;0;0
18;4;0.00441438;226.533;0;49
19;1;0.00143399;697.357;0;0
20;5;0.00602167;166.067;1;100
21;5;0.00515054;194.155;0;0
22;2;0.00239461;417.604;0;0
23;1;0.0015809;632.55;0;0
24;4;0.00451583;221.443;0;0
25;2;0.0024914;401.381;0;0
26;1;0.00159264;627.889;0;0
27;2;0.00243715;410.315;0;0
28;5;0.00614534;162.725;1;100
29;7;0.00704481;141.948;1;100
30;5;0.0048262;207.202;0;0
31;1;0.00157165;636.275;0;0
32;1;0.00157025;636.842;0;0
33;6;0.0059569;167.873;1;81
34;1;0.00146292;683.562;0;0
35;4;0.00491662;203.392;1;100
36;2;0.00241493;414.091;0;0
37;4;0.00480732;208.016;1;100
38;2;0.00243538;410.614;0;0
39;1;0.0015794;633.153;0;0
40;1;0.00140535;711.568;0;0
41;4;0.00454119;220.206;0;15
42;4;0.00469208;213.125;0;0
43;2;0.00245423;407.46;0;0
44;4;0.00394926;253.212;0;0
45;1;0.0015809;632.55;0;0
46;4;0.00446683;223.873;0;14
47;1;0.00138867;720.116;0;0
48;1;0.00147837;676.419;0;0
49;1;0.00141887;704.787;0;0
50;1;0.00142319;702.649;0;0
51;3;0.00316849;315.608;0;0
52;4;0.00403266;247.975;0;0
53;1;0.00143776;695.525;0;0
54;2;0.00248543;402.345;0;0
55;5;0.00558495;179.053;1;100
56;1;0.0015619;640.248;0;0
57;4;0.00403361;247.917;0;0
58;1;0.00143732;695.738;0;0
59;2;0.00234386;426.648;0;0
60;4;0.00438756;227.917;0;38
61;2;0.00243896;410.011;0;0
62;2;0.00243664;410.401;0;0
63;4;0.00453648;220.435;1;67
64;4;0.00461902;216.496;1;100
65;1;0.00137547;727.026;0;0
66;1;0.00138983;719.514;0;0
67;4;0.00535615;186.701;1;100
68;4;0.00481241;207.796;1;100
69;1;0.00145121;689.081;0;0
70;2;0.00234454;426.524;0;0
71;4;0.00431517;231.74;0;40
72;4;0.00377057;265.212;0;0
73;2;0.00239302;417.883;0;0
74;1;0.00147137;679.637;0;0
75;6;0.00717492;139.374;1;100
76;2;0.00244751;408.579;0;0
77;1;0.00145435;687.59;0;0
78;4;0.00547796;182.55;1;100
79;2;0.0022384;446.748;0;0
80;1;0.00147099;679.814;0;0
