N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;3;0.00763342;131.003;1;51
2;1;0.00301075;332.143;0;0
3;1;0.00343117;291.446;0;0
4;2;0.00493643;202.576;0;0
5;4;0.00851662;117.418;0;0
6;1;0.00307124;325.602;0;0
7;4;0.00889884;112.374;0;0
8;4;0.00877311;113.985;0;10
9;2;0.00493222;202.749;0;0
10;1;0.00298207;335.338;0;0
11;2;0.0054616;183.096;0;0
12;3;0.00703013;142.245;0;0
13;5;0.00982168;101.816;0;0
14;1;0.00299513;333.875;0;0
15;1;0.00371407;269.246;0;0
16;3;0.00679318;147.207;0;0
17;1;0.0033898;295.002;0;0
18;1;0.00301697;331.458;0;0
19;6;0.0126751;78.8946;0;33
20;2;0.00474477;210.759;0;0
21;6;0.0132832;75.2833;1;48
22;5;0.0129983;76.9334;1;100
23;4;0.00934406;107.02;0;35
24;4;0.00841981;118.767;0;6
25;6;0.0131661;75.9529;1;7
26;2;0.00529315;188.923;0;0
27;3;0.00688876;145.164;0;0
28;2;0.00513429;194.769;0;0
29;3;0.00641128;155.975;0;0
30;4;0.012436;80.412;1;100
31;5;0.0129213;77.3917;1;100
32;3;0.00707332;141.376;0;7
33;1;0.00291413;343.156;0;0
34;6;0.0137332;72.8161;1;100
35;2;0.00517852;193.105;0;0
36;4;0.00869911;114.954;0;0
37;3;0.00714743;139.91;0;0
38;1;0.00296099;337.725;0;0
39;4;0.00800265;124.959;0;0
40;2;0.00481208;207.81;0;0
41;2;0.00521641;191.703;0;0
42;3;0.00671563;148.906;0;0
43;1;0.00327268;305.56;0;0
44;2;0.00555791;179.924;0;0
45;2;0.00512543;195.105;0;0
46;3;0.00676589;147.8;0;0
47;2;0.00485307;206.055;0;0
48;1;0.00327268;305.56;0;0
49;2;0.00504322;198.286;0;0
50;6;0.0133381;74.9732;1;100
51;2;0.00489253;204.393;0;0
52;5;0.0109469;91.3497;0;42
53;2;0.00482618;207.203;0;0
54;1;0.00371407;269.246;0;0
55;5;0.0111028;90.0676;0;34
56;6;0.0130073;76.88;0;26
57;3;0.0065356;153.008;0;0
58;2;0.00490957;203.684;0;0
59;1;0.00305704;327.114;0;0
60;4;0.0108342;92.3001;1;100
61;3;0.00737066;135.673;0;32
62;2;0.00468204;213.582;0;0
63;5;0.0102025;98.0152;0;3
64;2;0.00521432;191.78;0;0
65;1;0.00371407;269.246;0;0
66;1;0.00290473;344.266;0;0
67;2;0.00477836;209.277;0;0
68;4;0.00912443;109.596;0;1
69;2;0.00458994;217.868;0;0
70;4;0.00875086;114.274;0;2
71;6;0.0134868;74.1463;1;87
72;2;0.00491544;203.441;0;0
73;2;0.00541665;184.616;0;0
74;7;0.0144088;69.4022;1;20
75;5;0.0119061;83.9905;1;69
76;5;0.0100013;99.9866;0;22
77;5;0.0106355;94.0245;0;9
78;1;0.00286707;348.788;0;0
79;1;0.00303475;329.516;0;0
80;1;0.0029589;337.963;0;0
81;1;0.00301697;331.458;0;0
82;2;0.00564324;177.203;0;0
83;2;0.00545521;183.311;0;0
84;3;0.00695583;143.764;0;0
85;4;0.0111047;90.0523;1;100
86;4;0.00878903;113.778;0;0
87;1;0.0033737;296.41;0;0
88;1;0.00326805;305.993;0;0
89;4;0.00982635;101.767;0;17
90;1;0.00328113;304.773;0;0
91;2;0.00517625;193.19;0;0
92;6;0.0133669;74.8114;0;9
93;2;0.00467332;213.981;0;0
94;4;0.00837557;119.395;0;0
95;4;0.0103588;96.536;1;100
96;2;0.00507178;197.169;0;0
97;5;0.0136375;73.3273;1;100
98;6;0.0141163;70.8401;1;100
99;1;0.0033898;295.002;0;0
100;2;0.00509957;196.095;0;0
101;4;0.00816393;122.49;0;0
102;6;0.0126599;78.9898;0;25
103;4;0.0091154;109.704;0;6
104;5;0.0106958;93.495;0;27
105;2;0.00522226;191.488;0;0
106;3;0.00680295;146.995;0;0
107;1;0.00307124;325.602;0;0
108;2;0.00509521;196.263;0;0
109;2;0.00453221;220.643;0;0
110;4;0.00872781;114.576;0;0
111;2;0.00480385;208.166;0;0
112;7;0.0143097;69.8827;1;62
113;1;0.00326805;305.993;0;0
114;1;0.00328113;304.773;0;0
115;4;0.00967942;103.312;0;44
116;5;0.011549;86.5878;0;57
117;2;0.00477555;209.4;0;0
118;2;0.00517676;193.171;0;0
119;2;0.00464234;215.409;0;0
120;4;0.00876679;114.067;0;0
121;5;0.0114236;87.5378;0;26
122;2;0.00460468;217.17;0;0
123;2;0.00502662;198.941;0;0
124;6;0.0129409;77.2741;1;73
125;4;0.00897577;111.411;0;1
126;2;0.00506629;197.383;0;0
127;7;0.0137659;72.6435;0;23
128;1;0.0033898;295.002;0;0
129;3;0.00678118;147.467;0;0
130;4;0.00897406;111.432;0;1
131;2;0.00521357;191.807;0;0
132;5;0.0102669;97.4003;0;21
133;2;0.00510532;195.874;0;0
134;1;0.00343117;291.446;0;0
135;4;0.00854555;117.02;0;8
136;5;0.0103788;96.3503;0;11
137;5;0.0114078;87.6594;0;71
138;2;0.0050968;196.201;0;0
139;1;0.0033737;296.41;0;0
140;5;0.0113159;88.3713;0;67
