N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00122387;817.083;0;0
2;2;0.00184882;540.885;0;0
3;4;0.00305127;327.733;0;0
4;2;0.00190241;525.648;0;0
5;2;0.00183228;545.767;0;0
6;5;0.00424848;235.378;1;77
7;1;0.00124533;803;0;0
8;1;0.00123914;807.012;0;0
9;5;0.00407297;245.521;0;0
10;4;0.00344798;290.025;0;0
11;4;0.00390904;255.817;1;100
12;1;0.00117934;847.934;0;0
13;1;0.00132168;756.61;0;0
14;2;0.00184213;542.851;0;0
15;4;0.00328342;304.56;0;1
16;1;0.00104512;956.827;0;0
17;3;0.00256282;390.196;0;0
18;1;0.00116962;854.979;0;0
19;4;0.00394498;253.487;1;100
20;5;0.00393942;253.844;0;11
21;5;0.00425767;234.87;0;14
22;3;0.00273933;365.053;0;17
23;1;0.00112347;890.099;0;0
24;1;0.00107428;930.852;0;0
25;4;0.00383044;261.066;1;100
26;1;0.00120706;828.457;0;0
27;2;0.00194785;513.386;0;0
28;2;0.00197574;506.139;0;0
29;5;0.00397802;251.381;0;0
30;2;0.00191833;521.285;0;0
31;3;0.00246089;406.357;0;0
32;3;0.00249026;401.565;0;0
33;1;0.00121331;824.194;0;0
34;4;0.00376196;265.819;1;100
35;5;0.00398126;251.177;0;4
36;1;0.00114717;871.71;0;0
37;2;0.00189976;526.382;0;0
38;2;0.0018571;538.475;0;0
39;2;0.00182994;546.467;0;0
40;1;0.00135874;735.976;0;0
41;5;0.00370554;269.866;0;0
42;6;0.00517469;193.248;1;100
43;6;0.00479464;208.566;0;44
44;4;0.00360351;277.507;0;40
45;2;0.00188065;531.731;0;0
46;4;0.00385756;259.231;1;100
47;3;0.00271515;368.304;0;0
48;2;0.00180041;555.43;0;0
49;1;0.00109724;911.377;0;0
50;3;0.00268533;372.394;0;0
51;1;0.00119473;837.008;0;0
52;2;0.00175676;569.229;0;0
53;1;0.00132557;754.394;0;0
54;4;0.00372123;268.728;0;22
55;6;0.00467888;213.726;0;22
56;2;0.0017714;564.526;0;0
57;1;0.00116158;860.894;0;0
58;2;0.0018418;542.948;0;0
59;5;0.00447023;223.702;1;100
60;4;0.00353441;282.932;0;46
61;2;0.00172306;580.364;0;0
62;5;0.00410154;243.811;0;0
63;2;0.00192813;518.636;0;0
64;1;0.00111664;895.546;0;0
65;5;0.00399243;250.474;0;0
66;5;0.00395361;252.933;0;0
67;1;0.00120706;828.457;0;0
68;4;0.00345054;289.81;1;81
69;2;0.0017845;560.38;0;0
