N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;5;0.00925612;108.037;1;100
2;5;0.00885519;112.928;1;100
3;1;0.00227612;439.344;0;0
4;5;0.00875054;114.279;0;37
5;1;0.00252793;395.58;0;0
6;5;0.00882171;113.357;0;1
7;7;0.010717;93.3094;1;77
8;1;0.0023463;426.203;0;0
9;2;0.00365388;273.682;0;0
10;2;0.00423097;236.353;0;0
11;5;0.00934913;106.962;1;100
12;2;0.00369574;270.582;0;0
13;7;0.0117012;85.4612;1;100
14;7;0.0101527;98.4956;0;22
15;2;0.0036517;273.845;0;0
16;4;0.00630269;158.662;0;0
17;1;0.0026616;375.714;0;0
18;5;0.00920214;108.67;1;100
19;1;0.0023736;421.301;0;0
20;6;0.00919733;108.727;0;6
21;7;0.0107162;93.3167;0;11
22;4;0.00612093;163.374;0;0
23;1;0.00226692;441.127;0;0
24;5;0.00790102;126.566;0;0
25;2;0.00377255;265.073;0;0
26;2;0.00404853;247.003;0;0
27;6;0.00973519;102.72;1;58
28;6;0.010563;94.6702;1;100
29;6;0.0100107;99.8927;0;92
30;2;0.003872;258.264;0;0
31;1;0.00227612;439.344;0;0
32;2;0.00364926;274.028;0;0
33;4;0.00651467;153.5;0;29
34;2;0.00398689;250.822;0;0
35;1;0.00243168;411.238;0;0
36;4;0.00630941;158.493;0;0
37;4;0.00757352;132.039;1;73
38;2;0.00357004;280.109;0;0
39;1;0.00233002;429.181;0;0
40;1;0.0026616;375.714;0;0
41;5;0.00996822;100.319;1;100
42;5;0.00889982;112.362;1;100
43;1;0.00233302;428.628;0;0
44;1;0.00244712;408.644;0;0
45;3;0.00497495;201.007;0;0
46;1;0.00238441;419.391;0;0
47;3;0.00546608;182.946;0;0
48;1;0.00244397;409.171;0;0
49;6;0.00894973;111.735;0;0
50;7;0.0107921;92.6607;1;78
51;6;0.0108725;91.9754;1;100
52;2;0.00362153;276.127;0;0
53;5;0.00803574;124.444;0;3
54;3;0.00516908;193.458;0;0
55;2;0.00385052;259.705;0;0
56;2;0.00381665;262.01;0;0
57;4;0.0066846;149.598;0;0
58;1;0.00225152;444.144;0;0
59;1;0.00240875;415.153;0;0
60;4;0.00681128;146.815;0;28
61;1;0.00211159;473.576;0;0
62;2;0.00362228;276.069;0;0
63;4;0.00686778;145.607;0;7
64;5;0.00863801;115.767;0;16
65;5;0.00716424;139.582;0;0
66;5;0.00912399;109.601;1;80
67;3;0.00492976;202.85;0;0
68;2;0.0034776;287.555;0;0
69;3;0.00493545;202.616;0;0
70;2;0.00381313;262.252;0;0
71;1;0.00232092;430.863;0;0
72;5;0.00763689;130.943;0;0
73;2;0.00383991;260.423;0;0
74;2;0.00416315;240.203;0;0
75;4;0.00798819;125.185;1;100
76;2;0.00380153;263.052;0;0
77;2;0.00415056;240.932;0;0
78;3;0.004897;204.207;0;0
79;2;0.00363108;275.4;0;0
80;4;0.00660625;151.372;0;0
81;1;0.00242269;412.765;0;0
82;2;0.00360827;277.141;0;0
83;4;0.00668271;149.64;0;0
84;7;0.0118818;84.1624;1;100
85;4;0.00643746;155.341;0;1
86;8;0.0124186;80.5242;1;58
87;2;0.00364349;274.462;0;0
88;3;0.00553894;180.54;0;0
89;4;0.00651327;153.533;0;0
90;1;0.0023977;417.067;0;0
91;2;0.00401551;249.034;0;0
92;4;0.00623373;160.418;0;0
93;3;0.00496463;201.425;0;0
94;3;0.00494732;202.129;0;0
95;1;0.00244712;408.644;0;0
96;2;0.00364048;274.689;0;0
97;5;0.00843287;118.584;0;34
98;2;0.00362971;275.504;0;0
99;1;0.0023977;417.067;0;0
100;5;0.00858209;116.522;0;15
101;4;0.00762343;131.175;0;41
102;1;0.00217666;459.419;0;0
103;2;0.00404644;247.131;0;0
104;4;0.00649294;154.013;0;0
105;2;0.0037177;268.983;0;0
106;2;0.00392836;254.559;0;0
107;1;0.0023018;434.443;0;0
108;5;0.00778891;128.388;0;0
109;1;0.0022542;443.617;0;0
110;4;0.00757945;131.936;1;35
111;2;0.00385654;259.3;0;0
112;5;0.00803532;124.45;0;4
113;2;0.00396136;252.439;0;0
114;2;0.00402315;248.562;0;0
115;3;0.00523503;191.021;0;0
116;1;0.00253082;395.128;0;0
117;2;0.00356378;280.601;0;0
118;1;0.00233002;429.181;0;0
119;5;0.0083447;119.837;0;1
120;5;0.00940204;106.36;0;88
121;2;0.00371891;268.896;0;0
122;7;0.0106565;93.8394;0;0
123;5;0.00800936;124.854;1;57
124;2;0.00384337;260.188;0;0
125;1;0.00233872;427.585;0;0
126;4;0.00671351;148.953;0;1
127;4;0.00627718;159.307;0;0
128;2;0.00348713;286.769;0;0
129;1;0.00240687;415.477;0;0
130;3;0.00479375;208.605;0;0
131;3;0.00524526;190.648;0;0
132;1;0.0023463;426.203;0;0
133;5;0.00949286;105.342;1;100
134;6;0.0100039;99.9607;0;11
135;4;0.00668635;149.558;0;18
136;8;0.0120307;83.1209;0;57
137;2;0.00364607;274.268;0;0
138;3;0.00569916;175.464;0;0
139;2;0.00359674;278.03;0;0
140;1;0.00232976;429.229;0;0
141;1;0.0023736;421.301;0;0
142;1;0.00244271;409.382;0;0
143;3;0.00533254;187.528;0;0
144;4;0.00674553;148.246;0;0
145;1;0.00233872;427.585;0;0
146;7;0.0106026;94.3161;0;0
147;3;0.00484721;206.304;0;0
148;6;0.00961977;103.953;0;42
149;1;0.00253082;395.128;0;0
150;3;0.00566761;176.441;0;0
151;7;0.0123256;81.1318;1;100
152;2;0.00349909;285.789;0;0
153;4;0.00636102;157.207;0;0
154;4;0.00617343;161.985;0;0
155;2;0.00387958;257.76;0;0
156;5;0.00866299;115.434;0;0
157;1;0.00240687;415.477;0;0
158;4;0.00860361;116.23;1;100
159;7;0.0104224;95.9468;0;16
160;6;0.00948231;105.46;0;30
161;5;0.00732146;136.585;0;0
162;1;0.00226557;441.39;0;0
163;3;0.0053348;187.449;1;38
164;7;0.0117949;84.7824;1;100
165;2;0.0038583;259.181;0;0
166;1;0.00233222;428.776;0;0
167;1;0.00239368;417.767;0;0
168;3;0.00516304;193.684;0;0
169;6;0.0092441;108.177;0;0
170;1;0.00245331;407.612;0;0
171;3;0.00499733;200.107;0;0
172;4;0.00734281;136.188;0;38
173;1;0.00242269;412.765;0;0
174;2;0.00386356;258.829;0;0
175;1;0.0022542;443.617;0;0
176;1;0.00226557;441.39;0;0
177;5;0.00881699;113.417;0;46
178;4;0.00741373;134.885;0;0
179;1;0.00252793;395.58;0;0
180;1;0.00232976;429.229;0;0
