N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.0062722;159.434;0;0
2;1;0.00622279;160.7;0;0
3;1;0.00553029;180.822;0;0
4;1;0.00584142;171.191;0;0
5;4;0.0161182;62.0418;0;0
6;3;0.0139936;71.4615;0;6
7;5;0.020808;48.0585;0;11
8;1;0.00560101;178.539;0;0
9;1;0.00573159;174.472;0;0
10;2;0.0095432;104.787;0;0
11;2;0.00951192;105.131;0;0
12;3;0.0123505;80.9683;0;0
13;1;0.00567211;176.301;0;0
14;4;0.0178687;55.9637;0;39
15;4;0.0173409;57.6672;0;0
16;5;0.0226858;44.0803;1;100
17;2;0.0100027;99.9728;0;0
18;1;0.00584142;171.191;0;0
19;3;0.0127044;78.7127;0;0
20;2;0.010098;99.0292;0;0
21;2;0.010023;99.7706;0;0
22;3;0.0130774;76.468;0;11
23;4;0.0186377;53.6548;0;0
24;5;0.0233319;42.8598;1;100
25;1;0.00622279;160.7;0;0
26;1;0.00560101;178.539;0;0
27;1;0.00585718;170.731;0;0
28;1;0.0062722;159.434;0;0
29;1;0.00585718;170.731;0;0
30;1;0.0059237;168.813;0;0
31;5;0.0255752;39.1003;1;100
32;2;0.00912794;109.554;0;0
33;2;0.00937736;106.64;0;0
34;1;0.00616562;162.19;0;0
35;3;0.0135011;74.0679;0;0
36;5;0.021046;47.5149;0;35
37;2;0.0105234;95.0267;0;0
38;5;0.0244093;40.968;1;100
39;4;0.0173025;57.7951;0;0
40;2;0.00926443;107.94;0;0
41;5;0.0216621;46.1637;0;0
42;5;0.025239;39.6213;1;100
43;4;0.0164282;60.8711;0;0
44;3;0.0131468;76.064;0;32
45;4;0.0161888;61.7712;0;0
46;1;0.00541236;184.762;0;0
47;1;0.00610334;163.845;0;0
48;5;0.0198173;50.461;1;24
49;4;0.0206927;48.3262;1;100
50;4;0.0198981;50.2561;1;100
51;3;0.0141121;70.8614;0;0
52;2;0.010102;98.99;0;0
53;5;0.0224212;44.6006;0;1
54;2;0.00945124;105.806;0;0
55;6;0.0263012;38.021;1;100
56;7;0.0301024;33.2199;1;100
57;5;0.0225057;44.4331;1;100
58;1;0.00570097;175.409;0;0
59;2;0.0096921;103.177;0;0
60;3;0.0130498;76.6293;0;0
61;1;0.0056866;175.852;0;0
62;4;0.0164865;60.6557;0;0
63;5;0.0238159;41.9888;1;100
64;5;0.0198448;50.3911;0;0
65;1;0.00570097;175.409;0;0
66;2;0.010025;99.7511;0;0
67;1;0.00622279;160.7;0;0
68;3;0.0132775;75.3155;0;0
69;1;0.00616562;162.19;0;0
70;1;0.00602458;165.987;0;0
71;1;0.0059237;168.813;0;0
72;2;0.00990588;100.95;0;0
73;1;0.00583551;171.365;0;0
74;2;0.00982196;101.813;0;0
75;1;0.00616562;162.19;0;0
76;1;0.00610334;163.845;0;0
77;1;0.00602458;165.987;0;0
78;2;0.00942525;106.098;0;0
79;2;0.0092563;108.034;0;0
80;5;0.0234246;42.6902;1;100
