N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;5;0.0030152;331.653;1;96
2;4;0.0026563;376.464;1;100
3;1;0.000863164;1158.53;0;0
4;1;0.000931691;1073.32;0;0
5;1;0.000941;1062.7;0;0
6;1;0.0009254;1080.61;0;0
7;4;0.00318046;314.42;1;100
8;1;0.000792396;1262;0;0
9;1;0.000943181;1060.24;0;0
10;1;0.000845247;1183.09;0;0
11;1;0.000926531;1079.29;0;0
12;4;0.0032012;312.383;1;100
13;4;0.00242958;411.594;0;0
14;1;0.000778075;1285.22;0;0
15;1;0.00077071;1297.5;0;0
16;1;0.00083585;1196.39;0;0
17;1;0.000862407;1159.55;0;0
18;4;0.00317835;314.628;1;100
19;5;0.00274248;364.633;0;0
20;1;0.000922657;1083.83;0;0
21;1;0.000841403;1188.49;0;0
22;1;0.000927475;1078.2;0;0
23;1;0.0009117;1096.85;0;0
24;3;0.0019143;522.385;0;0
25;4;0.00212773;469.985;0;0
26;1;0.000921765;1084.88;0;0
27;6;0.00367469;272.131;1;100
28;1;0.000902062;1108.57;0;0
29;1;0.000941295;1062.37;0;0
30;1;0.000941;1062.7;0;0
31;1;0.000845443;1182.81;0;0
32;1;0.000851071;1174.99;0;0
33;1;0.000941;1062.7;0;0
34;1;0.000941295;1062.37;0;0
35;1;0.000921075;1085.69;0;0
36;1;0.000926531;1079.29;0;0
37;1;0.000927475;1078.2;0;0
38;1;0.0009117;1096.85;0;0
39;3;0.00165422;604.514;0;0
40;1;0.000781525;1279.55;0;0
41;4;0.00326198;306.562;1;100
42;1;0.0009254;1080.61;0;0
43;4;0.00231957;431.114;0;0
44;1;0.000943172;1060.25;0;0
45;5;0.00352289;283.858;1;100
46;3;0.00193224;517.533;0;0
47;1;0.000922657;1083.83;0;0
48;1;0.000930256;1074.97;0;0
49;1;0.000851374;1174.57;0;0
50;1;0.000768109;1301.9;0;0
51;1;0.000863164;1158.53;0;0
52;1;0.000943181;1060.24;0;0
53;1;0.000921765;1084.88;0;0
54;5;0.00313533;318.945;1;100
55;5;0.00346698;288.435;1;100
56;1;0.000929366;1076;0;0
57;1;0.000811589;1232.15;0;0
58;1;0.000825526;1211.35;0;0
59;5;0.0035668;280.363;1;100
60;1;0.000922657;1083.83;0;0
61;4;0.00278307;359.315;1;100
62;1;0.000926531;1079.29;0;0
63;1;0.000922045;1084.55;0;0
64;3;0.00202202;494.555;0;0
65;1;0.000931682;1073.33;0;0
66;6;0.00382868;261.187;1;100
67;1;0.000813226;1229.67;0;0
68;1;0.000854583;1170.16;0;0
69;4;0.00261611;382.247;1;100
70;1;0.0009254;1080.61;0;0
71;3;0.00192518;519.432;0;0
72;5;0.0034286;291.665;1;100
73;1;0.000907443;1102;0;0
74;1;0.000921075;1085.69;0;0
75;1;0.000927475;1078.2;0;0
76;6;0.00402022;248.743;1;100
77;4;0.00311873;320.644;1;100
78;1;0.000831758;1202.27;0;0
79;4;0.00308276;324.384;1;100
80;4;0.00246477;405.718;0;0
81;1;0.000930256;1074.97;0;0
82;1;0.000943172;1060.25;0;0
83;1;0.000811589;1232.15;0;0
84;1;0.000788143;1268.8;0;0
85;1;0.000833849;1199.26;0;0
86;4;0.00326198;306.562;1;100
87;1;0.000929366;1076;0;0
88;1;0.000839387;1191.35;0;0
89;4;0.00325176;307.525;1;100
90;1;0.000919528;1087.51;0;0
91;1;0.000848891;1178.01;0;0
92;4;0.00280503;356.502;1;100
93;4;0.0024166;413.804;0;0
94;5;0.00317086;315.372;1;100
95;1;0.000781274;1279.96;0;0
96;1;0.000814463;1227.8;0;0
97;1;0.000846322;1181.58;0;0
98;1;0.000911694;1096.86;0;0
99;1;0.000841349;1188.57;0;0
100;1;0.000851672;1174.16;0;0
101;5;0.00360239;277.593;1;100
102;5;0.0034344;291.171;1;100
103;1;0.000780617;1281.04;0;0
104;3;0.00180255;554.771;0;0
105;1;0.000908898;1100.23;0;0
106;1;0.000902062;1108.57;0;0
107;3;0.00184474;542.081;0;0
108;1;0.000941295;1062.37;0;0
109;1;0.00084607;1181.94;0;0
110;5;0.00312514;319.986;1;100
111;3;0.00188606;530.207;0;0
112;5;0.00362878;275.575;1;100
113;5;0.00328976;303.973;1;100
114;1;0.0009117;1096.85;0;0
115;1;0.000890273;1123.25;0;0
116;1;0.000789872;1266.03;0;0
117;4;0.00314251;318.217;1;100
118;1;0.000806942;1239.25;0;0
119;5;0.00318396;314.074;1;100
120;5;0.00288746;346.325;0;5
121;1;0.000930647;1074.52;0;0
122;1;0.000930256;1074.97;0;0
123;1;0.000941295;1062.37;0;0
124;1;0.000917784;1089.58;0;0
125;4;0.00315121;317.338;1;100
126;4;0.00320305;312.203;1;100
127;4;0.00239606;417.351;0;0
128;4;0.00319147;313.335;1;100
129;4;0.00274572;364.203;1;100
130;4;0.00271592;368.199;1;100
131;4;0.00318812;313.665;1;100
132;1;0.00083585;1196.39;0;0
133;1;0.000943181;1060.24;0;0
134;4;0.00267569;373.736;1;100
135;4;0.00273942;365.041;1;100
136;1;0.000856356;1167.74;0;0
137;4;0.00283695;352.491;1;100
138;1;0.000907443;1102;0;0
139;1;0.000921075;1085.69;0;0
140;5;0.00334906;298.591;1;100
141;4;0.00249706;400.47;1;100
142;1;0.000941;1062.7;0;0
143;6;0.00383821;260.538;1;100
144;1;0.000803474;1244.59;0;0
145;1;0.000848028;1179.21;0;0
146;1;0.000921075;1085.69;0;0
147;5;0.0034248;291.988;1;100
148;5;0.00309196;323.419;1;100
149;4;0.00312074;320.437;1;100
150;1;0.00081934;1220.49;0;0
151;1;0.000851374;1174.57;0;0
152;1;0.000861342;1160.98;0;0
153;4;0.00320796;311.725;1;100
154;1;0.000922657;1083.83;0;0
155;4;0.00307358;325.354;1;100
156;1;0.000854482;1170.3;0;0
157;1;0.000789872;1266.03;0;0
158;3;0.00188437;530.681;0;1
159;1;0.000931691;1073.32;0;0
160;1;0.000943172;1060.25;0;0
161;1;0.000832861;1200.68;0;0
162;1;0.000943172;1060.25;0;0
163;4;0.00318812;313.665;1;100
164;4;0.00236423;422.971;0;0
165;1;0.000932303;1072.61;0;0
166;1;0.000854583;1170.16;0;0
167;4;0.00326198;306.562;1;100
