N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;1;0.00165019;605.991;0;0
2;4;0.00522148;191.516;0;29
3;1;0.00165019;605.991;0;0
4;1;0.00161191;620.381;0;0
5;4;0.00534037;187.253;1;100
6;4;0.00541933;184.525;1;100
7;1;0.00165443;604.439;0;0
8;2;0.00272156;367.436;0;0
9;1;0.0017092;585.068;0;0
10;1;0.00165832;603.02;0;0
11;1;0.0017092;585.068;0;0
12;2;0.00275838;362.532;0;0
13;1;0.00165003;606.049;0;0
14;1;0.0018575;538.358;0;0
15;2;0.0029645;337.324;0;0
16;6;0.00815638;122.603;1;100
17;1;0.00181423;551.197;0;0
18;4;0.00638823;156.538;1;100
19;4;0.00627561;159.347;1;100
20;1;0.00156925;637.248;0;0
21;4;0.00547492;182.651;1;100
22;1;0.00172485;579.762;0;0
23;4;0.00632429;158.12;1;100
24;2;0.00279256;358.094;0;0
25;4;0.00471471;212.102;0;0
26;5;0.00707033;141.436;1;100
27;3;0.00376475;265.622;0;0
28;4;0.00625239;159.939;1;100
29;2;0.00285199;350.633;0;0
30;4;0.00583732;171.312;1;100
31;4;0.00569404;175.622;1;100
32;4;0.00577839;173.058;1;100
33;1;0.00170493;586.533;0;0
34;2;0.00276563;361.581;0;0
35;1;0.0018575;538.358;0;0
36;5;0.00643761;155.337;1;100
37;1;0.00163798;610.508;0;0
38;2;0.00294224;339.877;0;0
39;1;0.00165659;603.651;0;0
40;2;0.00279694;357.533;0;0
41;1;0.00172791;578.734;0;0
42;1;0.00169838;588.798;0;0
43;1;0.00183357;545.385;0;0
44;4;0.00629646;158.819;1;100
45;1;0.00151699;659.2;0;0
46;2;0.0028928;345.686;0;0
47;1;0.00182863;546.856;0;0
48;1;0.00159117;628.47;0;0
49;5;0.00612184;163.35;1;76
50;2;0.00289998;344.83;0;0
51;1;0.00151699;659.2;0;0
52;1;0.00163483;611.685;0;0
53;2;0.00277941;359.788;0;0
54;4;0.00563941;177.323;1;100
55;4;0.00619475;161.427;1;100
56;1;0.00170192;587.57;0;0
57;4;0.00560503;178.411;1;100
58;1;0.00171086;584.503;0;0
59;1;0.00170196;587.559;0;0
60;1;0.00166708;599.85;0;0
61;1;0.00170493;586.533;0;0
62;1;0.00170085;587.94;0;0
63;1;0.00161137;620.59;0;0
64;6;0.00754762;132.492;1;100
65;1;0.00175161;570.903;0;0
66;2;0.00267984;373.156;0;0
67;1;0.00172791;578.734;0;0
68;7;0.00837521;119.4;1;100
69;4;0.00569814;175.496;1;100
70;4;0.00565071;176.969;1;100
71;1;0.00166285;601.376;0;0
72;4;0.006171;162.048;1;100
73;4;0.00577739;173.089;1;100
