N;GRAU;PageRank;PESO;R-BEP;D-BRANCH
1;4;0.0563254;17.754;0;0
2;3;0.044143;22.6537;0;0
3;2;0.0319027;31.3453;0;0
4;3;0.044096;22.6778;0;0
5;7;0.0919186;10.8792;0;25
6;3;0.0431625;23.1683;0;0
7;2;0.0325483;30.7236;0;0
8;2;0.0316895;31.5562;0;0
9;6;0.0780925;12.8053;0;20
10;1;0.0200411;49.8975;0;0
11;4;0.063872;15.6563;1;80
12;5;0.0697743;14.3319;0;5
13;2;0.0325863;30.6878;0;0
14;7;0.0959282;10.4245;0;34
15;2;0.0325863;30.6878;0;0
16;2;0.0329344;30.3634;0;0
17;3;0.0413731;24.1703;0;0
18;1;0.0210728;47.4545;0;0
19;3;0.0474277;21.0847;0;2
20;6;0.0885253;11.2962;1;68
