N;GRAU;PageRank;R-BEP;D-BRANCH
1;4;0.00299501;1;100
2;4;0.00248829;1;100
3;5;0.00278413;1;100
4;1;0.000915321;0;0
5;3;0.00187941;0;0
6;4;0.00207496;0;0
7;1;0.000806048;0;0
8;1;0.000886358;0;0
9;1;0.000726495;0;0
10;6;0.00362506;1;100
11;1;0.000766052;0;0
12;6;0.00299147;0;0
13;6;0.00336349;1;100
14;1;0.000741296;0;0
15;1;0.000816425;0;0
16;3;0.00171913;0;0
17;1;0.000755975;0;0
18;5;0.00241608;0;0
19;8;0.00418817;1;100
20;1;0.000752727;0;0
21;4;0.00221222;0;0
22;1;0.000770932;0;0
23;1;0.000770683;0;0
24;1;0.000716653;0;0
25;1;0.000883416;0;0
26;3;0.00149227;0;0
27;1;0.000814317;0;0
28;5;0.00327933;1;100
29;4;0.00219519;0;0
30;1;0.000750264;0;0
31;1;0.00076355;0;0
32;4;0.00293988;1;100
33;4;0.00259701;1;100
34;1;0.000892553;0;0
35;1;0.000701052;0;0
36;1;0.000892282;0;0
37;1;0.000719158;0;0
38;4;0.0025996;1;100
39;1;0.000851373;0;0
40;6;0.00367717;1;100
41;1;0.000883416;0;0
42;4;0.0025858;1;100
43;4;0.00247569;1;100
44;1;0.000754828;0;0
45;1;0.00081726;0;0
46;4;0.00310858;1;100
47;4;0.00223078;0;0
48;4;0.00220116;0;0
49;4;0.00236001;0;0
50;5;0.00333682;1;100
51;4;0.00322415;1;100
52;1;0.00081194;0;0
53;4;0.0026189;1;100
54;5;0.00265325;0;0
55;4;0.00252526;1;100
56;1;0.000935131;0;0
57;6;0.00321035;0;0
58;1;0.000776213;0;0
59;1;0.000829305;0;0
60;4;0.00312127;1;100
61;1;0.000738131;0;0
62;5;0.00294665;1;100
63;1;0.000874725;0;0
64;3;0.00161944;0;0
65;1;0.000879342;0;0
66;1;0.000756011;0;0
67;1;0.000770683;0;0
68;6;0.0029466;0;0
69;1;0.00084333;0;0
70;4;0.00304336;1;100
71;1;0.000763861;0;0
72;4;0.00294571;1;100
73;4;0.00302378;1;100
74;5;0.00328358;1;100
75;1;0.00081194;0;0
76;1;0.000806048;0;0
77;1;0.000816425;0;0
78;5;0.00285052;0;0
79;3;0.00170949;0;0
80;6;0.00326683;1;100
81;4;0.00305804;1;100
82;1;0.000792593;0;0
83;3;0.00177331;0;0
84;4;0.00220715;0;0
85;3;0.00158931;0;0
86;1;0.000798075;0;0
87;1;0.000810098;0;0
88;1;0.000910573;0;0
89;1;0.000777816;0;0
90;1;0.000778763;0;0
91;1;0.000883416;0;0
92;5;0.00327087;1;100
93;1;0.000790854;0;0
94;1;0.000883416;0;0
95;1;0.000766593;0;0
96;4;0.00215258;0;0
97;5;0.0031585;1;100
98;5;0.00290369;1;100
99;7;0.00411982;1;100
100;4;0.00211022;0;0
101;4;0.00265561;1;100
102;1;0.00079311;0;0
103;1;0.000799545;0;0
104;1;0.000739707;0;0
105;1;0.0008527;0;0
106;1;0.000730798;0;0
107;1;0.000851373;0;0
108;4;0.00298078;1;100
109;4;0.00215847;0;0
110;1;0.000801864;0;0
111;3;0.00184765;0;0
112;3;0.00162247;0;0
113;1;0.000876333;0;0
114;4;0.00257343;1;100
115;1;0.000744599;0;0
116;4;0.00220275;0;0
117;4;0.00313092;1;100
118;1;0.000813165;0;0
119;4;0.00300322;1;100
120;1;0.000814317;0;0
121;5;0.00293666;1;100
122;1;0.000801319;0;0
123;4;0.00219302;0;0
124;6;0.00314063;0;0
125;1;0.000915321;0;0
126;3;0.00171476;0;0
127;1;0.000715334;0;0
128;4;0.00226258;0;0
129;3;0.00159217;0;0
130;4;0.00236241;0;0
131;1;0.000888184;0;0
132;5;0.00290608;0;0
133;1;0.000799415;0;0
134;4;0.00292015;1;100
135;5;0.00333758;1;100
136;3;0.00169504;0;0
137;5;0.00276654;0;0
138;1;0.000892282;0;0
139;6;0.00371445;1;100
140;5;0.00263609;0;0
141;1;0.000817388;0;0
142;1;0.000794874;0;0
143;3;0.00170645;0;0
144;4;0.00272614;1;100
145;5;0.00301048;1;100
146;1;0.000775206;0;0
147;1;0.000915321;0;0
148;1;0.000766052;0;0
149;1;0.000899834;0;0
150;1;0.000750264;0;0
151;1;0.000755858;0;0
152;6;0.00371568;1;100
153;4;0.00220285;0;0
154;6;0.00364272;1;100
155;1;0.000881204;0;0
156;6;0.00316378;1;100
157;3;0.00166215;0;0
158;6;0.00317853;0;0
159;1;0.000808628;0;0
160;3;0.00173263;0;0
161;1;0.00081726;0;0
162;4;0.00215639;0;0
163;1;0.000822;0;0
164;1;0.000896713;0;0
165;3;0.00181171;0;0
166;6;0.00367541;1;100
167;1;0.000935131;0;0
168;5;0.00329469;1;100
169;1;0.000896713;0;0
170;5;0.00277927;1;100
171;6;0.0033576;1;100
172;1;0.000799415;0;0
173;1;0.000870531;0;0
174;4;0.00296161;1;100
175;4;0.00297037;1;100
176;4;0.00298078;1;100
177;1;0.000802414;0;0
178;4;0.00223666;0;0
179;1;0.000763861;0;0
180;1;0.0008527;0;0
181;4;0.00237566;0;0
182;3;0.00191588;0;0
183;3;0.00162903;0;0
184;7;0.00343337;0;0
185;1;0.000883416;0;0
186;4;0.00322415;1;100
187;1;0.000757578;0;0
188;1;0.00081002;0;0
189;1;0.000777816;0;0
190;6;0.00296548;0;0
191;4;0.00235201;0;0
192;6;0.00331171;1;100
193;3;0.00163181;0;0
194;5;0.00292805;1;100
195;1;0.000783198;0;0
196;3;0.00173035;0;0
197;3;0.00202607;0;0
198;1;0.000762087;0;0
199;1;0.000775206;0;0
200;4;0.0022603;0;0
201;5;0.00289554;1;100
202;1;0.000886439;0;0
203;6;0.00297014;0;0
204;1;0.000787021;0;0
205;1;0.0008527;0;0
206;3;0.00165457;0;0
207;3;0.00169375;0;0
208;1;0.000818002;0;0
209;1;0.000817388;0;0
210;6;0.00341294;1;100
211;5;0.00302182;1;100
212;4;0.00228697;0;0
213;6;0.00292922;0;0
214;3;0.00166677;0;0
215;3;0.00173923;0;0
216;1;0.000728199;0;0
217;4;0.0022672;0;0
218;5;0.00330553;1;100
219;4;0.00205367;0;0
220;4;0.00277441;1;100
221;1;0.000710912;0;0
222;5;0.00333953;1;100
223;1;0.000748459;0;0
224;1;0.000755858;0;0
225;1;0.000694993;0;0
226;1;0.000754647;0;0
227;1;0.000886439;0;0
228;6;0.00331261;1;100
229;5;0.00272818;0;0
230;6;0.00311422;0;0
231;1;0.000810098;0;0
232;1;0.000790854;0;0
233;1;0.000799545;0;0
234;1;0.000748459;0;0
235;1;0.00084333;0;0
236;4;0.00262235;1;100
237;1;0.000891423;0;0
238;6;0.00364654;1;100
239;4;0.00297552;1;100
240;1;0.000712808;0;0
241;1;0.000888184;0;0
242;1;0.000796837;0;0
243;5;0.00252829;1;100
244;3;0.00159907;0;0
245;4;0.00198475;0;0
246;1;0.000744599;0;0
247;5;0.00271125;1;100
248;1;0.000794874;0;0
249;3;0.00163027;0;0
250;4;0.00310858;1;100
251;1;0.000720161;0;0
252;1;0.00084333;0;0
253;5;0.00272776;0;0
254;5;0.00288063;1;100
255;1;0.000811154;0;0
256;1;0.000787557;0;0
257;1;0.000749232;0;0
258;1;0.000748292;0;0
259;5;0.00258275;0;0
260;1;0.000935131;0;0
261;4;0.00303942;1;100
262;1;0.000935131;0;0
263;6;0.00326688;0;0
264;4;0.00258548;1;100
265;1;0.000743627;0;0
266;5;0.00296851;1;100
267;4;0.00238106;1;100
268;1;0.000875963;0;0
269;1;0.00091327;0;0
270;1;0.000742242;0;0
271;5;0.00320514;1;100
272;5;0.00250163;0;0
273;3;0.00166496;0;0
274;1;0.000777816;0;0
275;1;0.000883416;0;0
276;1;0.000749232;0;0
277;1;0.000770002;0;0
278;1;0.000786945;0;0
279;5;0.0028945;1;100
280;6;0.00367061;1;100
281;4;0.00215299;0;0
282;1;0.000899834;0;0
283;6;0.00315312;0;0
284;1;0.000750264;0;0
285;6;0.00372576;1;100
286;1;0.000770002;0;0
287;4;0.00238465;0;0
288;4;0.00292124;1;100
289;5;0.00318033;1;100
290;1;0.000798075;0;0
291;4;0.00250917;1;100
292;6;0.00358291;1;100
293;1;0.000704799;0;0
294;4;0.0019084;0;0
295;1;0.000810098;0;0
296;3;0.00163628;0;0
297;4;0.00217449;0;0
298;1;0.000829305;0;0
299;1;0.000886439;0;0
300;1;0.00081002;0;0
301;1;0.000851373;0;0
302;1;0.000811154;0;0
303;3;0.00162221;0;0
304;1;0.000899834;0;0
305;4;0.00216028;0;0
306;1;0.000756011;0;0
307;1;0.000776083;0;0
308;4;0.00301846;1;100
309;1;0.000796837;0;0
310;1;0.000870764;0;0
311;3;0.00170347;0;0
312;4;0.00255338;1;100
313;4;0.00225035;1;100
314;1;0.000787021;0;0
315;4;0.00208891;0;0
316;1;0.000813165;0;0
317;3;0.00174304;0;0
318;1;0.000808209;0;0
319;3;0.00158049;0;0
320;1;0.000910573;0;0
321;1;0.000892553;0;0
322;5;0.00321669;1;100
323;1;0.000806765;0;0
324;3;0.00178244;0;0
325;5;0.00297564;1;100
326;1;0.000694923;0;0
327;4;0.00254519;1;100
328;1;0.000806765;0;0
329;1;0.000804053;0;0
330;4;0.00265019;1;100
331;1;0.000807486;0;0
332;1;0.00091327;0;0
333;5;0.00287136;1;100
334;1;0.000807486;0;0
335;6;0.00318208;0;0
336;1;0.000817388;0;0
337;1;0.000876333;0;0
338;1;0.0007335;0;0
339;5;0.00301227;1;100
340;3;0.0017324;0;0
341;5;0.00329424;1;100
342;5;0.00299132;1;100
343;1;0.000790655;0;0
344;4;0.0022272;0;0
345;4;0.00296857;1;100
346;1;0.000821326;0;0
347;3;0.00177682;0;0
348;1;0.000758524;0;0
349;1;0.000870764;0;0
350;1;0.000874725;0;0
351;5;0.00295722;1;100
352;4;0.00254049;1;100
353;1;0.000750931;0;0
354;1;0.000787557;0;0
355;1;0.00081002;0;0
356;1;0.000935131;0;0
357;5;0.00333191;1;100
358;1;0.0007335;0;0
359;5;0.00349018;1;100
360;1;0.00089082;0;0
361;6;0.00307342;0;0
362;3;0.00167133;0;0
363;1;0.00080725;0;0
364;1;0.000691181;0;0
365;1;0.000726495;0;0
366;3;0.00173578;0;0
367;6;0.0034298;1;100
368;3;0.00174487;0;0
369;1;0.00073598;0;0
370;3;0.0018161;0;0
371;1;0.000881204;0;0
372;1;0.000816425;0;0
373;1;0.000870531;0;0
374;1;0.000875963;0;0
375;1;0.000806048;0;0
376;1;0.000891423;0;0
377;1;0.000822;0;0
378;5;0.00258085;1;100
379;1;0.000895876;0;0
380;6;0.00293564;0;0
381;1;0.000875963;0;0
382;1;0.000879342;0;0
383;1;0.000694993;0;0
384;7;0.00378274;1;100
385;1;0.000870531;0;0
386;1;0.000735888;0;0
387;4;0.00226271;0;0
388;4;0.00299463;1;100
389;1;0.000801319;0;0
390;5;0.00302271;1;100
391;3;0.0018435;0;0
392;5;0.00273726;0;0
393;1;0.000780436;0;0
394;3;0.00176717;0;0
395;1;0.000892282;0;0
396;1;0.000896713;0;0
397;5;0.00293211;1;100
398;1;0.000806516;0;0
399;1;0.000738131;0;0
400;1;0.000776213;0;0
401;6;0.00325774;1;100
402;5;0.00235907;0;0
403;4;0.00252968;1;100
404;4;0.00209928;0;0
405;3;0.00179856;0;0
406;4;0.00294745;1;100
407;1;0.000770002;0;0
408;1;0.000742065;0;0
409;5;0.00274502;1;100
410;1;0.00081726;0;0
411;3;0.00173439;0;0
412;5;0.00278935;0;0
413;4;0.00262884;1;100
414;1;0.000787021;0;0
415;3;0.00164278;0;0
416;1;0.00076355;0;0
417;3;0.0017007;0;0
418;3;0.00169813;0;0
419;1;0.00089082;0;0
420;1;0.000755515;0;0
421;1;0.00091327;0;0
422;4;0.00232083;0;0
423;1;0.000895876;0;0
424;1;0.00079311;0;0
425;1;0.000817721;0;0
426;4;0.00269176;1;100
427;1;0.000821326;0;0
428;4;0.00232743;0;0
429;3;0.00164315;0;0
430;4;0.00262007;1;100
431;1;0.000786945;0;0
432;1;0.000808628;0;0
433;1;0.000882298;0;0
434;1;0.000910573;0;0
435;4;0.0020485;0;0
436;5;0.00284949;0;0
437;3;0.00171053;0;0
438;1;0.000783198;0;0
439;4;0.00225878;0;0
440;4;0.00255262;1;100
441;5;0.00293113;1;100
442;4;0.00260731;1;100
443;1;0.000776083;0;0
444;3;0.0016107;0;0
445;3;0.00167589;0;0
446;1;0.000818002;0;0
447;3;0.00190021;0;0
448;1;0.000910573;0;0
449;3;0.00174952;0;0
450;1;0.000713719;0;0
451;1;0.000751501;0;0
452;3;0.00171984;0;0
453;1;0.000776388;0;0
454;1;0.000735888;0;0
455;1;0.00076371;0;0
456;1;0.00081194;0;0
457;4;0.00220869;0;0
458;4;0.00249617;1;100
459;1;0.000895876;0;0
460;4;0.00212376;0;0
461;1;0.000801864;0;0
462;1;0.000870764;0;0
463;4;0.00212255;0;0
464;4;0.00210247;0;0
465;1;0.000891423;0;0
466;4;0.00208691;0;0
467;1;0.000739707;0;0
468;1;0.000817721;0;0
469;1;0.000789854;0;0
470;3;0.00177613;0;0
471;1;0.000794874;0;0
472;1;0.000935131;0;0
473;1;0.000770932;0;0
474;4;0.00241631;0;0
475;1;0.00076355;0;0
476;3;0.00170152;0;0
477;1;0.000756011;0;0
478;1;0.000757578;0;0
479;4;0.00226597;0;0
480;1;0.000880821;0;0
481;1;0.000796837;0;0
482;4;0.00223933;0;0
483;1;0.000776213;0;0
484;1;0.000761782;0;0
485;6;0.00306554;0;0
486;1;0.000888184;0;0
487;3;0.00160861;0;0
488;1;0.000761782;0;0
489;1;0.000808209;0;0
490;1;0.000750931;0;0
491;1;0.000775206;0;0
492;1;0.000742242;0;0
493;7;0.00365491;0;0
494;1;0.000757578;0;0
495;5;0.00290941;1;100
496;1;0.000752727;0;0
497;1;0.000739094;0;0
498;5;0.00315895;1;100
499;1;0.000874725;0;0
500;1;0.000881204;0;0
501;3;0.00184903;0;0
502;4;0.00301563;1;100
503;3;0.00185164;0;0
504;1;0.000910573;0;0
505;1;0.000882298;0;0
506;1;0.000886358;0;0
507;1;0.000752013;0;0
508;1;0.000743627;0;0
509;5;0.00287264;0;0
510;1;0.000789854;0;0
511;1;0.000880821;0;0
512;1;0.000766052;0;0
513;3;0.0017474;0;0
514;6;0.00370734;1;100
515;1;0.000719158;0;0
516;1;0.000741296;0;0
517;4;0.00259444;1;100
518;1;0.000799482;0;0
519;6;0.00331879;1;100
520;1;0.000778763;0;0
521;5;0.00297362;1;100
522;1;0.000762087;0;0
523;1;0.00089082;0;0
524;1;0.000876333;0;0
525;1;0.000886358;0;0
526;4;0.00258609;1;100
527;4;0.00219846;0;0
528;1;0.000817721;0;0
529;5;0.00291372;0;0
530;4;0.00224501;0;0
531;4;0.00224057;0;0
532;1;0.000748292;0;0
533;4;0.00233969;1;100
534;3;0.00170427;0;0
535;4;0.00237615;0;0
536;1;0.000742065;0;0
537;5;0.00353749;1;100
538;7;0.00416715;1;100
539;1;0.000804053;0;0
540;5;0.00336074;1;100
541;6;0.00346797;1;100
542;7;0.00393705;1;100
543;1;0.000799482;0;0
544;1;0.000807486;0;0
545;6;0.0032612;0;0
546;1;0.000720161;0;0
547;1;0.000790655;0;0
548;1;0.000806516;0;0
549;1;0.000755515;0;0
550;3;0.0017271;0;0
551;3;0.00165079;0;0
552;4;0.00257918;1;100
553;1;0.000766593;0;0
554;4;0.00216766;0;0
555;4;0.00255581;1;100
556;1;0.000770683;0;0
557;1;0.000935131;0;0
558;1;0.000766593;0;0
559;1;0.000790655;0;0
560;1;0.00076371;0;0
561;3;0.00166571;0;0
562;1;0.000818002;0;0
563;1;0.000776388;0;0
564;3;0.00157653;0;0
565;1;0.000758524;0;0
566;3;0.00174755;0;0
567;1;0.00072529;0;0
568;4;0.00322415;1;100
569;1;0.000935131;0;0
570;1;0.000880821;0;0
571;4;0.00218449;0;0
572;1;0.000802414;0;0
573;1;0.000892553;0;0
574;1;0.000882298;0;0
575;4;0.0030225;1;100
576;1;0.000935131;0;0
577;1;0.000754647;0;0
578;1;0.000776388;0;0
579;4;0.00230162;0;0
580;5;0.00354529;1;100
581;1;0.000724189;0;0
582;4;0.00225376;0;0
583;1;0.00080725;0;0
584;4;0.00221231;0;0
585;3;0.00187321;0;0
586;5;0.00251972;0;0
587;1;0.000770932;0;0
588;1;0.000879342;0;0
589;1;0.000821326;0;0
590;1;0.000780436;0;0
591;4;0.00219166;0;0
592;1;0.000910573;0;0
593;5;0.00334119;1;100
594;4;0.00264072;1;100
595;1;0.000808209;0;0
596;1;0.000730826;0;0
597;1;0.000792593;0;0
598;3;0.00169366;0;0
599;4;0.00199444;0;0
600;3;0.00163168;0;0
