N;GRAU;PageRank;R-BEP;D-BRANCH
1;1;0.00694388;0;0
2;2;0.00992307;0;0
3;5;0.0240048;1;100
4;3;0.0138474;0;0
5;5;0.0243651;1;100
6;3;0.0143982;0;0
7;4;0.0179594;0;0
8;6;0.0249623;0;0
9;2;0.00992346;0;0
10;2;0.0102138;0;0
11;3;0.0140228;0;0
12;3;0.0141157;0;0
13;6;0.0256464;0;0
14;3;0.0138791;0;0
15;4;0.0181245;0;0
16;4;0.0194533;0;0
17;3;0.0144502;0;0
18;5;0.0230824;0;0
19;5;0.0232859;0;0
20;5;0.0217135;0;0
21;6;0.0268545;1;100
22;1;0.00664207;0;0
23;2;0.0104814;0;0
24;1;0.00694388;0;0
25;5;0.0219525;0;0
26;3;0.0144019;0;0
27;4;0.0174355;0;0
28;2;0.0105661;0;0
29;4;0.0182973;0;0
30;1;0.00658082;0;0
31;3;0.0143825;0;0
32;4;0.0178736;0;0
33;5;0.0236277;1;100
34;1;0.00642961;0;0
35;4;0.0184706;0;0
36;1;0.00643971;0;0
37;1;0.0064586;0;0
38;6;0.0278097;1;100
39;5;0.0261405;1;100
40;6;0.0265805;0;0
41;6;0.0253416;0;0
42;1;0.00663382;0;0
43;6;0.0242329;0;0
44;3;0.0148961;0;0
45;3;0.0137657;0;0
46;3;0.0136463;0;0
47;5;0.0231153;0;0
48;1;0.00651672;0;0
49;1;0.00630439;0;0
50;4;0.0180264;0;0
51;5;0.0228656;0;0
52;5;0.021877;0;0
53;5;0.0219152;0;0
54;5;0.0219438;0;0
55;2;0.0103647;0;0
56;2;0.010468;0;0
57;4;0.0182246;0;0
58;6;0.0260999;1;100
59;2;0.0102823;0;0
60;6;0.0247955;0;0
